T_len,rho,R2_target,phi_f,phi_eta,phi_u,z,rmsfe_base,rmsfe_rs,rel_rmsfe,rmse_pooled_base,rmse_pooled_rs,bias_base,var_base,bias_rs,var_rs,Q_ols,Q_rs_bag,Q_rs_subavg,L_ols,L_rs_bag,L_rs_subavg
500,0.000000,0.300000,0.7,0.3,0.0,19,1.055599,1.035389,0.980855,1.069865,1.049219,0.000213,1.144398,0.000125,1.100735,0.917026,0.990331,1.046095,1.008926,1.026789,1.084606
500,0.000000,0.300000,0.7,0.3,0.0,20,1.055599,1.035282,0.980754,1.069865,1.049128,0.000213,1.144398,0.000124,1.100545,0.917026,0.985226,1.041104,1.008926,1.023511,1.081561
500,0.000000,0.300000,0.7,0.3,0.0,21,1.055599,1.035217,0.980692,1.069865,1.049020,0.000213,1.144398,0.000123,1.100319,0.917026,0.980364,1.036217,1.008926,1.020465,1.078603
500,0.000000,0.300000,0.7,0.3,0.0,22,1.055599,1.035313,0.980783,1.069865,1.049134,0.000213,1.144398,0.000117,1.100565,0.917026,0.975717,1.031402,1.008926,1.017624,1.075701
500,0.000000,0.300000,0.7,0.3,0.0,23,1.055599,1.035432,0.980895,1.069865,1.049232,0.000213,1.144398,0.000113,1.100775,0.917026,0.971283,1.026661,1.008926,1.014986,1.072856
500,0.000000,0.300000,0.7,0.3,0.0,24,1.055599,1.035717,0.981166,1.069865,1.049480,0.000213,1.144398,0.000108,1.101299,0.917026,0.967056,1.021991,1.008926,1.012547,1.070065
500,0.000000,0.300000,0.7,0.3,0.0,25,1.055599,1.036174,0.981599,1.069865,1.049927,0.000213,1.144398,0.000110,1.102236,0.917026,0.963030,1.017377,1.008926,1.010301,1.067315
500,0.000000,0.300000,0.7,0.3,0.0,26,1.055599,1.036516,0.981923,1.069865,1.050285,0.000213,1.144398,0.000104,1.102995,0.917026,0.959203,1.012833,1.008926,1.008247,1.064620
500,0.000000,0.300000,0.7,0.3,0.0,27,1.055599,1.037037,0.982416,1.069865,1.050777,0.000213,1.144398,0.000103,1.104029,0.917026,0.955574,1.008352,1.008926,1.006387,1.061972
500,0.000000,0.300000,0.7,0.3,0.0,28,1.055599,1.037517,0.982871,1.069865,1.051268,0.000213,1.144398,0.000100,1.105064,0.917026,0.952123,1.003913,1.008926,1.004700,1.059350
500,0.000000,0.300000,0.7,0.3,0.0,29,1.055599,1.038322,0.983633,1.069865,1.052050,0.000213,1.144398,0.000098,1.106710,0.917026,0.948853,0.999525,1.008926,1.003190,1.056764
500,0.000000,0.300000,0.7,0.3,0.0,30,1.055599,1.038901,0.984182,1.069865,1.052602,0.000213,1.144398,0.000095,1.107876,0.917026,0.945775,0.995207,1.008926,1.001870,1.054234
500,0.000000,0.300000,0.7,0.3,0.0,31,1.055599,1.039816,0.985049,1.069865,1.053529,0.000213,1.144398,0.000091,1.109832,0.917026,0.942852,0.990908,1.008926,1.000702,1.051707
500,0.000000,0.300000,0.7,0.3,0.0,32,1.055599,1.040970,0.986142,1.069865,1.054670,0.000213,1.144398,0.000088,1.112240,0.917026,0.940114,0.986670,1.008926,0.999718,1.049226
500,0.000000,0.300000,0.7,0.3,0.0,33,1.055599,1.041870,0.986995,1.069865,1.055554,0.000213,1.144398,0.000085,1.114109,0.917026,0.937546,0.982489,1.008926,0.998906,1.046790
500,0.000000,0.300000,0.7,0.3,0.0,34,1.055599,1.042875,0.987946,1.069865,1.056561,0.000213,1.144398,0.000084,1.116237,0.917026,0.935129,0.978324,1.008926,0.998242,1.044353
500,0.000000,0.300000,0.7,0.3,0.0,35,1.055599,1.044140,0.989145,1.069865,1.057817,0.000213,1.144398,0.000084,1.118893,0.917026,0.932886,0.974224,1.008926,0.997756,1.041969
500,0.000000,0.300000,0.7,0.3,0.0,36,1.055599,1.045495,0.990429,1.069865,1.059150,0.000213,1.144398,0.000079,1.121721,0.917026,0.930799,0.970162,1.008926,0.997428,1.039608
500,0.000000,0.300000,0.7,0.3,0.0,37,1.055599,1.046867,0.991728,1.069865,1.060531,0.000213,1.144398,0.000078,1.124648,0.917026,0.928860,0.966124,1.008926,0.997250,1.037258
500,0.000000,0.300000,0.7,0.3,0.0,38,1.055599,1.048308,0.993093,1.069865,1.061948,0.000213,1.144398,0.000075,1.127658,0.917026,0.927089,0.962151,1.008926,0.997245,1.034959
500,0.000000,0.300000,0.7,0.3,0.0,39,1.055599,1.049711,0.994423,1.069865,1.063359,0.000213,1.144398,0.000076,1.130656,0.917026,0.925463,0.958205,1.008926,0.997388,1.032675
500,0.000000,0.300000,0.7,0.3,0.0,40,1.055599,1.051380,0.996003,1.069865,1.064998,0.000213,1.144398,0.000073,1.134147,0.917026,0.923984,0.954297,1.008926,0.997684,1.030414
500,0.000000,0.300000,0.7,0.3,0.0,41,1.055599,1.053003,0.997541,1.069865,1.066653,0.000213,1.144398,0.000069,1.137679,0.917026,0.922651,0.950418,1.008926,0.998132,1.028170
500,0.000000,0.300000,0.7,0.3,0.0,42,1.055599,1.054794,0.999237,1.069865,1.068429,0.000213,1.144398,0.000070,1.141470,0.917026,0.921463,0.946576,1.008926,0.998731,1.025949
500,0.000000,0.300000,0.7,0.3,0.0,43,1.055599,1.056623,1.000971,1.069865,1.070241,0.000213,1.144398,0.000067,1.145349,0.917026,0.920420,0.942772,1.008926,0.999483,1.023755
500,0.000000,0.300000,0.7,0.3,0.0,44,1.055599,1.058689,1.002928,1.069865,1.072306,0.000213,1.144398,0.000065,1.149775,0.917026,0.919519,0.939003,1.008926,1.000385,1.021582
500,0.000000,0.300000,0.7,0.3,0.0,45,1.055599,1.060613,1.004750,1.069865,1.074226,0.000213,1.144398,0.000065,1.153897,0.917026,0.918758,0.935263,1.008926,1.001436,1.019427
500,0.000000,0.300000,0.7,0.3,0.0,46,1.055599,1.062702,1.006729,1.069865,1.076311,0.000213,1.144398,0.000062,1.158383,0.917026,0.918135,0.931551,1.008926,1.002635,1.017286
500,0.000000,0.300000,0.7,0.3,0.0,47,1.055599,1.064945,1.008854,1.069865,1.078552,0.000213,1.144398,0.000061,1.163214,0.917026,0.917652,0.927880,1.008926,1.003985,1.015175
500,0.000000,0.300000,0.7,0.3,0.0,48,1.055599,1.067172,1.010963,1.069865,1.080770,0.000213,1.144398,0.000060,1.168003,0.917026,0.917306,0.924229,1.008926,1.005482,1.013070
500,0.000000,0.300000,0.7,0.3,0.0,49,1.055599,1.069506,1.013174,1.069865,1.083111,0.000213,1.144398,0.000059,1.173072,0.917026,0.917098,0.920613,1.008926,1.007129,1.010990
500,0.000000,0.300000,0.7,0.3,0.0,50,1.055599,1.071949,1.015489,1.069865,1.085548,0.000213,1.144398,0.000057,1.178357,0.917026,nan,nan,1.008926,nan,nan
500,0.000000,0.500000,0.3,0.7,0.0,2,1.211269,1.205265,0.995043,1.228844,1.222672,0.000007,1.510051,0.000005,1.494922,1.000386,1.518100,1.653654,1.100639,1.521205,1.657036
500,0.000000,0.500000,0.3,0.7,0.0,3,1.211269,1.197490,0.988625,1.228844,1.214676,0.000007,1.510051,0.000002,1.475435,1.000386,1.488910,1.598274,1.100639,1.495000,1.604811
500,0.000000,0.500000,0.3,0.7,0.0,4,1.211269,1.189653,0.982155,1.228844,1.206623,0.000007,1.510051,0.000001,1.455938,1.000386,1.459520,1.562243,1.100639,1.468475,1.571828
500,0.000000,0.500000,0.3,0.7,0.0,5,1.211269,1.182179,0.975984,1.228844,1.198968,0.000007,1.510051,0.000000,1.437525,1.000386,1.431074,1.534095,1.100639,1.442781,1.546645
500,0.000000,0.500000,0.3,0.7,0.0,6,1.211269,1.174788,0.969882,1.228844,1.191359,0.000007,1.510051,0.000000,1.419336,1.000386,1.404005,1.510115,1.100639,1.418363,1.525558
500,0.000000,0.500000,0.3,0.7,0.0,7,1.211269,1.167977,0.964259,1.228844,1.184423,0.000007,1.510051,0.000002,1.402856,1.000386,1.378318,1.488636,1.100639,1.395232,1.506904
500,0.000000,0.500000,0.3,0.7,0.0,8,1.211269,1.161732,0.959104,1.228844,1.177950,0.000007,1.510051,0.000003,1.387563,1.000386,1.354055,1.468869,1.100639,1.373441,1.489898
500,0.000000,0.500000,0.3,0.7,0.0,9,1.211269,1.155705,0.954128,1.228844,1.171740,0.000007,1.510051,0.000007,1.372967,1.000386,1.331089,1.450316,1.100639,1.352868,1.474046
500,0.000000,0.500000,0.3,0.7,0.0,10,1.211269,1.149888,0.949325,1.228844,1.165859,0.000007,1.510051,0.000012,1.359215,1.000386,1.309400,1.432722,1.100639,1.333502,1.459095
500,0.000000,0.500000,0.3,0.7,0.0,11,1.211269,1.144508,0.944883,1.228844,1.160285,0.000007,1.510051,0.000015,1.346247,1.000386,1.288927,1.415914,1.100639,1.315289,1.444873
500,0.000000,0.500000,0.3,0.7,0.0,12,1.211269,1.139631,0.940858,1.228844,1.155286,0.000007,1.510051,0.000021,1.334666,1.000386,1.269655,1.399814,1.100639,1.298219,1.431306
500,0.000000,0.500000,0.3,0.7,0.0,13,1.211269,1.134818,0.936884,1.228844,1.150385,0.000007,1.510051,0.000027,1.323359,1.000386,1.251378,1.384217,1.100639,1.282090,1.418190
