"scenario_id","sigma_type","m","T_len","R2_target","beta_design","phi_f","phi_eta","phi_u","rho","factor_r","factor_loading_scenario","factor_strength","factor_idio_var","beta_scale_using","z","rmsfe_base","rmsfe_rs","rel_rmsfe","rmse_pooled_base","rmse_pooled_rs","bias_base","var_base","bias_rs","var_rs","Q_ols","Q_rs_bag","Q_rs_subavg","L_ols","L_rs_bag","L_rs_subavg"
37,"toeplitz",50,200,0.5,"B4",0.3,0.7,0,0.8,NA,NA,NA,NA,"innovation",2,1.33450116580806,1.26490391262009,0.947847738937093,1.3382538074731,1.26869180893179,0.00167935985208556,1.78924389336417,0.00203455709137555,1.60754434895923,0.682231449838802,1.49694778852613,1.73241095177239,0.875113331006857,1.50560280572928,1.7424285695392
37,"toeplitz",50,200,0.5,"B4",0.3,0.7,0,0.8,NA,NA,NA,NA,"innovation",5,1.33450116580806,1.12097659820219,0.839996717067999,1.3382538074731,1.12413835973976,0.00167935985208556,1.78924389336417,0.00200945135924214,1.26167760047916,0.682231449838802,1.14372313018725,1.40369236307274,0.875113331006857,1.17017272337854,1.43615605836569
37,"toeplitz",50,200,0.5,"B4",0.3,0.7,0,0.8,NA,NA,NA,NA,"innovation",8,1.33450116580806,1.06215886372129,0.795922020104146,1.3382538074731,1.06498701792168,0.00167935985208556,1.78924389336417,0.00246850863260809,1.13172883970911,0.682231449838802,0.992828492178344,1.21367549223562,0.875113331006857,1.03300876295868,1.26279410716499
37,"toeplitz",50,200,0.5,"B4",0.3,0.7,0,0.8,NA,NA,NA,NA,"innovation",11,1.33450116580806,1.03959876785088,0.77901675508945,1.3382538074731,1.04230662945303,0.00167935985208556,1.78924389336417,0.00219041535659132,1.08421269444514,0.682231449838802,0.918778273339455,1.09550765923346,0.875113331006857,0.971894071032111,1.15884037144016
37,"toeplitz",50,200,0.5,"B4",0.3,0.7,0,0.8,NA,NA,NA,NA,"innovation",14,1.33450116580806,1.0309048234173,0.772502002868665,1.3382538074731,1.03367098604936,0.00167935985208556,1.78924389336417,0.00239068403595793,1.06608502336429,0.682231449838802,0.874910633425278,1.01656958133742,0.875113331006857,0.940654101735457,1.09296270962849
37,"toeplitz",50,200,0.5,"B4",0.3,0.7,0,0.8,NA,NA,NA,NA,"innovation",17,1.33450116580806,1.02340888087903,0.766884965783705,1.3382538074731,1.02573406333769,0.00167935985208556,1.78924389336417,0.00280149560080961,1.04932887309044,0.682231449838802,0.843408734322542,0.959230229088286,0.875113331006857,0.921400478736526,1.04794384828448
37,"toeplitz",50,200,0.5,"B4",0.3,0.7,0,0.8,NA,NA,NA,NA,"innovation",20,1.33450116580806,1.0273377972727,0.769829074409711,1.3382538074731,1.02979953940652,0.00167935985208556,1.78924389336417,0.0024712942670672,1.05801579709481,0.682231449838802,0.817601804226927,0.915375450311259,0.875113331006857,0.907371674980122,1.01590090401273
37,"toeplitz",50,200,0.5,"B4",0.3,0.7,0,0.8,NA,NA,NA,NA,"innovation",23,1.33450116580806,1.03535778248486,0.77583879955469,1.3382538074731,1.03786011532699,0.00167935985208556,1.78924389336417,0.00239364470920992,1.07475997427734,0.682231449838802,0.795782849574203,0.879937119541093,0.875113331006857,0.896937869747118,0.99181788212065
37,"toeplitz",50,200,0.5,"B4",0.3,0.7,0,0.8,NA,NA,NA,NA,"innovation",26,1.33450116580806,1.03885207806308,0.778457227824176,1.3382538074731,1.04082555358135,0.00167935985208556,1.78924389336417,0.00286551186415266,1.08045232112377,0.682231449838802,0.776227538542193,0.850587614156634,0.875113331006857,0.888333417079259,0.97346398669062
37,"toeplitz",50,200,0.5,"B4",0.3,0.7,0,0.8,NA,NA,NA,NA,"innovation",29,1.33450116580806,1.05014427241757,0.786918962173923,1.3382538074731,1.05220735101182,0.00167935985208556,1.78924389336417,0.00243862120685642,1.10470168831646,0.682231449838802,0.758195993196093,0.825126439470946,0.875113331006857,0.880815396990273,0.958615597336235
