"scenario_id","sigma_type","m","T_len","R2_target","beta_design","phi_f","phi_eta","phi_u","rho","factor_r","factor_loading_scenario","factor_strength","factor_idio_var","beta_scale_using","z","rmsfe_base","rmsfe_rs","rel_rmsfe","rmse_pooled_base","rmse_pooled_rs","bias_base","var_base","bias_rs","var_rs","Q_ols","Q_rs_bag","Q_rs_subavg","L_ols","L_rs_bag","L_rs_subavg"
6,"factor",50,200,0.5,"sparse10",0.3,0.7,0,NA,2,"random",0.5,0.25,"innovation",2,1.26706257757979,1.2544339424428,0.990033140145994,1.27144839885995,1.2583342411792,0.00963928157294607,1.60694174939057,0.00858345603538731,1.57482160648865,0.721069287228691,1.41633883538151,1.55731190197503,0.924478029357613,1.42452574743437,1.56631476253788
6,"factor",50,200,0.5,"sparse10",0.3,0.7,0,NA,2,"random",0.5,0.25,"innovation",5,1.26706257757979,1.20645845402188,0.95216958922923,1.27144839885995,1.20899357816749,0.00963928157294607,1.60694174939057,0.00564899555815745,1.45601647649208,0.721069287228691,1.27001204619913,1.37304595304297,0.924478029357613,1.29936946429883,1.40479054687037
6,"factor",50,200,0.5,"sparse10",0.3,0.7,0,NA,2,"random",0.5,0.25,"innovation",8,1.26706257757979,1.17737113565762,0.929213092147751,1.27144839885995,1.17946091301437,0.00963928157294607,1.60694174939057,0.00444685902201235,1.38668118630668,0.721069287228691,1.1532559472311,1.27272502531215,0.924478029357613,1.19988973955578,1.32420591850887
6,"factor",50,200,0.5,"sparse10",0.3,0.7,0,NA,2,"random",0.5,0.25,"innovation",11,1.26706257757979,1.15826252322672,0.91413205923824,1.27144839885995,1.15977315811805,0.00963928157294607,1.60694174939057,0.00285557492669947,1.34221820336442,0.721069287228691,1.06527633191188,1.19844323904035,0.924478029357613,1.12679440350682,1.26768067497594
6,"factor",50,200,0.5,"sparse10",0.3,0.7,0,NA,2,"random",0.5,0.25,"innovation",14,1.26706257757979,1.14921290916924,0.906989859462462,1.27144839885995,1.15082796438415,0.00963928157294607,1.60694174939057,0.00265196004129395,1.32175304356728,0.721069287228691,0.996299986550899,1.13517425736161,0.924478029357613,1.07107107767111,1.22041037263171
6,"factor",50,200,0.5,"sparse10",0.3,0.7,0,NA,2,"random",0.5,0.25,"innovation",17,1.26706257757979,1.14152852088995,0.900925132735257,1.27144839885995,1.14316744465671,0.00963928157294607,1.60694174939057,0.00190932764891012,1.30492247887405,0.721069287228691,0.943050149667238,1.0809449060416,0.924478029357613,1.03013704947486,1.18082000270685
6,"factor",50,200,0.5,"sparse10",0.3,0.7,0,NA,2,"random",0.5,0.25,"innovation",20,1.26706257757979,1.14587772565201,0.904357642572592,1.27144839885995,1.14742613850087,0.00963928157294607,1.60694174939057,0.00166909439944206,1.31491764891557,0.721069287228691,0.900722085488397,1.03361155611491,0.924478029357613,0.999463420605403,1.14698936480523
6,"factor",50,200,0.5,"sparse10",0.3,0.7,0,NA,2,"random",0.5,0.25,"innovation",23,1.26706257757979,1.15056090548434,0.908053734553525,1.27144839885995,1.1523682302583,0.00963928157294607,1.60694174939057,0.00177236698896715,1.32618017111969,0.721069287228691,0.865754081893276,0.991342899564718,0.924478029357613,0.975624720278362,1.11723177888757
6,"factor",50,200,0.5,"sparse10",0.3,0.7,0,NA,2,"random",0.5,0.25,"innovation",26,1.26706257757979,1.1501670166186,0.907742866824719,1.27144839885995,1.15222211045088,0.00963928157294607,1.60694174939057,0.0014921779753176,1.32612361383657,0.721069287228691,0.836853347703627,0.953406844019646,0.924478029357613,0.957508201285353,1.09095659180557
6,"factor",50,200,0.5,"sparse10",0.3,0.7,0,NA,2,"random",0.5,0.25,"innovation",29,1.26706257757979,1.16719207655377,0.921179503843624,1.27144839885995,1.16935049676148,0.00963928157294607,1.60694174939057,0.00170295699046698,1.36567762728585,0.721069287228691,0.811361768194978,0.918123185718396,0.924478029357613,0.942340129678995,1.06643950579076
6,"factor",50,200,0.5,"sparse10",0.3,0.7,0,NA,2,"random",0.5,0.25,"innovation",32,1.26706257757979,1.18096606377068,0.932050306486392,1.27144839885995,1.18325616547568,0.00963928157294607,1.60694174939057,0.00155313039065128,1.39854202274556,0.721069287228691,0.78928520478048,0.885201733220328,0.924478029357613,0.930310553251607,1.04348158213211
6,"factor",50,200,0.5,"sparse10",0.3,0.7,0,NA,2,"random",0.5,0.25,"innovation",35,1.26706257757979,1.20038313815357,0.947374785897643,1.27144839885995,1.20265624339595,0.00963928157294607,1.60694174939057,0.00165780506417365,1.44472423471508,0.721069287228691,0.770961046732813,0.855551422612797,0.924478029357613,0.92200630917926,1.02329613403917
6,"factor",50,200,0.5,"sparse10",0.3,0.7,0,NA,2,"random",0.5,0.25,"innovation",38,1.26706257757979,1.21991595051511,0.962790608846852,1.27144839885995,1.22268160678961,0.00963928157294607,1.60694174939057,0.00212023367652615,1.4928300779051,0.721069287228691,0.754541944207744,0.826330170784958,0.924478029357613,0.915369990058387,1.00258829959458
6,"factor",50,200,0.5,"sparse10",0.3,0.7,0,NA,2,"random",0.5,0.25,"innovation",41,1.26706257757979,1.24662750325042,0.983872087542507,1.27144839885995,1.24939928843611,0.00963928157294607,1.60694174939057,0.00201580254224325,1.55898277940242,0.721069287228691,0.741041093607852,0.798568215997747,0.924478029357613,0.911755442410858,0.982657128124783
6,"factor",50,200,0.5,"sparse10",0.3,0.7,0,NA,2,"random",0.5,0.25,"innovation",44,1.26706257757979,1.27953013590448,1.00983973368427,1.27144839885995,1.28268021888437,0.00963928157294607,1.60694174939057,0.00268023509307534,1.64258830882419,0.721069287228691,0.730756818176375,0.772294170879462,0.924478029357613,0.911692799886325,0.963620395915107
6,"factor",50,200,0.5,"sparse10",0.3,0.7,0,NA,2,"random",0.5,0.25,"innovation",47,1.26706257757979,1.31545382878837,1.0381916821354,1.27144839885995,1.31903910361186,0.00963928157294607,1.60694174939057,0.00282881663290382,1.73703534022429,0.721069287228691,0.723763952735127,0.746344903510843,0.924478029357613,0.915443653171761,0.944070245001833
6,"factor",50,200,0.5,"sparse10",0.3,0.7,0,NA,2,"random",0.5,0.25,"innovation",50,1.26706257757979,1.3592456648866,1.07275338167029,1.27144839885995,1.36335652759826,0.00963928157294607,1.60694174939057,0.00307899342801091,1.85566202791678,0.721069287228691,0.721069287228691,0.721069287228691,0.924478029357613,0.924478029357613,0.924478029357613
