"scenario_id","sigma_type","m","T_len","R2_target","beta_design","phi_f","phi_eta","phi_u","rho","factor_r","factor_loading_scenario","factor_strength","factor_idio_var","beta_scale_using","z","rmsfe_base","rmsfe_rs","rel_rmsfe","rmse_pooled_base","rmse_pooled_rs","bias_base","var_base","bias_rs","var_rs","Q_ols","Q_rs_bag","Q_rs_subavg","L_ols","L_rs_bag","L_rs_subavg"
4,"factor",30,120,0.3,"sparse10",0.3,0.7,0,NA,2,"nearly_common",1,0.5,"innovation",2,1.01041723338421,1.00973793775766,0.999327707798222,1.02918066340101,1.02827313753928,3.23325299581261e-05,1.05918050538859,1.4421698891852e-05,1.05733122368599,0.731987574707517,0.991210288965548,1.06291643361628,0.927057663893113,1.00032543674458,1.07269186674477
4,"factor",30,120,0.3,"sparse10",0.3,0.7,0,NA,2,"nearly_common",1,0.5,"innovation",4,1.01041723338421,1.01371483302466,1.00326360193739,1.02918066340101,1.03198303382177,3.23325299581261e-05,1.05918050538859,2.72000358798747e-06,1.0649862620924,0.731987574707517,0.946871475096945,1.00349954327351,0.927057663893113,0.972990901595906,1.03118364105797
4,"factor",30,120,0.3,"sparse10",0.3,0.7,0,NA,2,"nearly_common",1,0.5,"innovation",6,1.01041723338421,1.01112917937882,1.00070460594999,1.02918066340101,1.03015350201693,3.23325299581261e-05,1.05918050538859,7.26219094798095e-05,1.06114361580827,0.731987574707517,0.911457953106489,0.968989120450548,0.927057663893113,0.953361158742647,1.01354135299819
4,"factor",30,120,0.3,"sparse10",0.3,0.7,0,NA,2,"nearly_common",1,0.5,"innovation",8,1.01041723338421,1.02048557680797,1.00996454048002,1.02918066340101,1.03830890515918,3.23325299581261e-05,1.05918050538859,0.000254727912901629,1.07783065461995,0.731987574707517,0.882254552177318,0.941930022351749,0.927057663893113,0.939035967455171,1.0025574906626
4,"factor",30,120,0.3,"sparse10",0.3,0.7,0,NA,2,"nearly_common",1,0.5,"innovation",10,1.01041723338421,1.02247139755429,1.01192988774519,1.02918066340101,1.04064127283726,3.23325299581261e-05,1.05918050538859,0.000683720204397452,1.08225053852796,0.731987574707517,0.856327123312524,0.917483975580543,0.927057663893113,0.927181854054492,0.993406283648788
4,"factor",30,120,0.3,"sparse10",0.3,0.7,0,NA,2,"nearly_common",1,0.5,"innovation",12,1.01041723338421,1.03227511227532,1.02163252780032,1.02918066340101,1.0496135273189,3.23325299581261e-05,1.05918050538859,0.00106900442975354,1.10061955230107,0.731987574707517,0.83360220633905,0.894752096043674,0.927057663893113,0.917897998405483,0.985241227648362
4,"factor",30,120,0.3,"sparse10",0.3,0.7,0,NA,2,"nearly_common",1,0.5,"innovation",14,1.01041723338421,1.03658972344348,1.02590265604597,1.02918066340101,1.05416961771326,3.23325299581261e-05,1.05918050538859,0.00128306317877292,1.10999051973095,0.731987574707517,0.813873351699361,0.873940045825103,0.927057663893113,0.911135998155415,0.978392313680243
4,"factor",30,120,0.3,"sparse10",0.3,0.7,0,NA,2,"nearly_common",1,0.5,"innovation",16,1.01041723338421,1.04514965423903,1.03437433538074,1.02918066340101,1.06113811206349,3.23325299581261e-05,1.05918050538859,0.00183977245896959,1.1241743204147,0.731987574707517,0.79593626319101,0.853587235781633,0.927057663893113,0.905683129001693,0.971296823081387
4,"factor",30,120,0.3,"sparse10",0.3,0.7,0,NA,2,"nearly_common",1,0.5,"innovation",18,1.01041723338421,1.06175435599356,1.0508078454258,1.02918066340101,1.07764532902013,3.23325299581261e-05,1.05918050538859,0.00262866887405079,1.15869078628486,0.731987574707517,0.780909287730568,0.835200598109475,0.927057663893113,0.902933646408338,0.965724384548135
4,"factor",30,120,0.3,"sparse10",0.3,0.7,0,NA,2,"nearly_common",1,0.5,"innovation",20,1.01041723338421,1.06568549565405,1.05469845569115,1.02918066340101,1.08282250480534,3.23325299581261e-05,1.05918050538859,0.00303136067954541,1.16947321623337,0.731987574707517,0.767104758733747,0.816571639646364,0.927057663893113,0.901066769322746,0.959190540059955
