"scenario_id","sigma_type","m","T_len","R2_target","beta_design","phi_f","phi_eta","phi_u","rho","factor_r","factor_loading_scenario","factor_strength","factor_idio_var","beta_scale_using","z","rmsfe_base","rmsfe_rs","rel_rmsfe","rmse_pooled_base","rmse_pooled_rs","bias_base","var_base","bias_rs","var_rs","Q_ols","Q_rs_bag","Q_rs_subavg","L_ols","L_rs_bag","L_rs_subavg"
47,"factor",50,200,0.5,"B5",0.3,0.7,0,NA,2,"nearly_common",0.5,0.25,"innovation",2,1.13347900058943,1.12529259879844,0.99277763259246,1.13601602214675,1.12789666834076,0.00277695694359722,1.28775544563052,0.00221746678446511,1.26993342766972,0.700636660736265,1.18082706345974,1.29663385988781,0.89877033325611,1.18765595870263,1.30413349561262
47,"factor",50,200,0.5,"B5",0.3,0.7,0,NA,2,"nearly_common",0.5,0.25,"innovation",5,1.13347900058943,1.10939042574419,0.978748106640962,1.13601602214675,1.11151598672368,0.00277695694359722,1.28775544563052,0.00159570573980109,1.2338720830025,0.700636660736265,1.09190933533764,1.18306687616175,0.89877033325611,1.11715875206902,1.21043035250094
47,"factor",50,200,0.5,"B5",0.3,0.7,0,NA,2,"nearly_common",0.5,0.25,"innovation",8,1.13347900058943,1.10090047294536,0.971257934529779,1.13601602214675,1.1027750311329,0.00277695694359722,1.28775544563052,0.00107633382710655,1.21503643546305,0.700636660736265,1.02215264983093,1.12081725789681,0.89877033325611,1.06350779468029,1.16617575665094
47,"factor",50,200,0.5,"B5",0.3,0.7,0,NA,2,"nearly_common",0.5,0.25,"innovation",11,1.13347900058943,1.09051561285622,0.962096000269203,1.13601602214675,1.09243444238822,0.00277695694359722,1.28775544563052,0.000486186969706852,1.19292682394634,0.700636660736265,0.966988559417862,1.07173575159437,0.89877033325611,1.02286507206906,1.13368216030711
47,"factor",50,200,0.5,"B5",0.3,0.7,0,NA,2,"nearly_common",0.5,0.25,"innovation",14,1.13347900058943,1.08677978026513,0.958800101016419,1.13601602214675,1.08856378878289,0.00277695694359722,1.28775544563052,0.000318012670615589,1.18465310957875,0.700636660736265,0.921239443819503,1.02909301619166,0.89877033325611,0.990434282934857,1.10640844635949
47,"factor",50,200,0.5,"B5",0.3,0.7,0,NA,2,"nearly_common",0.5,0.25,"innovation",17,1.13347900058943,1.08236628853626,0.954906344072909,1.13601602214675,1.08416165358842,0.00277695694359722,1.28775544563052,8.79580627038406e-05,1.17531853304887,0.700636660736265,0.88276148624284,0.991173040366546,0.89877033325611,0.964368287308581,1.08282424595397
47,"factor",50,200,0.5,"B5",0.3,0.7,0,NA,2,"nearly_common",0.5,0.25,"innovation",20,1.13347900058943,1.08203524889689,0.954614287811436,1.13601602214675,1.08398911036202,0.00277695694359722,1.28775544563052,3.73441054884103e-05,1.17499504727797,0.700636660736265,0.850566927281632,0.95692245056274,0.89877033325611,0.943921550229254,1.06197539503154
47,"factor",50,200,0.5,"B5",0.3,0.7,0,NA,2,"nearly_common",0.5,0.25,"innovation",23,1.13347900058943,1.08261038930243,0.955121699422268,1.13601602214675,1.08466861047926,0.00277695694359722,1.28775544563052,2.64808358698654e-05,1.17647951372315,0.700636660736265,0.821585854452479,0.924148290582563,0.89877033325611,0.92598738049466,1.04161109019819
47,"factor",50,200,0.5,"B5",0.3,0.7,0,NA,2,"nearly_common",0.5,0.25,"innovation",26,1.13347900058943,1.08369263619534,0.956076500430805,1.13601602214675,1.08577282696137,0.00277695694359722,1.28775544563052,3.74845444273135e-06,1.17889888331324,0.700636660736265,0.796994670820143,0.894182117186416,0.89877033325611,0.912070939596733,1.02332336223061
47,"factor",50,200,0.5,"B5",0.3,0.7,0,NA,2,"nearly_common",0.5,0.25,"innovation",29,1.13347900058943,1.09372899065779,0.964930969245163,1.13601602214675,1.0957251354719,0.00277695694359722,1.28775544563052,1.24884906594938e-05,1.20060108401426,0.700636660736265,0.775832412405537,0.866573338507985,0.89877033325611,0.901273747599044,1.00672162670937
