"Model","MAFE","MAFE_sig","RMSFE","RMSFE_sig","MAFE_nc","RMSFE_nc"
"Mean",0.987480257174286,"",1.47114286338023,"",0.984907470325392,1.47334152910439
"RSM(k*=3)",0.98739128582274,"",1.47005233727189,"",0.984786935736457,1.47222754685355
"RSM(k=sqrt(N)~6)",0.987677501769242,"",1.47081358666744,"",NA,NA
