"k","rmsfe","mafe","rmsfe_nc","mafe_nc"
2,0.973506934170017,0.682721457408056,0.930614114243735,0.659768432335091
3,0.971394139823783,0.68087455154947,0.928374275261864,0.657951513827934
4,0.975657814329326,0.682954102776988,0.932191319420892,0.659835190837384
5,0.972419096691902,0.680936145529268,0.928896560117526,0.657828952764539
6,0.972208454884866,0.680869585286844,0.929481090350744,0.657946459022208
7,0.973032563226928,0.681281687528544,0.929916821622698,0.658288771195007
8,0.973967838365069,0.68164215836985,0.930631607528139,0.65859179067065
9,0.97407704508164,0.682961235320514,0.931117365828526,0.660034334482331
10,0.969323493704931,0.676299391598329,0.925411863569411,0.653047626298868
11,0.97022925027654,0.677518282823384,0.926428030199222,0.654252187342639
12,0.970481650758617,0.677166057769119,0.925443191360802,0.653576060169297
13,0.969408313824763,0.6763369597391,0.925545823857812,0.653057278296078
14,0.974592444208412,0.679967054142651,0.930603788167031,0.656468619987322
15,0.978321238701601,0.680004216970068,0.93288462015347,0.655883841230561
16,0.976178716603227,0.676869242468853,0.931405770055293,0.652812696968714
17,0.978594604294653,0.677898513998063,0.933191041023373,0.653569889404847
18,0.987687023513058,0.687342853038521,0.94224539036257,0.662742228140355
19,0.992605258987473,0.692202141553115,0.946433378935981,0.667322059049295
20,0.990819019396574,0.691426577454388,0.945149558464965,0.666683590753722
21,0.993406793341997,0.691603647122838,0.947479556179006,0.666597671185881
22,0.995623207826671,0.694383158497848,0.94953371339133,0.669256553594991
23,0.996368990095466,0.694822066323935,0.950105409873781,0.669630772099959
24,0.9961896837754,0.693673699280629,0.949027994295094,0.668059754538747
25,0.987255977704917,0.683184182795583,0.938641621471436,0.656922088459092
26,0.988809465246425,0.683188960102885,0.940161347279573,0.656786462643759
27,0.988120192933699,0.683087083328194,0.939343940207075,0.656679444101165
28,0.988435225861774,0.683204855092965,0.939916677437499,0.656857621425295
29,1.01345925134811,0.705839161438615,0.963313642769927,0.678159608701577
30,1.02717533414494,0.718237739224459,0.976447010188688,0.68990875622502
31,1.02057883122507,0.712459971078634,0.967206878110309,0.682997549676659
32,1.03609560502783,0.723699481025943,0.981531943554806,0.693061808117339
33,1.06304944364446,0.741671965939958,1.00603643785469,0.708874372286021
34,1.10407525753811,0.775661067321784,1.04450540373358,0.740275456902379
35,1.11403039034707,0.788404856664169,1.04698627042743,0.748516249651862
36,1.17228699092563,0.843614468722365,1.10661692965321,0.808120816614583
37,1.11963783017168,0.791996559582456,1.03645972430697,0.749178090757217
38,1.16991501408734,0.831597878921626,1.07855196088385,0.782742477001085
39,1.17243953619763,0.829009386913457,1.07219705699312,0.775414553850135
40,1.22544362148473,0.88708120104504,1.12041703573009,0.829001420575162
41,1.19167305235152,0.878437640174947,1.19167305235152,0.878437640174947
42,1.32635718249535,0.999189167980655,1.32635718249535,0.999189167980655
43,1.3367437169163,0.995578578788244,1.3367437169163,0.995578578788244
44,1.43654564978729,1.10345529471111,1.43654564978729,1.10345529471111
45,1.50530346834442,1.19776829894473,1.50530346834442,1.19776829894473
46,1.42723227328614,1.22153102615235,1.42723227328614,1.22153102615235
47,1.45335841133692,1.2509587126478,1.45335841133692,1.2509587126478
48,1.29810176424023,1.10436302701989,1.29810176424023,1.10436302701989
49,1.32070318721813,1.08979585228697,1.32070318721813,1.08979585228697
50,1.01841998151481,0.809055273650461,1.01841998151481,0.809055273650461
51,1.0319342720179,0.852026263407706,1.0319342720179,0.852026263407706
52,0.903881504916532,0.903881504916532,0.903881504916532,0.903881504916532
53,0.903394793740915,0.903394793740915,0.903394793740915,0.903394793740915
