"Var","Selected","mean_weight_nonzero","w_bar","Prediction","Hist_mean","Contribution"
"RPI",0.137,-0.461269926223665,-0.0631939798926421,0.745398344087334,0.763608717173767,0.00115078595066157
"W875RX1",0.122,0.304674906561057,0.0371703386004489,0.509864675657257,0.751473552405657,-0.00898068375761219
"DPCERA3M086SBEA",0.127,0.0358944852392351,0.00455859962538286,0.524511950358253,0.740865308691883,-0.000986268338250007
"CMRMTSPLx",0.138,0.172968537028987,0.0238696581100002,-0.679517434338617,0.792912421527388,-0.0351463972504783
"RETAILx",0.122,-0.816036371949063,-0.0995564373777856,0.533809464625734,0.760158428246069,0.0225344964221946
"IPFPNSS",0.124,2.08541782977282,0.258591810891829,0.116321306228406,0.67270609668713,-0.143876550517392
"IPFINAL",0.12,1.20841836113276,0.145010203335932,0.0649391382236741,0.677935413031022,-0.0888907144539822
"IPCONGD",0.129,0.454898418112267,0.0586818959364825,0.122854156238805,0.711308996071003,-0.0345316456743525
"IPDCONGD",0.123,0.0532705327197146,0.0065522755245249,0.382647170644357,0.788859449584114,-0.00266161477305845
"IPNCONGD",0.115,0.361205949384692,0.0415386841792396,0.326682843948922,0.730519992146802,-0.0167748637588365
"IPBUSEQ",0.133,0.819407408982984,0.108981185394737,0.650287620834411,0.732727550882785,-0.00898440130053096
"IPMAT",0.115,2.50000385301254,0.287500443096442,0.559432028519202,0.795174781644641,-0.0677761459803388
"IPDMAT",0.129,2.51266001486354,0.324133141917396,0.543090471743768,0.817652394782573,-0.0889946187654503
"IPNMAT",0.133,0.462229950115588,0.0614765833653731,0.653817896364761,0.708969092434248,-0.00339050710286583
"IPMANSICS",0.14,2.10534364983891,0.294748110977447,0.413644508907884,0.733444960803649,-0.0942605790860107
"IPB51222S",0.108,-1.33667186876465,-0.144360561826582,0.851624063120315,0.815973504668973,-0.00514653464746724
"IPFUELS",0.118,0.231052164049604,0.0272641553578533,-0.0706746167541517,0.815441839726232,-0.0241592167346316
"CUMFNS",0.115,1.17173632647296,0.13474967754439,0.499184907693317,0.843887251027643,-0.046448529613096
"HWI",0.137,-0.0625108023230771,-0.00856397991826156,0.627381766300372,0.900077382762687,0.00233535978318122
"HWIURATIO",0.125,0.138258852845252,0.0172823566056566,1.37348620558893,0.918689574689613,0.00785995755825307
"CLF16OV",0.151,-0.531621813471372,-0.0802748938341771,0.579039438288254,0.796747701485496,0.0174765077149817
"CE16OV",0.131,0.80154385064456,0.105002244434437,0.239593017203066,0.719584430588289,-0.0504001757147063
"UNRATE",0.133,0.834979579782229,0.111052284111037,0.294946245719974,0.893170335033063,-0.0664341515284632
"UEMPMEAN",0.126,-0.144394439308906,-0.0181936993529221,0.42745310506187,0.814270975502272,0.00703764803913025
"UEMPLT5",0.13,-0.0759018084647251,-0.00986723510041426,0.464853243402419,0.846187469946222,0.00376271446514234
"UEMP5TO14",0.132,0.757149103378167,0.099943681645918,0.203625197049129,0.868819960412256,-0.0664820136620961
"UEMP15OV",0.113,-0.394089115202417,-0.0445320700178731,1.05392252523386,0.849192192056287,-0.00911706553184632
"UEMP15T26",0.123,-0.138152196483315,-0.0169927201674478,1.14995266803328,0.834535021090995,-0.00535980381036514
"UEMP27OV",0.128,-0.679244736856995,-0.0869433263176953,0.823925078389087,0.838026713118349,0.00122604302987916
"CLAIMSx",0.146,-0.0789022407590243,-0.0115197271508175,0.72781066227321,0.80794006243179,0.00092306882658553
"PAYEMS",0.128,0.992965319726531,0.127099560924996,0.807917867104724,0.640344496890414,0.0212985017769606
"USGOOD",0.125,0.648462888563152,0.081057861070394,0.889087062623317,0.800350783805588,0.0071927729603112
"CES1021000001",0.128,1.68494337523839,0.215672752030514,0.704316351731493,0.816165647253049,-0.0241228453778081
"USCONS",0.125,-0.0169397024943083,-0.00211746281178854,0.862595580824377,0.847761193724404,-3.14112630198684e-05
"MANEMP",0.119,0.550916171058689,0.0655590243559841,0.809718048283115,0.746172706208581,0.0041659706287737
"DMANEMP",0.14,1.08224917854576,0.151514884996406,0.770513413345175,0.772407427436644,-0.000286971327250473
"NDMANEMP",0.121,0.0580422679311653,0.007023114419671,0.899405045022528,0.702006366809907,0.00138635350337905
"SRVPRD",0.124,0.655253845787902,0.0812514768776998,0.719212627978982,0.496572412778702,0.0180898462973917
"USTPU",0.136,1.0397985227233,0.141412599090369,0.47266022292749,0.634597873596516,-0.0229000240716952
"USWTRADE",0.129,0.634837219999639,0.0818940013799534,0.360331533543801,0.670642681010925,-0.0254126215388876
"USTRADE",0.132,1.01430809281869,0.133888668252067,0.665171501973538,0.559783757942463,0.0141102246984103
"USFIRE",0.125,0.411642493369128,0.051455311671141,0.307513727118724,0.638920607191421,-0.017052644304101
"USGOVT",0.114,1.46326187164849,0.166811853367928,0.955514483283815,0.714138563335798,0.0402643645649172
"CES0600000007",0.124,-0.344540030292898,-0.0427229637563193,0.692507648363172,1.0628099252509,0.0158204107543569
"AWOTMAN",0.157,0.708167466420584,0.111182292228032,1.19905329476564,0.803881122987427,0.0439361478830312
"AWHMAN",0.14,0.40963051772653,0.0573482724817141,0.60014881032926,1.07745365347171,-0.0273726082013753
"HOUST",0.15,0.0113506621171934,0.00170259931757902,0.802622586574753,0.677301543886995,0.000213371521758467
"HOUSTNE",0.14,-0.0008178730705402,-0.000114502229875625,0.58668675992597,0.486003451903728,-1.15284632798011e-05
"HOUSTMW",0.129,0.513048071391629,0.0661832012095201,0.389412797487232,0.570198154332567,-0.0119649536478297
"HOUSTS",0.119,-0.247201613763389,-0.0294169920378433,1.01722761803171,0.829964564543131,-0.00550871575345585
"HOUSTW",0.116,-0.260590357712474,-0.030228481494647,0.749672476812457,0.726404201444349,-0.000703364631377222
"PERMIT",0.129,0.537974001373467,0.0693986461771772,0.885372884470281,0.814369087246038,0.00492756740080129
