"Var","Selected","mean_weight_nonzero","w_bar","Prediction","Hist_mean","Shapley"
"RPI",0.062,0.182457698356852,0.0113123772981248,0.882772466401738,0.78362886842156,0.00112154978704537
"W875RX1",0.043,0.149895596103383,0.00644551063244545,1.08120982688609,0.78410826340509,0.00191497128633294
"DPCERA3M086SBEA",0.06,0.358401067164861,0.0215040640298917,0.519073719057861,0.804413552779296,-0.00613596605462439
"CMRMTSPLx",0.078,0.402863488899892,0.0314233521341916,1.47670051654636,0.846606012690505,0.0197996814724812
"RETAILx",0.049,0.128731081666876,0.00605036083834318,0.98854594816844,0.798679654849168,0.0011487595856203
"INDPRO",0.068,0.548623434344566,0.0367577701010859,0.685488317527683,0.8201917618173,-0.00495139823702217
"IPFPNSS",0.058,0.616229167044206,0.0357412916885639,0.74428599996943,0.76344845143249,-0.000684890767209174
"IPFINAL",0.066,0.476848166075755,0.0295645862966968,0.867282552630666,0.77571100745996,0.00270727484952122
"IPCONGD",0.063,0.469581628892556,0.0291140609913384,0.524703812424243,0.786066460559333,-0.00760932807866275
"IPDCONGD",0.067,0.296122410655163,0.0195440791032408,1.57504356537677,0.834651949358695,0.0144702723108334
"IPNCONGD",0.072,0.20096399225382,0.0124597675197368,0.17041763975647,0.797916735356137,-0.00781849285001695
"IPBUSEQ",0.072,0.296949128115079,0.0201925407118254,1.41254601576355,0.827765720258046,0.0118081999244681
"IPMAT",0.056,0.359059451420094,0.0183120320224248,0.672516416059765,0.859731687377134,-0.0034282920434506
"IPDMAT",0.073,0.481060466764319,0.0322310512732093,1.10215719008224,0.9035191074416,0.00640231422640255
"IPNMAT",0.068,0.0994250618381292,0.00556780346293523,0.580854253199758,0.749188753593886,-0.000937253414225899
"IPMANSICS",0.07,0.601310339411144,0.0420917237587801,1.1643033321231,0.826202753962572,0.0142312361386166
"IPB51222S",0.061,1.0292314736392e-16,2.98477127355369e-18,0.895509774817427,0.848953595990916,1.38959545167798e-19
"IPFUELS",0.062,5.09528868793547e-17,1.78335104077742e-18,0.772816990324965,0.846647312563559,-1.31665382005129e-19
"CUMFNS",0.069,0.265021063464258,0.0156362427443912,1.29600252901669,0.872887052832374,0.0066159362945267
"CLF16OV",0.064,2.19630091496239e-16,7.46742311087213e-18,0.705438465409247,0.840737949959246,-1.01033849781774e-18
"CE16OV",0.056,0.215439882163934,0.0107719941081967,0.802230798593073,0.711124511031687,0.000981396392830932
"UNRATE",0.076,0.345910248854793,0.0259432686641095,2.04506725154474,0.860547155513146,0.0307303230893845
"UEMPMEAN",0.076,0.054640085753545,0.00295056463069143,0.0867766989031349,0.810381424454022,-0.00213504250981163
"UEMPLT5",0.059,0.0856514409360774,0.00385431484212348,1.7060619274172,0.893778225116746,0.00313079712979166
"UEMP5TO14",0.073,0.364179434353331,0.0265850987077931,1.05094902707961,0.887216799693152,0.00435283742671572
"UEMP15OV",0.07,0.285874760995585,0.0200112332696909,1.21731625156323,0.851856206358919,0.00731330621533521
"UEMP15T26",0.061,0.230724005651557,0.0136127163334419,0.88704020373489,0.876174177607677,0.000147916131341526
"UEMP27OV",0.072,0.202735109893561,0.0129750470331879,1.09405439293357,0.83959540056203,0.0033016173940384
"CLAIMSx",0.059,0.191924560209891,0.00978815257070445,1.21776426027396,0.880614973957832,0.00330006865356635
"PAYEMS",0.061,0.432384576038666,0.0263754591383586,0.641957976732943,0.600094681179209,0.00110416364127456
"USGOOD",0.071,0.396681419396848,0.0277676993577793,1.23851444662919,0.685037064135685,0.0153687935584103
"CES1021000001",0.068,0.0190689381483371,0.000667412835191798,0.856738892091768,0.85624621719153,3.28817551996102e-07
"USCONS",0.065,0.321119460891091,0.0208727649579209,0.788573411819149,0.834204560011485,-0.000952448230978696
"MANEMP",0.065,0.297648632198666,0.01785891793192,1.39364755380091,0.61190016159387,0.013961162520918
"DMANEMP",0.06,0.348331477307002,0.0202032256838061,1.54606632488365,0.682283599261364,0.0174511973475203
"NDMANEMP",0.058,0.214471678311237,0.0113669989504955,0.786084780199059,0.507693355717883,0.00316447502990449
"SRVPRD",0.057,0.360664803371747,0.0205578937921896,0.340092579385787,0.486946834239341,-0.00301901417421051
"USTPU",0.067,0.332168978689944,0.0199301387213966,0.551789489067467,0.577267073743104,-0.000507771796871578
"USWTRADE",0.082,0.25715672229384,0.019286754172038,0.92966141416222,0.634004481914132,0.00570226257152777
"USTRADE",0.082,0.275200032186103,0.021465602510516,0.609792869712567,0.561336920121996,0.00104013615318078
"USFIRE",0.059,0.256955315581656,0.0146464529881544,0.385393898895825,0.620581670472861,-0.00344466663979185
"USGOVT",0.062,0.0326325359713897,0.00117477129497003,0.577329864961729,0.749926970038682,-0.00020276212463933
"CES0600000007",0.071,0.0712825859805978,0.00356412929902989,0.915058589493345,1.05597401402553,-0.000502240793260411
"AWOTMAN",0.061,0.0922874730881894,0.0043375112351449,1.46264344416405,0.8609757308107,0.00260974046649408
"AWHMAN",0.06,0.0353500678125694,0.00144935278031535,1.03938904053114,1.10551675140523,-9.58423816112551e-05
