"Var","Selected","mean_weight_nonzero","w_bar","Prediction","Hist_mean","Shapley"
"RPI",0.089,0.0470486133491148,0.00357569461453272,0.741362663990741,0.765228837599289,-8.53381484415862e-05
"W875RX1",0.093,0.060998485253509,0.00530686821705528,0.746669977024017,0.774454315084065,-0.000147447820582789
"DPCERA3M086SBEA",0.082,0.332831228047761,0.0269593294718687,0.520626464850671,0.766569985596908,-0.00663047240726917
"CMRMTSPLx",0.095,0.343218068471317,0.0326057165047751,0.763921593804184,0.826889779314,-0.00205312280555313
"RETAILx",0.074,0.0832671450622102,0.00516256299385703,0.435345183300062,0.76765139650672,-0.00171555175892946
"INDPRO",0.102,0.5018294027783,0.05018294027783,0.622090549184295,0.784181727057715,-0.00813421189878495
"IPFPNSS",0.092,0.571536926804735,0.0525813972660356,0.486010933026093,0.715745105562767,-0.0120797437917348
"IPFINAL",0.082,0.432281144667006,0.0345824915733604,0.540967879553911,0.716887147616681,-0.00608372660537251
"IPCONGD",0.111,0.344360054052417,0.0344360054052417,0.70745522091098,0.738579940570436,-0.00107181101442968
"IPDCONGD",0.069,0.171976252951969,0.00945869391235831,0.727712483485199,0.820319320669905,-0.000875939727121736
"IPNCONGD",0.091,0.141548776351278,0.00962531679188693,0.731565915240728,0.749763948455955,-0.000175161834685834
"IPBUSEQ",0.075,0.251554173663872,0.0183634546774627,0.464946914391251,0.792602017859796,-0.00601687964238397
"IPMAT",0.08,0.319714455863632,0.0246180131014997,0.749304273456008,0.83424115891681,-0.00209097735907459
"IPDMAT",0.085,0.321339302748339,0.0247431263116221,0.644186042079009,0.872730906449052,-0.00565491444698052
"IPNMAT",0.075,0.0973201835575397,0.006131171564125,0.772698889247603,0.729416131013335,0.000265374016502842
"IPMANSICS",0.085,0.483355723506327,0.0401185250510252,0.547372554761938,0.785830835284626,-0.00956659450077387
"IPB51222S",0.068,9.95756846451886e-17,3.88345170116235e-18,0.761597250222934,0.83238427825553,-2.74898004433411e-19
"IPFUELS",0.089,8.61442691480771e-17,3.61805930421924e-18,0.746816920646687,0.827782454795143,-2.92938104146903e-19
"CUMFNS",0.076,0.13673753908507,0.00752056464967886,0.701855940725471,0.855279786165002,-0.00115383394843033
"CLF16OV",0.076,2.3347602902525e-16,8.87208910295948e-18,0.777309774545887,0.819272329783093,-3.72295529052355e-19
"CE16OV",0.091,0.140139096481042,0.0106505713325592,0.861946969521021,0.725154149547069,0.00145692168691451
"UNRATE",0.085,0.250911207576011,0.021327452643961,0.757288286249991,0.918348799919031,-0.00343501047808849
"UEMPMEAN",0.079,0.053981164007355,0.0027530393643751,0.790084130199653,0.815220970856659,-6.9202711824761e-05
"UEMPLT5",0.095,0.0600897793116098,0.00420628455181268,1.1156616902201,0.8728237030024,0.00102144567422711
"UEMP5TO14",0.079,0.297556572508475,0.0235069692281695,0.108868235316706,0.887432385486445,-0.018301683520196
"UEMP15OV",0.095,0.19258605129339,0.0175253306676985,0.877579635404313,0.889443070937148,-0.000207910630567851
"UEMP15T26",0.078,0.206817032956597,0.0157180945047013,1.17237902567435,0.885172364914807,0.00451434143619824
"UEMP27OV",0.082,0.107810610486063,0.00689987907110801,0.723432773649191,0.860491347475272,-0.00094568758505849
"CLAIMSx",0.101,0.127140651335509,0.00953554885016316,0.847378316787983,0.877970088533088,-0.000291709333888483
"PAYEMS",0.07,0.395924005992807,0.0269228324075109,0.767776286441535,0.644546879019651,0.00331768468369625
"USGOOD",0.1,0.208880241767836,0.0187992217591052,0.708843728869701,0.757046050296675,-0.000906166129809341
"CES1021000001",0.08,0.00388526011478284,0.000155410404591314,0.663110754730467,0.83292432746475,-2.63907960437313e-05
"USCONS",0.092,0.168326623088571,0.0127928233547314,0.707812107424122,0.850461198367402,-0.0018248846221504
"MANEMP",0.067,0.235588522225158,0.0136641342890592,0.760408152962433,0.693474045758367,0.000914596629354635
"DMANEMP",0.09,0.247912119527977,0.0218162665184619,0.70068657046638,0.74033869046584,-0.000865061217930262
"NDMANEMP",0.069,0.103528384211246,0.00569406113161854,0.921299904889206,0.617763862163054,0.00172835278293228
"SRVPRD",0.077,0.383403632120307,0.0295220796732636,0.714120579117328,0.519807937587083,0.00573651328477818
"USTPU",0.078,0.254573850522243,0.0190930387891682,0.709170268033965,0.634216198289338,0.00143110096104018
"USWTRADE",0.06,0.232502574635714,0.0130201441796,0.616745269512342,0.665173665840771,-0.000630544702582951
"USTRADE",0.095,0.256561032596105,0.0218076877706689,0.59892571845086,0.608209096086299,-0.000202449000930868
"USFIRE",0.072,0.277850494172835,0.0186159831095799,0.805825617784794,0.632425901380301,0.003228006191792
"USGOVT",0.097,0.116028340564821,0.00870212554236158,0.783448959563637,0.721425650874341,0.000539734618766904
"CES0600000007",0.084,0.022119299859548,0.00108384569311785,1.07262163159758,1.09335761819661,-2.24746097679018e-05
"AWOTMAN",0.079,0.137856258858711,0.0107527881909795,1.08856296183226,0.842017091307165,0.00265105552511702
"AWHMAN",0.08,0.0148847369442004,0.000640043688600616,1.114084798905,1.12354012366539,-6.05182093655782e-06
"HOUST",0.088,0.208845019885641,0.0171252916306226,0.601196757381839,0.653706921969978,-0.00089925188214387
"HOUSTNE",0.087,0.202892324623833,0.0160284936452828,0.625598845728814,0.478815624215047,0.00235271393326756
"HOUSTMW",0.074,0.317995825315247,0.0235316910733283,0.394967657634115,0.598560190678054,-0.00479087659242635
"HOUSTS",0.086,0.161042458893853,0.0111119296636759,0.739205244791297,0.804576550597934,-0.000726401352146002
"HOUSTW",0.085,0.204912188659908,0.0135242044515539,0.66434073616215,0.706720070400313,-0.000573146780757656
"PERMIT",0.08,0.15144970346495,0.0107529289460114,0.64292867582092,0.798417613136738,-0.00167196149484782
"PERMITNE",0.075,0.226137315116125,0.0165080240034771,0.35103436617987,0.510995156388523,-0.00264063656437963
"PERMITMW",0.076,0.264272323571254,0.0195561519442728,0.542743416736613,0.719012307227222,-0.00344714120548274
"PERMITS",0.095,0.0751731689134134,0.0050366023171987,0.807293755241312,0.90534656632003,-0.000493853015486919
"PERMITW",0.086,0.203642701319353,0.014458631793674,0.625076852761186,0.730257326724082,-0.00152076574491362
"ACOGNO",0.082,0.0719239806368105,0.0040996668962982,0.500979731187567,0.80169587671329,-0.0012328360269942
"AMDMNOx",0.069,0.152440275759437,0.0103659387516417,1.02520121585414,0.797829893574572,0.00235691720062983
"ANDENOx",0.072,0.0781919228566915,0.00414417191140465,0.752194113387428,0.740861312248623,4.69650761569711e-05
"AMDMUOx",0.093,0.0536489586346865,0.0035408312698893,0.596394749441087,0.777756432505909,-0.000642171118555674
"BUSINVx",0.081,0.108318804062252,0.00498266498686361,0.586114830970486,0.783973556355182,-0.000985863743319788
"ISRATIOx",0.077,0.0398342545277496,0.00159337018110998,0.755751937120674,0.85893184324704,-0.000164403785711477
"M1SL",0.087,8.12013493372671e-17,3.49165802150249e-18,0.575525196380178,0.838842761216924,-9.19414887464725e-19
"M2SL",0.082,0.0391311933674198,0.00187829728163615,0.641542521646432,0.833167403826228,-0.000359928495292158
"M2REAL",0.079,5.327260243004e-17,2.34399450692176e-18,0.808241164656365,0.829860306736437,-5.06751502800508e-20
"AMBSL",0.087,5.86702556665855e-17,2.52282099366318e-18,0.739318161415725,0.846655781284011,-2.7079360081355e-19
"TOTRESNS",0.095,1.14889802721309e-16,5.28493092518021e-18,0.776562674098802,0.837490767545515,-3.22000765268803e-19
"NONBORRES",0.077,6.77550825973446e-17,3.1844888820752e-18,0.815479523978802,0.853322700406741,-1.20511174597185e-19
"BUSLOANS",0.085,2.21144509414192e-16,9.06692488598188e-18,0.730594351863467,0.827823979079177,-8.81573726656865e-19
"REALLN",0.081,0.00568541728331954,0.000210360439482823,0.770146418643991,0.831601052786488,-1.29276238464718e-05
"NONREVSL",0.08,0.0548054074563902,0.00356235148466536,0.89826045057273,0.843288139532528,0.00019583069384955
"CONSPI",0.091,0.000238036587512031,1.14257562005775e-05,0.783201690258717,0.87764264780299,-1.07905935624996e-06
"S&P 500",0.077,0.0274734501671842,0.001043991106353,0.835699046929572,0.832040141917071,3.81986429204133e-06
"FEDFUNDS",0.07,0.00882734027694427,0.000370748291631659,0.769455566213928,0.825327850257482,-2.07145538587064e-05
"CP3Mx",0.088,0.165490587982482,0.0114188505707913,0.82399601872829,0.823565384267792,4.91735055505824e-06
"TB3MS",0.083,0.0837053676673794,0.00359933080969731,0.774761068833252,0.822504172945284,-0.000171843225581025
"TB6MS",0.091,0.0906680889424953,0.0058027576923197,0.781261857278737,0.821959650897221,-0.000236159434980101
"GS1",0.069,0.150572982577855,0.00737807614631489,0.773666282277463,0.821088663037346,-0.000349885936285952
"GS5",0.073,0.166046790818409,0.0114572285664702,0.747107863319552,0.813651136025348,-0.000762401484951274
"GS10",0.082,0.153220772716696,0.0113383371810355,0.723951653801902,0.810445146721171,-0.000980692386684177
"AAA",0.08,0.0822566729858763,0.00419509032227969,0.678788490796745,0.810229864220114,-0.000551408433595528
"BAA",0.063,0.00606990579519285,0.000194236985446171,0.717534753894356,0.819093784707218,-1.97265199899253e-05
"COMPAPFFx",0.098,0.037321635522154,0.00209001158924062,0.822548428791348,0.832776202175937,-2.13761649059185e-05
"TB3SMFFM",0.075,1.12153166588211e-16,3.9253608305874e-18,0.903455012613152,0.990552040497243,-3.4188726171679e-19
"TB6SMFFM",0.082,0.00260969488005758,0.000112216879842476,0.883662694568588,0.949906588488212,-7.43368308427619e-06
"T1YFFM",0.07,0.0477821704681417,0.0017201581368531,0.797667478163078,0.863474484028132,-0.000113198456600714
"T5YFFM",0.086,0.0120177079920028,0.00061290310759214,0.75716371861283,0.903098306447304,-8.94437623889276e-05
"T10YFFM",0.066,0.0183730660097613,0.000661430376351408,0.767671729949471,0.928054928845686,-0.000106082319606367
"AAAFFM",0.087,0.00683635671588528,0.000293963338783067,0.779678857222055,0.932558931055854,-4.49411369375853e-05
"BAAFFM",0.079,0.00460927219726569,0.000216635793271488,0.751928336900498,0.868474204833409,-2.52480065521602e-05
"TWEXMMTH",0.079,0.0715255805011908,0.00293254880054882,0.669510511360172,0.732172564620114,-0.00018375952912737
"EXSZUSx",0.096,0.00629802214977739,0.000321199129638647,0.773144494576017,0.830053166801427,-1.82790159876927e-05
