"Var","Selected","mean_weight_nonzero","w_bar","Prediction","Hist_mean","Contribution"
"RPI",0.09,0.0337968737570715,0.00304171863813644,-0.763896425390709,0.828294863075287,-0.00484299791760549
"W875RX1",0.093,0.0827805868711486,0.00769859457901681,-1.10819376301815,0.847886694213187,-0.0150590704041619
"DPCERA3M086SBEA",0.098,0.146284255914487,0.0143358570796198,0.555040850228283,0.875333422644259,-0.00459166854181919
"CMRMTSPLx",0.094,0.358102503377778,0.0336616353175111,1.09750900468992,0.916079109851226,0.00610722695575461
"RETAILx",0.106,-0.319770067997116,-0.0338956272076943,0.730786319847976,0.818186344882372,0.00296247866650904
"IPFPNSS",0.094,1.75493408572119,0.164963804057792,0.831732410189789,0.812257616783733,0.00321263600350271
"IPFINAL",0.111,1.27935627156338,0.142008546143535,0.991950635179961,0.811178486174524,0.0256711900635046
"IPCONGD",0.082,0.737395264201574,0.0604664116645291,0.900554946978405,0.820127919548125,0.00486313374955369
"IPDCONGD",0.094,0.573209430863587,0.0538816865011772,1.08705516509431,0.875551559714236,0.0113961709589578
"IPNCONGD",0.105,0.430999310793957,0.0452549276333655,0.757573517062426,0.810521516259722,-0.00239615787200509
"IPBUSEQ",0.101,0.930084201922483,0.0939385043941708,1.00477461955115,0.847217483037233,0.0148006817607457
"IPMAT",0.095,2.5206169218973,0.239458607580243,0.812997163180951,0.884008835628154,-0.0170043562061517
"IPDMAT",0.1,1.84110724927915,0.184110724927915,0.995432278886454,0.946625851852761,0.00898578666231473
"IPNMAT",0.089,1.05726832645244,0.0940968810542674,0.65828256468492,0.718044690734535,-0.00562342966644078
"IPMANSICS",0.11,2.16590695837984,0.238249765421782,1.03283974131971,0.866254493472559,0.0396888962223139
"IPB51222S",0.112,-0.717650455982732,-0.080376851070066,0.915983847744894,0.858164786441598,-0.00464731407938604
"IPFUELS",0.091,0.0511866951527991,0.00465798925890472,0.77052344393358,0.856810469741229,-0.000401924039394867
"CUMFNS",0.095,0.926095280580807,0.0879790516551767,1.15558481894573,0.847624519082714,0.0270940551293921
"CLF16OV",0.097,-2.64710856864819,-0.256769531158874,0.854673861883248,0.855180840110775,0.000130176561789662
"CE16OV",0.113,0.415746146765673,0.0469793145845211,0.544254615103767,0.773440785715338,-0.0107670092075827
"UNRATE",0.096,0.615109496484372,0.0590505116624997,0.844529172077979,0.932891776602638,-0.00521785700901223
"UEMPMEAN",0.083,-0.197380567616506,-0.01638258711217,0.891971172131201,0.849506782794135,-0.000695676557479578
"UEMPLT5",0.095,0.380942271440882,0.0361895157868838,1.1457313143274,0.895908057909218,0.00904098268207663
"UEMP5TO14",0.102,0.398241616484784,0.040620644881448,0.682498435003143,0.903556763917699,-0.0089795318769245
"UEMP15OV",0.104,0.524354012332644,0.054532817282595,1.03541193786398,0.895395697699508,0.00763548004148529
"UEMP15T26",0.109,0.493252267174576,0.0537644971220288,1.19573279002687,0.888801335074924,0.0165020153264241
"UEMP27OV",0.099,0.0861778739070257,0.00853160951679554,0.864415474626501,0.876452142373974,-0.000102692149104847
"CLAIMSx",0.091,0.38786755977866,0.035295947939858,1.32577402190901,0.884360834841784,0.0155800968706916
"PAYEMS",0.082,0.904591803327205,0.0741765278728308,0.788445120395953,0.699868684852516,0.00657029243996377
"USGOOD",0.108,0.823472322628936,0.0889350108439251,0.9409178673212,0.783787648680277,0.0139743776987389
"CES1021000001",0.101,-0.628577928084999,-0.0634863707365849,0.949852819803687,0.848216514969991,-0.00645252012896856
"USCONS",0.091,-0.127117375265275,-0.01156768114914,0.885439368137031,0.959824222004207,0.000860460271860871
"MANEMP",0.091,1.82545188576185,0.166116121604328,0.863078957861929,0.660964189901036,0.0335745213726223
"DMANEMP",0.093,0.346551588122984,0.0322292976954375,0.91625252918075,0.739580526185005,0.0056940145789991
"NDMANEMP",0.089,0.108866492506372,0.00968911783306709,0.713499947007579,0.521388029740932,0.00186139500353297
"SRVPRD",0.105,0.297256499226974,0.0312119324188323,0.645038625911432,0.580401283147017,0.0020174563740958
"USTPU",0.096,0.358655954156094,0.034430971598985,0.773792302116783,0.635842554549109,0.00474974384058972
"USWTRADE",0.094,0.539141678555699,0.0506793177842357,0.555629412914072,0.670382928674268,-0.00581562989206928
"USTRADE",0.081,-0.0747516816314668,-0.00605488621214881,0.695955504671897,0.617857695388672,-0.000472873348628023
"USFIRE",0.103,0.0931715675455537,0.00959667145719203,0.821767697037457,0.712629288326323,0.00104736545176149
"USGOVT",0.093,-0.42982780133786,-0.039973985524421,0.806291173751261,0.771350203552754,-0.00139672983692435
"CES0600000007",0.091,0.248807008170467,0.0226414377435125,0.708821126237158,1.15077257014085,-0.0100064161028009
"AWOTMAN",0.102,0.25045970312531,0.0255468897187816,1.17894863855599,0.84905398882148,0.00842778223558355
"AWHMAN",0.109,0.701179544898757,0.0764285703939645,0.863031207572451,1.18237756967467,-0.0244071859159862
"HOUST",0.098,-0.192309961122071,-0.018846376189963,1.4953641479815,0.946397367995379,-0.0103460344514111
"HOUSTNE",0.093,-0.230205974617146,-0.0214091556393946,0.818515763334848,0.590499124588559,-0.00488164370729092
"HOUSTMW",0.087,0.209544370298345,0.018230360215956,1.09058132221416,0.953154641531881,0.00250533789212106
"HOUSTS",0.113,0.397293599566524,0.0448941767510173,1.44584008635471,1.0117494010067,0.0194881439539838
"HOUSTW",0.079,-0.617957884281235,-0.0488186728582176,1.27083601498847,0.945488634795805,-0.0158830273189041
"PERMIT",0.092,-0.131161962551727,-0.0120669005547589,1.37489783242983,1.05541354900149,-0.00385518507693822
"PERMITNE",0.095,-0.0875499277819554,-0.00831724313928576,0.902086970007221,0.649140466837172,-0.00210381756809741
"PERMITMW",0.102,0.438173988571457,0.0446937468342886,1.14606707358984,1.0638146448627,0.00367616922603612
"PERMITS",0.103,0.127227535200719,0.0131044361256741,1.1552483613074,1.03000720037944,0.00164121479368575
"PERMITW",0.11,-0.394865557250343,-0.0434352112975377,1.20363745928709,0.944932464282384,-0.0112369061217578
"ACOGNO",0.089,0.296872418540001,0.0264216452500601,0.801856460977146,0.873959316510138,-0.00190507607040904
"AMDMNOx",0.086,0.209240630404875,0.0179946942148193,0.669110390657246,0.82000232150311,-0.00271525415505498
"ANDENOx",0.129,-0.126474421782995,-0.0163152004100064,0.790774365776059,0.761457355028787,-0.000478312905764057
"AMDMUOx",0.099,0.0120252957261857,0.00119050427689239,0.803925316664444,0.750792793930057,6.32544955573698e-05
"BUSINVx",0.109,0.169582094118074,0.0184844482588701,0.920515381631071,0.820174306963268,0.00185474940293642
"ISRATIOx",0.096,0.187611765641681,0.0180107295016014,0.833081844537942,0.895096272248656,-0.00111692508269428
"M1SL",0.099,-0.225105915099773,-0.0222854855948775,0.762893908424012,0.858365516119355,0.00212763113801437
"M2SL",0.094,0.635924805382495,0.0597769317059545,0.911281465902958,0.852545153269862,0.00351107654892815
"M2REAL",0.094,-0.320983711949097,-0.0301724689232151,0.740177019241783,0.855437392693284,0.00347769003604357
"AMBSL",0.088,-0.412433592162514,-0.0362941561103012,0.962748231250288,0.855916237906518,-0.00387737704399344
"TOTRESNS",0.099,-1.47834214669991,-0.146355872523291,0.931795935543667,0.872904226918076,-0.00861914740028581
"NONBORRES",0.096,-1.31030616396077,-0.125789391740234,0.944793787164722,0.868448005129326,-0.00960348948416487
"BUSLOANS",0.097,0.0608080510730861,0.00589838095408935,0.863206892776591,0.857144076514428,3.5760799968884e-05
"REALLN",0.098,0.369005693725152,0.0361625579850649,0.916927098799203,0.862691554299027,0.00196129602283918
"NONREVSL",0.091,-0.512062592549408,-0.0465976959219961,1.02587399170571,0.856912897431552,-0.00787319769363473
"CONSPI",0.102,-0.722178913604237,-0.0736622491876322,1.5176596086323,0.905990092344696,-0.0450569523292563
"S&P 500",0.103,-5.29216032215432,-0.545092513181895,0.836875628567291,0.849054072306069,0.00663837850421515
"S&P: indust",0.106,-2.1533996613094,-0.228260364098797,0.834739391754491,0.84914106292157,0.00328733070422862
"FEDFUNDS",0.104,1.10438378266055,0.114855913396697,0.933171109594744,0.846417885942004,0.00996412074274341
"CP3Mx",0.096,2.39060151303827,0.229497745251674,0.945536811265546,0.84599760812875,0.0228440226840431
"TB3MS",0.091,2.09905819331321,0.191014295591502,0.956976720903024,0.845928009142427,0.0212118914532942
"TB6MS",0.111,1.51381712334845,0.168033700691678,0.972804721096399,0.84550262054765,0.0213910430610302
"GS1",0.108,0.459086129883415,0.0495813020274088,0.982332258178586,0.844869834262373,0.00681556595760948
"GS5",0.074,-0.0580701151927794,-0.00429718852426568,0.920916062019872,0.834380253183786,-0.000371860684668476
"GS10",0.087,-0.241214945875487,-0.0209857002911674,0.81681710523771,0.83030066918699,0.000282962031896371
"AAA",0.105,0.427508395301903,0.0448883815066998,0.724108210257746,0.831552230998841,-0.00482298819364007
"BAA",0.102,-0.229105322938516,-0.0233687429397286,0.768105379361272,0.842683899717943,0.00174280627104035
"COMPAPFFx",0.093,1.41977040653089,0.132038647807373,0.930757193225373,0.85901757246777,0.00947240251904766
"TB3SMFFM",0.105,0.0165314264082832,0.00173579977286974,1.12009417660721,1.0293219922915,0.00015756233691811
"TB6SMFFM",0.104,0.112381000470438,0.0116876240489256,1.13634505233973,0.985197448479063,0.00176655636981937
"T1YFFM",0.079,0.654644935793432,0.0517169499276811,1.04651844071799,0.920682400643412,0.00650785618363471
"T5YFFM",0.09,-0.0886773407162769,-0.00798096066446492,0.957985419649177,0.966369964247581,6.6916720629315e-05
"T10YFFM",0.099,-0.273839859740682,-0.0271101461143275,0.964818562035274,0.984936717894698,0.00054540614489979
"AAAFFM",0.104,-0.756837034837955,-0.0787110516231473,0.942643571541502,1.01421254874643,0.00563326945939278
"BAAFFM",0.09,-1.06976992599194,-0.0962792933392747,0.890207068411986,0.942100462595809,0.00499625932099492
"TWEXMMTH",0.102,-0.0598158724169671,-0.00610121898653065,0.749951935569149,0.753118838143414,1.93219661146031e-05
"EXSZUSx",0.112,-0.146800384747265,-0.0164416430916937,0.940959118065132,0.85804731300952,-0.00136320630681245
"EXJPUSx",0.115,-0.238247619406301,-0.0273984762317246,0.80568115580335,0.85214703450991,0.00127309427332785
"EXUSUKx",0.098,-1.02643389812332,-0.100590522016085,0.87450157639859,0.849104120536481,-0.00255474334305001
"EXCAUSx",0.091,-0.252205016988452,-0.0229506565459491,0.857775949701889,0.852756019103738,-0.000115210703042662
"PPIFGS",0.102,0.326946432568322,0.0333485361219689,1.13537437676321,0.849460729647677,0.00953480158859622
"PPIFCG",0.096,0.0961153758599926,0.00922707608255929,1.32692444138578,0.847531395807412,0.00442339610500141
"PPIITM",0.097,0.348289384845372,0.0337840703300011,1.1232982315952,0.850721420019957,0.00920875417258561
"PPICRM",0.107,-0.122029068835131,-0.013057110365359,0.892554735561801,0.851192741221666,-0.000540068125030505
"OILPRICEx",0.104,-1.0137301324039,-0.105427933770005,0.915045021157135,0.849323274163245,-0.00692890798932086
"PPICMM",0.1,-0.594783717491698,-0.0594783717491699,1.08087280820357,0.853832996922081,-0.0135039582972617
"CPIAUCSL",0.09,-0.976677842201573,-0.0879010057981415,1.01724580548634,0.851219836823042,-0.014593849634115
"CPIAPPSL",0.101,-0.810016535873819,-0.0818116701232558,0.855673208966512,0.852126865470931,-0.00029013228420422
"CPITRNSL",0.105,-0.890369757096641,-0.0934888244951473,1.00459251317664,0.853268444691893,-0.014147109280462
"CPIMEDSL",0.107,0.222478512738539,0.0238052008630237,0.952573582358562,0.852327726570301,0.00238637273272527
"CUSR0000SAC",0.104,-0.213103812507381,-0.0221627965007676,1.00470196429776,0.851638719434263,-0.00339230954765687
"CUSR0000SAD",0.097,-0.0500852207194015,-0.00485826640978194,0.845765370610518,0.852485380382328,3.26475977477914e-05
"CUSR0000SAS",0.089,0.361402133558075,0.0321647898866687,0.913607447487319,0.852188483276297,0.00197552807890436
"CPIULFSL",0.089,0.738122457992665,0.0656928987613472,1.04334908341641,0.850165588175419,0.0126907837952297
"CUSR0000SA0L2",0.091,0.830068763767894,0.0755362575028784,1.01807450742086,0.851290299873604,0.0125982548487033
"CUSR0000SA0L5",0.098,-0.7495608148762,-0.0734569598578676,0.933974693694761,0.852248339899836,-0.0060033694900437
"PCEPI",0.111,0.260520697907875,0.0289177974677742,1.11147516018455,0.850467507031728,0.00754776645141234
"DDURRG3M086SBEA",0.092,-0.191139021990791,-0.0175847900231528,0.856225633818419,0.853997622514858,-3.91791109423366e-05
"DNDGRG3M086SBEA",0.091,-0.0172142702309455,-0.00156649859101604,1.11212159998995,0.850213658853557,-0.000410278420766065
"DSERRG3M086SBEA",0.095,0.00937598092173051,0.000890718187564399,0.913285167463118,0.856646763558614,5.04488564723602e-05
"CES0600000008",0.094,-0.106739791331272,-0.0100335403851396,0.760854948117573,0.852869914414414,0.000923235880376611
"CES2000000008",0.101,-0.00734225000751898,-0.000741567250759411,0.84559630140919,0.853238676055236,5.66733475554168e-06
"CES3000000008",0.1,0.408389660139902,0.0408389660139902,0.894897605736689,0.850963013959119,0.00179424330044268
"UMCSENTx",0.101,-1.18056374056294,-0.119236937796857,0.727255513394898,0.770928210596145,0.00520739867960609
"MZMSL",0.091,0.91794738907261,0.0835332124056075,1.00101843616742,0.855345526684123,0.0121685260896113
"DTCOLNVHFNM",0.099,-0.153623440987859,-0.015208720657798,0.567669419467887,0.850327612493329,0.00429886949936189
"DTCTHFNM",0.095,-0.191193174679621,-0.018163351594564,0.962234587319233,0.851508368946989,-0.00201115923503153
"INVEST",0.085,-0.134645169687233,-0.0114448394234148,0.251712714063901,0.858132466176759,0.00694037668611867
"VXOCLSx",0.083,-0.626971863445633,-0.0520386646659875,1.07950636508267,0.772976300299918,-0.0159514152512731
