"Var","Selected","mean_weight_nonzero","w_bar","Prediction","Hist_mean","Shapley"
"RPI",0.066,0.124774837217818,0.00786081474472253,1.27061513403972,0.806174730193096,0.00365087997460243
"W875RX1",0.062,0.119374487640604,0.00740121823371745,0.514601902655198,0.819011406949235,-0.00225300117369791
"DPCERA3M086SBEA",0.058,0.141057906361146,0.00761712694350187,0.797857689814796,0.837735992200507,-0.000303758091563317
"CMRMTSPLx",0.053,0.379340069633856,0.0201050236905944,1.45655317180511,0.859925889015745,0.0119952056549351
"RETAILx",0.06,0.069946371227441,0.00321753307646228,0.924812263528274,0.800378829868926,0.000400368688616727
"INDPRO",0.064,0.561018558530792,0.0347831506289091,0.160014186186985,0.830730005505336,-0.0233296093725424
"IPFPNSS",0.074,0.650235879537583,0.0481174550857812,-0.142097994311008,0.784013767226353,-0.0445621410901877
"IPFINAL",0.069,0.578212695404192,0.039318463287485,-0.134641763881438,0.790926294436592,-0.0363919137210463
"IPCONGD",0.054,0.518167155851999,0.027462859260156,0.155215224648186,0.799739048679267,-0.0177004670691831
"IPDCONGD",0.057,0.488151318685943,0.0278246251650988,0.149160791803049,0.832305023526545,-0.0190082321814056
"IPNCONGD",0.064,0.0968718216990545,0.00339051375946691,0.554542164783478,0.812330367794238,-0.00087403444933623
"IPBUSEQ",0.06,0.202218459664465,0.0105153599025522,0.0202612963985382,0.846975004230401,-0.00869319217422541
"IPMAT",0.063,0.395432367419965,0.022539644942938,0.521530191609565,0.863267398099195,-0.00770263529806774
"IPDMAT",0.063,0.476611995246904,0.0281201077195674,0.62207241984964,0.920130946136345,-0.00838143786591766
"IPNMAT",0.062,0.11764172039228,0.00576444429922174,0.688083348658575,0.71969196686532,-0.00018220611902815
"IPMANSICS",0.07,0.623864984181699,0.0436705488927189,0.225792665529667,0.838674624477794,-0.0267648915537095
"IPB51222S",0.064,1.21848332438835e-16,4.63023663267573e-18,0.858350347623626,0.855815442515984,1.17372104897617e-20
"IPFUELS",0.071,5.10617623458609e-17,2.0935322561803e-18,0.740120330644234,0.854223239798591,-2.38878120838657e-19
"CUMFNS",0.084,0.326694752307477,0.0241754116707533,0.372569864746586,0.850734023604629,-0.0115598153865927
"CLF16OV",0.061,1.66877727660624e-16,3.67131000853373e-18,0.830025462252038,0.852796097121267,-8.3598059696069e-20
"CE16OV",0.067,0.113481636618023,0.00578756346751919,0.591751067568258,0.771406219521448,-0.00103976559419589
"UNRATE",0.059,0.270392128159239,0.0156827434332359,-0.135173799570854,0.920711647188521,-0.0165591805564149
"UEMPMEAN",0.068,0.0245052500705346,0.000857683752468711,0.746741012065444,0.855078681999143,-9.29194592824514e-05
"UEMPLT5",0.06,0.0839882238431414,0.00403143474447079,-0.187940235474982,0.891222921664471,-0.00435057584664478
"UEMP5TO14",0.059,0.450349889742471,0.0265706434948058,1.03009125656883,0.885692052282361,0.00383677977802946
"UEMP15OV",0.061,0.200878976815701,0.0122536175857578,-0.0885617096808788,0.90257993551435,-0.0121450706935412
"UEMP15T26",0.078,0.192245244244074,0.0149951290510378,0.31401369191062,0.893253114500864,-0.00868576989318933
"UEMP27OV",0.073,0.108740625416903,0.00630695627418038,0.176554090132197,0.880290633931955,-0.0044384356102879
