"Var","Selected","mean_weight_nonzero","w_bar","Prediction","Hist_mean","Shapley"
"RPI",0.103,6.01070293982407e-17,3.06545849931027e-18,0.744318393302246,0.766540699799685,-6.81215583268518e-20
"W875RX1",0.077,0.0534192115884121,0.0026709605794206,0.684566674956888,0.752945658726763,-0.000182637570110177
"DPCERA3M086SBEA",0.098,0.178077302818656,0.0144242615283112,0.720821321964604,0.742999037117684,-0.000319897163468409
"CMRMTSPLx",0.08,0.112460844258697,0.00573550305719352,0.848835170680218,0.797326846941091,0.000295426148276675
"RETAILx",0.099,0.0112566050768961,0.000596600069075494,0.708595181301597,0.765454399613473,-3.3922213572444e-05
"INDPRO",0.102,0.662587289343084,0.062945792487593,0.34533936232104,0.753810606316201,-0.0257115461616684
"IPFPNSS",0.093,0.453500776753478,0.0394545675775526,0.505520710201313,0.692097362136024,-0.00736130112215158
"IPFINAL",0.086,0.29961098114239,0.0218716016233945,0.642816835842197,0.697262385244379,-0.00119081136669136
"IPCONGD",0.089,0.180550373906745,0.0120968750517519,0.720339210790621,0.722507178240932,-2.6225631362672e-05
"IPDCONGD",0.088,0.117995932884407,0.00743374377171764,0.522408602031055,0.799010047335816,-0.00205618427128237
"IPNCONGD",0.087,0.0843988006006064,0.00438873763123153,0.860077858985342,0.737686636404929,0.000537142964271095
"IPBUSEQ",0.081,0.306927921912063,0.0193364590804599,0.40876624793964,0.747197406905116,-0.00654406025688856
"IPMAT",0.095,0.366679389479115,0.0227341221477051,0.35508920130165,0.803899500838578,-0.0102033081708206
"IPDMAT",0.082,0.205715896940928,0.0106972266409283,0.590968757627541,0.826176238241776,-0.00251606772777221
"IPNMAT",0.077,0.201495139237132,0.010679242379568,0.377923835718685,0.716183668278622,-0.00361235873917965
"IPMANSICS",0.095,0.557490238917926,0.0445992191134341,0.35287220539777,0.747690706987588,-0.017608596862442
"IPB51222S",0.087,3.62849711414699e-16,1.56025375908321e-17,0.590781381985672,0.817985513171548,-3.54496099761997e-18
"IPFUELS",0.085,0.0357325464459459,0.00185809241518919,0.412731928829624,0.818313173517063,-0.00075360743449672
"CUMFNS",0.084,0.325311613944527,0.0214705665203388,0.497619633719482,0.854710206436648,-0.0076669368953098
"HWI",0.076,0.048658267593295,0.0019463307037318,-0.830176341362676,0.930428007985611,-0.00342671830226032
"HWIURATIO",0.086,0.277324648074327,0.0202446993094259,-2.92195176235367,0.956578286321147,-0.0785196745979946
"CLF16OV",0.088,0.0298157588830642,0.00146097218527015,0.482894271031165,0.799616063970617,-0.00046272172995343
"CE16OV",0.088,0.786450002173972,0.0692076001913095,0.0256896033130172,0.72091061252333,-0.0481145776500261
"UNRATE",0.083,0.698109927858679,0.0579431240122704,0.292873608791666,0.902463996587204,-0.0353215714367248
"UEMPMEAN",0.076,0.0059909502776153,0.000221665160271766,1.02082310699323,0.814905254133344,4.56448138570044e-05
"UEMPLT5",0.099,0.0143859199821428,0.000719295999107142,0.558683015708694,0.85053087292615,-0.000209924996044509
"UEMP5TO14",0.09,0.76441055516667,0.0687969499650003,0.522955744241638,0.876793947488545,-0.0243429891644831
"UEMP15OV",0.079,4.9094128274445e-17,1.81648274615447e-18,0.617852448975098,0.857091748216101,-4.34574059273366e-19
"UEMP15T26",0.095,0.0061044385500399,0.000341848558802235,1.1200686092435,0.843123193774078,9.46733911451068e-05
"UEMP27OV",0.078,1.51567604884069e-16,6.51740701001498e-18,0.460066575040963,0.843551163490529,-2.49932514499391e-18
"CLAIMSx",0.082,0.061004073274179,0.00390426068954746,0.500025139346838,0.815981856904773,-0.0012335773919599
"PAYEMS",0.092,0.726817267810767,0.065413554102969,0.866781142598594,0.630105361104166,0.0154818040376482
"USGOOD",0.097,0.329637815677172,0.0224153714660477,1.06427660602115,0.792481552962329,0.00609238707694769
"CES1021000001",0.093,0.026506278840293,0.00127230138433406,0.849709083851202,0.816967743349814,4.16568528448686e-05
"USCONS",0.092,0.149233475154636,0.00835707460865959,0.801624212320173,0.844010983705266,-0.00035422941088542
"MANEMP",0.1,0.379007771176372,0.0280465750670515,1.12346198664333,0.741511063029565,0.010712415251063
