"Var","Selected","mean_weight_nonzero","w_bar","Prediction","Hist_mean","Shapley"
"RPI",0.054,0.178982903281896,0.00877016226081288,0.599604482660276,0.831972790802151,-0.00203790776667481
"W875RX1",0.053,0.156567866135667,0.00829809690519036,0.508213862686402,0.807819438851617,-0.00248615610435435
"CMRMTSPLx",0.049,0.397462288469092,0.0194756521349855,1.48782239085039,0.924160288239412,0.0109776870321259
"RETAILx",0.066,0.0647414996240622,0.00284862598345874,0.654637694409899,0.820781608924112,-0.000473281871878735
"INDPRO",0.054,0.909501598322047,0.0491130863093906,0.80723682866044,0.864700954211827,-0.00282224055789892
"IPFPNSS",0.047,0.855146291911688,0.0401918757198493,0.540379585871342,0.794477094399,-0.010212655483467
"IPFINAL",0.046,0.834695194096395,0.0383959789284342,0.544361473458488,0.804598410753266,-0.00999205196077054
"IPCONGD",0.049,0.577317367581238,0.0271339162763182,0.689449607273129,0.806476195651969,-0.00317538965117458
"IPMAT",0.072,0.771258184040745,0.0547593310668929,1.03770745912106,0.914764159268702,0.00673229285907166
"IPMANSICS",0.048,0.7925775532291,0.0356659898953095,0.77791112604122,0.871095456138988,-0.00332351137566819
"CUMFNS",0.041,0.644303040405654,0.0251278185758205,0.944905044445687,0.812344791930052,0.00333094997557784
"CLF16OV",0.056,0.0392369310348163,0.00125558179311412,0.855210332486722,0.855953362465347,-9.32934912899063e-07
"CE16OV",0.049,0.302961747070969,0.0127243933769807,0.96628363678779,0.752266416118917,0.00272323930523883
"UNRATE",0.048,0.297570152821573,0.0136882270297923,0.605581255199295,0.944787726980785,-0.0046431351957199
"UEMPMEAN",0.052,0.0531045724358245,0.00159313717307473,0.497744476880913,0.86433570512119,-0.000584030113032711
"UEMPLT5",0.042,0.237760295606549,0.0097481721198685,1.36792695007804,0.896208608560062,0.00459839158521612
"UEMP5TO14",0.055,0.421240442878174,0.0231682243582996,0.481030380539993,0.904460427866102,-0.00981012233649672
"UEMP15OV",0.041,0.338115577994428,0.0138627386977715,0.24228952060299,0.914516478494899,-0.00931890666285341
"UEMP15T26",0.036,0.314400738304978,0.0113184265789792,1.04966038795791,0.89370938955326,0.0017651199253615
"UEMP27OV",0.051,0.254918046091303,0.010961475981926,0.122290614910381,0.894639780110852,-0.00846608682400558
"CLAIMSx",0.045,0.274708105955752,0.0112630323441858,1.02262812768512,0.865712231232813,0.00176734881705926
"PAYEMS",0.05,0.506416517992392,0.0248144093816272,0.348143388312705,0.779902082450054,-0.010713836990401
"USGOOD",0.051,0.316750987287851,0.0123532885042262,0.490177477956388,0.832158664450624,-0.00422459225978087
"CES1021000001",0.06,0.0483113729160531,0.00140102981456554,0.85788629769239,0.847410741828028,1.46765660901177e-05
"USCONS",0.043,0.112688843772909,0.00394410953205183,0.501466002479334,0.978770542487657,-0.00188254138593844
"MANEMP",0.057,0.374985114078853,0.0191242408180215,0.662531046786707,0.724003730021695,-0.00117561839791585
"DMANEMP",0.048,0.480245986979865,0.0225715613880537,0.80812952507725,0.791460706565755,0.000376241260298543
"NDMANEMP",0.059,0.169939545822382,0.00713746092454003,0.361585874747394,0.605742161236948,-0.00174265595429999
"SRVPRD",0.063,0.374871130471146,0.0236168812196822,0.223396404903919,0.664475454451115,-0.0104169115216465
"USWTRADE",0.053,0.210872335426089,0.00948925509417399,0.499243148688722,0.700669414760437,-0.00191138522142147
"USTRADE",0.06,0.150085817526516,0.00690394760621972,0.379694130275965,0.704753274249048,-0.0022441912989128
"USFIRE",0.061,0.0813468523136647,0.00406734261568323,0.597107864364776,0.725202091900513,-0.000521003110479128
"USGOVT",0.051,0.194364801130883,0.00777459204523533,0.703608879894824,0.7838029281264,-0.000623476009456428
"CES0600000007",0.05,0.0806586315212326,0.00354897978693424,0.933222580216864,1.28391930632912,-0.00124461559231639
"AWOTMAN",0.043,0.166533036132467,0.0071609205536961,1.61535319033139,0.855415229071583,0.00544185536631928
"AWHMAN",0.048,0.0767308623603223,0.00314596535677321,0.94383862399976,1.33410641496391,-0.00122776895023763
"HOUST",0.048,0.223236904291607,0.0102688975974139,1.03796860749752,0.8679633960634,0.00174576610724368
"HOUSTNE",0.055,0.0373422414708779,0.00145634741736424,0.664442449786384,0.544383431498744,0.000174847641214491
"HOUSTMW",0.064,0.318449719969156,0.0178331843182727,0.885726545048882,0.925395930073672,-0.00070743145493962
"HOUSTS",0.053,0.168363008099074,0.00740797235635927,1.14304041477025,0.961017744306523,0.00134841891102596
"HOUSTW",0.056,0.173983607539088,0.00695934430156352,0.961485879863977,0.890909343100282,0.00049116641895051
"PERMIT",0.051,0.118952635382668,0.00547182122760272,1.13194140078012,0.991156587186097,0.000770349331547884
"PERMITNE",0.052,0.0594754802905285,0.00190321536929691,0.753959413786043,0.590007381785978,0.000312036027129981
"PERMITMW",0.054,0.137000803925663,0.00602803537272919,1.07251838902085,1.03953614567417,0.000198818129565735
"PERMITS",0.053,0.10985962527102,0.00384508688448571,1.05344683010067,1.00936628858797,0.000169493512031485
"PERMITW",0.059,0.0969871192112164,0.00387948476844865,1.00268061079607,0.890169605173142,0.000436484732596987
"ACOGNO",0.052,0.0134752118883549,0.000417731568539001,1.21460778256182,0.876276156693113,0.000141331800760484
"AMDMNOx",0.049,0.682736105359261,0.0334540691626038,0.85502519987164,0.810148977921684,0.00150129223287017
"ANDENOx",0.054,0.322302503155328,0.0151482176483004,0.870352840118982,0.753162732695413,0.00177522125347994
"AMDMUOx",0.058,0.219292355533957,0.0111839101322318,0.549542898389221,0.737967462118748,-0.00210732338745601
"BUSINVx",0.056,0.166320362923974,0.00615385342818704,0.717913242472057,0.818718869770647,-0.000620343055131974
"ISRATIOx",0.05,0.0269083517922991,0.000780342201976673,1.84513532688877,0.8921946738411,0.000743619807552307
"M1SL",0.06,0.0211951893596996,0.000699441248870087,0.823792891190167,0.861088486934981,-2.60860780651066e-05
"M2SL",0.051,0.243236250851047,0.00899974128148876,0.416584445225321,0.85775081265561,-0.00397038316896681
"M2REAL",0.058,0.0225328441283202,0.000675985323849606,0.821757917143628,0.851873981598364,-2.035801758351e-05
"AMBSL",0.062,1.47953639677553e-16,4.73451646968171e-18,0.87136258094358,0.859053230236128,5.82788236555201e-20
"TOTRESNS",0.057,7.23512390733573e-17,2.025834694054e-18,0.823351940816774,0.88184406960346,-1.18495383825142e-19
"NONBORRES",0.055,7.24459377498095e-17,2.3182700079939e-18,0.818656812352225,0.876331872650737,-1.3370636249928e-19
"BUSLOANS",0.046,0.00689578770305187,0.000165498904873245,0.876990003957845,0.856292008142518,3.42549564050763e-06
"REALLN",0.052,0.203713380623565,0.00957452888930754,1.40542238980355,0.858734647693907,0.00523427758025904
"NONREVSL",0.05,0.0930396200088567,0.0027911886002657,0.876541410499776,0.862592771739087,3.8933281498059e-05
"CONSPI",0.056,0.00632343901746642,0.000151762536419194,0.911976858984231,0.9004292512588,1.75249423798538e-06
"S&P 500",0.046,0.0391743297178768,0.00097935824294692,0.795016580057162,0.851533941154136,-5.53507434599289e-05
"S&P: indust",0.038,0.101682698867728,0.00213533667622228,0.763933156272212,0.852605766468645,-0.000189345876728807
"FEDFUNDS",0.058,0.334571945683779,0.0123791619902998,0.856060158857441,0.844582366692138,0.000142085448505281
"CP3Mx",0.058,0.583305726967174,0.0309152035292602,0.830957128099041,0.843080161648578,-0.00037478604957597
