"Var","Selected","mean_weight_nonzero","w_bar","Prediction","Hist_mean","Shapley"
"RPI",0.055,0.138070224556052,0.00745579212602683,1.10470880452216,0.800107801462713,0.00227104176019049
"W875RX1",0.058,0.116498936458753,0.00675693831460766,1.11708664572305,0.813638962160244,0.00205037727954449
"DPCERA3M086SBEA",0.071,0.143209590148602,0.00844936581876753,0.963779755157002,0.856815907332387,0.000903776679653151
"CMRMTSPLx",0.055,0.334242270460329,0.0183833248753181,0.978097976809189,0.897579224618738,0.00148020238007229
"RETAILx",0.068,0.030702806576244,0.00122811226304976,0.731374734189116,0.818800747925853,-0.000107368959579642
"INDPRO",0.05,0.746535066449057,0.0373267533224529,1.52138071511798,0.850025657397476,0.0250595046313144
"IPFPNSS",0.063,0.712662871874752,0.0448977609281094,1.38583475734295,0.814565724142957,0.0256487004782455
"IPFINAL",0.064,0.662723133812485,0.0417515574301865,1.33934510165736,0.811085347291584,0.022055667472459
"IPCONGD",0.043,0.633021943708604,0.0259538996920528,0.322774562275918,0.822658666157179,-0.0129739418897859
"IPDCONGD",0.052,0.302070890530196,0.0157076863075702,0.197587299679758,0.881845276053563,-0.0107481096463325
"IPNCONGD",0.053,0.224349355561233,0.0112174677780617,0.749834034923502,0.808330157962016,-0.000656178375326055
"IPBUSEQ",0.068,0.334042798120753,0.0203766106853659,3.21269108474667,0.836904144758564,0.0484104855475144
"IPMAT",0.066,0.64177452528285,0.0391482460422539,1.44041223608842,0.870647381439724,0.0223052947160161
"IPDMAT",0.053,0.531020763412212,0.0265510381706106,1.0234536939389,0.947980296438153,0.00200389705790806
"IPNMAT",0.055,0.174309089372823,0.00784390902177703,1.76925045615801,0.694912636529515,0.00842700811582023
"IPMANSICS",0.056,0.705729390635875,0.039520845875609,1.49533102711661,0.863948828624577,0.0249527585552068
"IPB51222S",0.048,9.85324892740014e-17,2.26624725330203e-18,0.881541006426612,0.857639252203087,5.41672848581626e-20
"IPFUELS",0.058,0.0180284020545706,0.000522823659582547,1.16816023705255,0.847980889981078,0.000167397337958658
"CUMFNS",0.058,0.39117599615316,0.0203411517999643,1.53883922073645,0.848663627087034,0.0140389665190533
"CLF16OV",0.053,0.00901826196964542,0.000252511335150072,0.853411339336785,0.85465663882183,-3.14452235630391e-07
"CE16OV",0.058,0.0678358774580583,0.00250992746594816,0.669762095602966,0.781892779297481,-0.000281439882780409
"UNRATE",0.054,0.314349393882536,0.016974867269657,1.08315368286016,0.93700244997676,0.00248089777949246
"UEMPMEAN",0.063,0.0142790442647446,0.000499766549266063,0.96067331779992,0.852500068083802,5.40613717335205e-05
"UEMPLT5",0.065,0.2321710181078,0.015091116177007,0.763655195279078,0.898348083373743,-0.00203266602245319
"UEMP5TO14",0.05,0.40688559662523,0.0203442798312615,0.898116247484304,0.900632139049285,-5.11840020230906e-05
"UEMP15OV",0.051,0.273014374930728,0.0139237331214671,1.12346186298984,0.904612267771668,0.00304720335755891
"UEMP15T26",0.061,0.316073600015944,0.0192804896009726,0.93071444795989,0.899556472993276,0.000600741012331171
"UEMP27OV",0.05,0.136392639422891,0.00518292029806987,1.0720500191495,0.88007375601659,0.000994997670939135
"CLAIMSx",0.068,0.203880682720708,0.0120289602805218,2.17233804582775,0.867934342248477,0.0156906203401205
"PAYEMS",0.066,0.319673169530713,0.0210984291890271,0.62501086282376,0.70193945011628,-0.0016230723516031
"USGOOD",0.055,0.303050130692601,0.0163647070574004,1.17253816912599,0.791347311033297,0.00623807672564606
"CES1021000001",0.048,0.0240185612921247,0.000624482593595243,0.944543951661259,0.854389179717496,5.63000858084286e-05
"USCONS",0.071,0.213791213712983,0.012613681609066,1.08071213878869,0.959387622935913,0.00153034881434097
"MANEMP",0.047,0.277961429156899,0.0116743800245897,0.998102730656436,0.666611000505125,0.00386996043279516
"DMANEMP",0.059,0.303001432117492,0.0166650787664621,1.04960643818661,0.743815818318828,0.00509602476614189
"NDMANEMP",0.049,0.0943498508195236,0.00349094448032237,0.798565848696375,0.528591289600775,0.000942466196902254
"SRVPRD",0.06,0.268472014092437,0.0161083208455462,0.309821117746689,0.580578530162318,-0.00436144727050083
"USTPU",0.055,0.184576055901669,0.00885965068328012,0.63357540813771,0.640548772619679,-6.17815733974375e-05
"USWTRADE",0.054,0.172026568101741,0.00705308929217139,0.811520871069882,0.676543479583949,0.000952007594574658
"USTRADE",0.054,0.116114520988027,0.00476069536050912,0.525586845028547,0.617491642985163,-0.000437530745240587
"USFIRE",0.053,0.0590587947870711,0.00230329299669577,0.876592432863554,0.717504263312336,0.000366426666784471
"USGOVT",0.051,0.0382498306340993,0.00103274542712068,0.738085302710978,0.771362263737067,-3.43666293281661e-05
"CES0600000007",0.049,0.0915215463455006,0.00356934030747452,0.975344333507344,1.12766033473417,-0.000543667642652242
"AWOTMAN",0.062,0.17217175122819,0.0103303050736914,0.82392582687778,0.847718958621115,-0.000245790309567175
"AWHMAN",0.046,0.07413782117363,0.00259482374107705,1.00342157688609,1.16226196401726,-0.000412162807569825
"HOUST",0.059,0.101462676948321,0.00547898455520933,1.36602381318103,0.971615091084777,0.00216095929680521
"HOUSTNE",0.046,0.0686472680077091,0.00240265438026982,0.791726148604988,0.607698232448947,0.000442155478844238
"HOUSTMW",0.05,0.231794386868852,0.0104307474090983,1.01675107295269,0.958525754127821,0.00060733359347646
"HOUSTS",0.053,0.116464533873555,0.00442565228719508,1.31103666278083,1.02954465159316,0.00124578576313984
"HOUSTW",0.056,0.105249558673093,0.00368373455355825,1.24725460370234,0.961623632706337,0.00105218867742438
"PERMIT",0.046,0.0851511926066863,0.00272483816341396,1.34252002292397,1.07399396393889,0.000731690053393684
"PERMITNE",0.068,0.0449035345592115,0.00211046612428294,0.92475374502754,0.665364158631477,0.000547432935080653
"PERMITMW",0.059,0.117480647225799,0.00422930330012876,1.14917501408025,1.06702843775573,0.000347422786343589
"PERMITS",0.076,0.0576687640478723,0.00299877573048936,1.13317614792183,1.03742728392879,0.000287129369564273
"PERMITW",0.047,0.0524730804033081,0.00162666549250255,1.18918615002024,0.961152867060497,0.000370933872532682
"ACOGNO",0.052,6.21724465167976e-17,1.61648360943674e-18,0.828424048373533,0.87332345930113,-7.25791618378254e-20
"AMDMNOx",0.057,0.568797382373049,0.0324214507952638,1.48907736946067,0.818701722100648,0.021734551065226
"ANDENOx",0.055,0.19366881727876,0.00948977204665923,1.36664048633761,0.759627135000842,0.00576041833346462
"AMDMUOx",0.048,0.243635215430118,0.0107199494789252,1.29997142721883,0.761939775573485,0.00576767212370076
"BUSINVx",0.041,0.067401534099873,0.00134803068199746,0.813222208039011,0.817922675856826,-6.33637483815637e-06
"ISRATIOx",0.064,0.0649739459424615,0.00266393178364092,0.829408622163985,0.900241908842077,-0.000188695043721518
"M1SL",0.06,0.0155497571702576,0.000590890772469788,0.739941733247385,0.858274737476041,-6.99218802773414e-05
"M2SL",0.052,0.300702681090691,0.0132309179679904,0.899557117663519,0.851515311923044,0.000635637190786345
"M2REAL",0.056,0.0204558600432247,0.000736410961556089,1.06606777547529,0.844687149068549,0.000163027119962076
"AMBSL",0.05,0.0120311803725826,0.000252654787824234,0.810085826332885,0.856596188965673,-1.17510658026152e-05
"TOTRESNS",0.056,8.16302136355887e-17,2.69379704997443e-18,0.862992179854971,0.871488140743121,-2.28863943771965e-20
"NONBORRES",0.051,1.03347344861314e-16,2.58368362153286e-18,0.862825425736036,0.867325056442834,-1.1625622160101e-20
"BUSLOANS",0.058,0.0454732641570982,0.00131872466055585,0.906716358701365,0.855304118514884,6.77985889883331e-05
"REALLN",0.064,0.0662351410274776,0.00284811106418154,0.799289139579007,0.860512217870377,-0.000174370126664905
"NONREVSL",0.048,0.228880790182945,0.0086974700269519,0.599490286504945,0.854890628421557,-0.002221336818693
"CONSPI",0.052,0.00608373892227895,0.000200763384435205,0.630219338417382,0.906064251586475,-5.53795583470625e-05
"S&P 500",0.06,0.0446297297983355,0.00169592973233675,0.843944663783547,0.848610787703171,-7.91341829005795e-06
"S&P: indust",0.058,0.182184393938287,0.00601208499996345,0.828579058561241,0.848707981346056,-0.000121016794740011
"FEDFUNDS",0.059,0.319242517638389,0.0127697007055356,0.940848013760109,0.851098137726252,0.00114607905531128
"CP3Mx",0.055,0.380083473075886,0.0174838397614907,0.975577109349013,0.851338410762898,0.00217216949825579
"TB3MS",0.056,0.21404479525975,0.00706347824357176,0.989089417184275,0.850839814469639,0.000976523060957269
"TB6MS",0.056,0.462940622117424,0.0222211498616364,1.02175625948251,0.851348399252695,0.00378665859976747
"GS1",0.062,0.396238365754757,0.0213968717507569,1.02469438839246,0.85056484408341,0.0037258275275984
"GS5",0.042,0.382917873462126,0.0149337970650229,1.0377591067193,0.83733593330705,0.00299307899886651
"GS10",0.066,0.395389756207651,0.026095723909705,1.01071806027944,0.831020565325886,0.00468933621557346
"AAA",0.061,0.213701646687574,0.0104713806876911,0.973449902843271,0.830407991410007,0.0014978463089127
"BAA",0.064,0.147807526935452,0.00546887849661173,0.928951566420544,0.842502475004055,0.000472779577099257
"COMPAPFFx",0.053,0.407550749175715,0.01711713146538,0.93142034025222,0.862349689911016,0.00118229140228969
"TB3SMFFM",0.061,0.00566681874289095,0.000198338656001183,1.04983980068234,1.03223883597113,3.49095168514522e-06
"TB6SMFFM",0.056,0.0439061926217721,0.00149281054914025,1.0796352278343,0.991243032701215,0.000131952801356328
"T1YFFM",0.054,0.103146069694489,0.00350696636961261,0.967912922637204,0.925148445365861,0.000149973583604663
"T5YFFM",0.054,0.0231778611528779,0.000602624389974826,0.814500683865882,0.962326107296884,-8.90832056178778e-05
"T10YFFM",0.059,4.10770074731522e-17,1.06800219430196e-18,0.808469612812424,0.979833591239633,-1.83017104984573e-19
"AAAFFM",0.067,0.00529502559028228,0.000158850767708469,0.827896372156367,1.00712080012507,-2.84699379749392e-05
"BAAFFM",0.049,0.00350496323917518,8.06141545010292e-05,0.833108201587462,0.937655336454592,-8.42797888281874e-06
"TWEXMMTH",0.057,0.0228239906525904,0.000639071738272532,0.74095175399449,0.753432567912632,-7.97613544572297e-06
"EXSZUSx",0.047,0.0081119172014096,0.000227133681639469,0.925374478836849,0.860717850088159,1.46856981300862e-05
"EXJPUSx",0.063,0.0392821167708771,0.00161056678760596,0.667368245112021,0.848881746535626,-0.000292339616894926
"EXUSUKx",0.059,0.0138144702287647,0.000552578809150589,0.896589897735001,0.849992008977031,2.57490058788104e-05
"EXCAUSx",0.066,0.0324135523707455,0.000810338809268638,0.846943501950981,0.852175410657382,-4.23961867134774e-06
"PPIFGS",0.066,0.0703174961709998,0.00337523981620799,-0.100823140949968,0.860240352103018,-0.00324381976765637
"PPIFCG",0.048,0.037846664229952,0.00121109325535846,-0.338449075200153,0.861629381156996,-0.00145340692439514
"PPIITM",0.05,0.0394764643692649,0.00126324685981648,-0.446252182665197,0.862714519629257,-0.0016535480762778
"PPICRM",0.045,0.140830081185149,0.00492905284148022,0.498021642545332,0.856381079215064,-0.00176637259958819
"OILPRICEx",0.059,5.42816558298874e-17,1.35704139574719e-18,0.802942250299177,0.849865229337126,-6.36764249662743e-20
"PPICMM",0.059,0.250132591871536,0.0130068947773199,1.02167536723237,0.853614528670626,0.0021859496433607
"CPIAUCSL",0.057,0.0757496248616222,0.00257548724529516,0.0793167997431787,0.858292331877287,-0.0020062415474084
"CPIAPPSL",0.051,0.013079821118141,0.000379314812426089,0.864452967374474,0.852077468087168,4.69421019084375e-06
