"Var","Selected","mean_weight_nonzero","w_bar","Prediction","Hist_mean","Shapley"
"RPI",0.071,0.141730961716153,0.00963770539669841,0.96637865687268,0.806249872108582,0.0015432740530877
"W875RX1",0.076,0.126009742241337,0.00957674041034164,1.07679577236703,0.820294333243291,0.00245644769736714
"DPCERA3M086SBEA",0.062,0.0965460918299949,0.00550312723430971,1.14987827139592,0.854656773370826,0.00162464146593561
"CMRMTSPLx",0.06,0.382249599438092,0.0229349759662855,1.41559169709162,0.878975755736331,0.0123072737181093
"RETAILx",0.051,0.0528383531513221,0.00206069577290156,0.819936771622842,0.811899864152527,1.65616212512797e-05
"INDPRO",0.062,0.529833951600594,0.0323198710476362,0.68647611788959,0.860076444681984,-0.0056107401757577
"IPFPNSS",0.069,0.513812005525203,0.035453028381239,0.617686760942115,0.816253270404562,-0.00703978409553566
"IPFINAL",0.058,0.463476077798211,0.026418136434498,0.664935995890459,0.81477780176168,-0.00395854127109749
"IPCONGD",0.066,0.494716694093115,0.0316618684219593,0.647208480764894,0.816616179139294,-0.00536376425559725
"IPDCONGD",0.072,0.37133728536243,0.026736284546095,0.684645319364718,0.857032441830826,-0.00460899115833637
"IPNCONGD",0.067,0.160810968290154,0.00916622519253879,0.750328844324377,0.816010242424962,-0.000602050485950753
"IPBUSEQ",0.065,0.158944971445666,0.00937775331529427,0.981053744463067,0.867917797001645,0.00106096100638531
"IPMAT",0.068,0.443804593930271,0.027959689417607,0.7695992913485,0.883672118723663,-0.00318944082439788
"IPDMAT",0.068,0.48228947743607,0.0318311055107806,0.640869660225518,0.9451592677393,-0.00968587460260521
"IPNMAT",0.074,0.11174580873126,0.00569903624529428,0.654696838969371,0.730006523084049,-0.000429192619391216
"IPMANSICS",0.073,0.552675852603824,0.0403453372400792,0.490538250900308,0.871124856711809,-0.0153548949605221
"IPB51222S",0.06,0.00185359265791824,4.6339816447956e-05,0.80586178472466,0.85795617077325,-2.41404428746065e-06
"IPFUELS",0.086,5.43450166792699e-17,2.06511063381225e-18,0.289031485981495,0.860912071963149,-1.1809966793815e-18
"CUMFNS",0.066,0.276445388271029,0.0163102779079907,0.573533856428687,0.865949892596074,-0.00476938681464314
"CLF16OV",0.07,0.023837935644867,0.00088200361886008,0.836635095664362,0.854214838599738,-1.55053968876319e-05
"CE16OV",0.068,0.0529794376840295,0.00259599244651745,1.05248400065832,0.785974252040189,0.000691857294335922
"UNRATE",0.066,0.355003060292671,0.0223651927984383,1.07400068593921,0.944452583800631,0.00289736828100117
