"Var","Selected","mean_weight_nonzero","w_bar","Prediction","Hist_mean","Shapley"
"RPI",0.092,0.268622440125374,0.0236387747310329,1.10306965652089,0.781861525718839,0.00759296664580595
"W875RX1",0.081,0.285397769094716,0.023117219296672,0.74783628175048,0.724070431926131,0.000549400362161262
"CMRMTSPLx",0.065,0.360012227834631,0.023400794809251,1.28765465443716,0.7766309216312,0.0119583615140499
"RETAILx",0.091,0.0957729621180688,0.00689565327250095,0.966960836401132,0.854083215079372,0.000778364938859513
"INDPRO",0.083,0.61542111816998,0.0504645316899384,1.22109322612012,0.824170349789372,0.0200305270710544
"IPFPNSS",0.076,0.437659676232263,0.0310738370124907,1.29427673814291,0.772120036759792,0.0162254122337587
"IPFINAL",0.088,0.352214434838053,0.0264160826128539,1.35513450060771,0.778349680915822,0.015236395446821
"IPCONGD",0.084,0.158719782820339,0.0090470276207593,1.11245095537649,0.788314824651176,0.00293246852755793
"IPMAT",0.074,0.455281292583869,0.0300485653105353,1.07914447599546,0.877226537187198,0.00606734437164886
"IPMANSICS",0.074,0.589827528306037,0.0436472370946468,1.14863315980513,0.845806824546139,0.0132175328535524
"CUMFNS",0.074,0.509167845230698,0.0341142456304568,1.12070138064728,0.867454079120937,0.00863934064952008
"CLF16OV",0.09,1.57513708067432e-16,6.93060315496699e-18,0.864903901110758,0.883954338515878,-1.32031021583421e-19
"CE16OV",0.085,0.32731497006823,0.0265125125755266,1.31575092606335,0.816736186100835,0.0132301345686294
"UNRATE",0.087,0.515479257435609,0.044846695396898,0.857978387341962,0.928628644349757,-0.00316843055574112
"UEMPMEAN",0.115,1.27782255064301e-16,7.28358853866514e-18,0.927465355264112,0.873678235503885,3.91763249013401e-19
"UEMPLT5",0.07,0.0254639262229783,0.000814845639135304,0.935988722061332,0.916917220857106,1.5540329588027e-05
"UEMP5TO14",0.084,0.138853723175287,0.00847007711369251,0.104345163455388,0.927482161706805,-0.00697203385032288
"UEMP15OV",0.091,0.30473123988771,0.0255974241505677,1.44115389069324,0.901455658389034,0.0138148845656023
"UEMP15T26",0.082,0.306850547663781,0.02516174490843,1.05748182247336,0.906268757281752,0.00380478457317304
"UEMP27OV",0.094,0.0615103723830326,0.00301400824676859,1.37659884402976,0.886267996092827,0.00147786121932697
"CLAIMSx",0.105,0.156010325642567,0.0132608776796182,0.898318437997836,0.90352262854871,-6.90121343165672e-05
"PAYEMS",0.085,0.7638029389212,0.064923249808302,0.80875736469177,0.762813198448253,0.00298284458226198
"USGOOD",0.088,0.84955934831638,0.0747612226518414,1.16789486484963,0.77991560256498,0.0290058040119597
"CES1021000001",0.079,0.0021669698206622,0.000110515460853772,0.897825592110757,0.84257204368757,6.1063713677948e-06
"USCONS",0.1,0.308282927131327,0.0258957658790315,1.21972340278862,0.89617034299862,0.00837865428576609
"MANEMP",0.076,0.615012963071305,0.0448959463042053,0.950025689841882,0.751085414499299,0.00893161191952446
"DMANEMP",0.063,0.679002171163142,0.0380241215851359,1.00808758979998,0.773193890015928,0.00893162660017112
"NDMANEMP",0.081,0.298798180477505,0.0203182762724703,0.760210362296054,0.745736283786833,0.000294088325939789
"SRVPRD",0.109,0.433404808838305,0.0459409097368603,0.504731222774502,0.690869642142874,-0.00855136832276427
"USWTRADE",0.082,0.288234944604342,0.0213293859007213,0.911004082375344,0.750632403258102,0.0034206294314383
"USTRADE",0.096,0.46188671322988,0.0438792377568386,0.701833073914071,0.732345576851465,-0.00133886537094615
"USFIRE",0.08,0.0437463643232359,0.00174985457292944,0.598573169039507,0.765838773521123,-0.000292690482895962
"USGOVT",0.084,0.00332306884481256,0.00015618423570619,0.851768621099613,0.774047775646675,1.2138770845506e-05
"CES0600000007",0.08,0.0724830198851224,0.00413153213345198,1.33145712087541,1.11727606204259,0.00088489592694459
"AWOTMAN",0.096,0.185084267072232,0.0172128368377176,1.65148158307544,0.893007647921994,0.0130554880914579
"AWHMAN",0.08,0.101588369415666,0.00670483238143393,1.33179497975433,1.13297192158464,0.00133307527859189
"HOUST",0.095,0.315997197942784,0.0265437646271938,1.21841863306162,0.802646297638067,0.0110361630099816
"HOUSTNE",0.079,0.0633100171692164,0.0038619110473222,0.803094811309513,0.584202227323257,0.000845343688273424
"HOUSTMW",0.103,0.212481364187646,0.0191233227768882,1.28268859407583,0.661431171233745,0.0118805062245469
"HOUSTS",0.081,0.105948224465205,0.00646284169237753,1.19213138610956,0.917460995716019,0.00177515125069701
"HOUSTW",0.077,0.0390789003307231,0.00187578721587471,1.0139897374047,0.904366034549906,0.000205630740371864
"PERMIT",0.1,0.210869680609421,0.0168695744487537,1.25360495449038,0.924948544508751,0.00554429377624526
"PERMITNE",0.08,0.125536026147435,0.00878752183032048,0.829191916180139,0.604954230832366,0.00197049355517408
"PERMITMW",0.067,0.165428951444756,0.00843687652368255,1.24504430418226,0.748897627305796,0.00418592825044218
"PERMITS",0.094,0.0184753498364665,0.000979193541332724,1.12862582287905,0.986852409966935,0.000138823610256238
"PERMITW",0.075,0.0967435358064137,0.00386974143225655,1.08171095655329,0.907997390581873,0.000672226583584639
"AMDMNOx",0.074,0.052006032931399,0.00202823528432456,0.279816756731721,0.854088674826493,-0.00116475856707656
"ANDENOx",0.082,0.00176674586620746,7.59700722469209e-05,0.567546553196041,0.754973395734315,-1.4238830768645e-05
"AMDMUOx",0.077,0.00732092119501386,0.00028551592660554,0.923068570383379,0.80280616910712,3.43368309361982e-05
"BUSINVx",0.086,2.8337159032395e-16,1.1618235203282e-17,0.875212957127425,0.870255988813751,5.75912237634738e-20
"ISRATIOx",0.074,0.169761994850827,0.0100159576961988,1.22673057608302,0.899833621737743,0.00327418606573855
"M1SL",0.09,2.14373175667073e-16,8.78930020235e-18,1.01200790620648,0.878845175292105,1.1704072177712e-18
"M2SL",0.1,2.09572191851417e-16,1.13168983599765e-17,1.01886383475678,0.878112350873709,1.59287023712056e-18
"M2REAL",0.086,0.0219584269119933,0.00101008763795169,0.729676209443508,0.777796727619573,-4.86059405414721e-05
"AMBSL",0.077,1.76610385707292e-16,4.94509079980419e-18,0.641227170520398,0.879980967760135,-1.18065920614854e-18
"TOTRESNS",0.092,1.12730355912906e-16,4.28375352469042e-18,0.78855901106698,0.881875091809926,-3.99743089792887e-19
