"Var","Selected","mean_weight_nonzero","w_bar","Prediction","Hist_mean","Contribution"
"RPI",0.106,-0.087380197946206,-0.00926230098229784,0.762257888078488,0.767092675077585,4.47812523709412e-05
"W875RX1",0.097,0.144165258445836,0.0139840300692461,0.732535645926014,0.776961398760817,-0.000621251063490784
"DPCERA3M086SBEA",0.108,0.0594749018401236,0.00642328939873335,0.692826500644683,0.773742385856564,-0.000519746147670598
"CMRMTSPLx",0.128,0.616129748402763,0.0788646077955537,1.27908197080415,0.840569102837208,0.0345831453455165
"RETAILx",0.108,-0.111344858059045,-0.0120252446703769,0.756692883534504,0.783740798487364,0.000325257795131688
"IPFPNSS",0.11,1.87767851137519,0.206544636251271,0.714382184729767,0.750678478608061,-0.00749680481636149
"IPFINAL",0.102,1.08251889804715,0.110416927600809,0.666487125836812,0.757212092684979,-0.0100175720960598
"IPCONGD",0.108,0.478463584621022,0.0516740671390704,0.590171156267738,0.764932070563432,-0.00903060721860101
"IPDCONGD",0.109,0.520936192755213,0.0567820450103182,0.643002874785381,0.837399406119982,-0.011038232592091
"IPNCONGD",0.102,0.202417227492663,0.0206465572042516,0.674408309711105,0.771764938558233,-0.00201007920670531
"IPBUSEQ",0.111,0.984438073692778,0.109272626179898,0.899989776551702,0.81686418012293,0.00908335222454223
"IPMAT",0.106,1.94530992439182,0.206202851985532,0.597976992933358,0.862451945107834,-0.0545354894171142
"IPDMAT",0.126,2.2032618765823,0.27761099644937,0.690959925236823,0.905816215692764,-0.0596464688868891
"IPNMAT",0.104,0.343451643711469,0.0357189709459928,0.726286572713075,0.736861986298365,-0.000377742890594832
"IPMANSICS",0.104,2.42755146913763,0.252465352790314,0.700301487056598,0.821426543313793,-0.0305798800597192
"IPB51222S",0.125,-1.02826482196122,-0.128533102745152,0.775777113311205,0.838188879935732,0.00802197801205686
"IPFUELS",0.117,-0.165908490570975,-0.0194112933968041,0.777262749849861,0.834230600528716,0.00110581966371258
