"Var","Selected","mean_weight_nonzero","w_bar","Prediction","Hist_mean","Contribution"
"RPI",0.129,-0.19066783990589,-0.0245961513478598,0.660059933146662,0.764105900742468,0.00255913036612096
"W875RX1",0.112,0.231625964647296,0.0259421080404971,0.698367871687067,0.772038018845176,-0.001911158916935
"DPCERA3M086SBEA",0.101,0.187855975312726,0.0189734535065853,0.128079829413186,0.777745493895396,-0.0123264012798781
"CMRMTSPLx",0.105,0.487392376072177,0.0511761994875786,0.77654660529356,0.839217542430034,-0.00320726038096971
"RETAILx",0.114,-0.100953754450943,-0.0115087280074075,0.731096688933475,0.783933902595745,0.000608089120708342
"IPFPNSS",0.109,1.92658964637521,0.209998271454897,0.318928059233325,0.756068331137936,-0.0917987014832922
"IPFINAL",0.116,1.04897325551297,0.121680897639504,0.286435226205928,0.763160680193047,-0.0580083811687528
"IPCONGD",0.111,0.534041640216322,0.0592786220640117,0.200304906473203,0.771361000940807,-0.0338514184012957
"IPDCONGD",0.126,0.57126221744014,0.0719790393974577,0.821050641120835,0.836593842841741,-0.00111878472903173
"IPNCONGD",0.104,0.199607202443739,0.0207591490541489,0.243393125173386,0.778328934960183,-0.011104812209766
"IPBUSEQ",0.115,0.94190829764937,0.108319454229678,0.801364063674836,0.818283884238755,-0.00183274572914776
"IPMAT",0.112,1.83177612224036,0.20515892569092,0.939527217310676,0.860718997607497,0.0161682096899183
"IPDMAT",0.107,2.18229187630168,0.23350523076428,0.834604508541381,0.905111389030004,-0.0164637253989655
"IPNMAT",0.118,0.394548433369068,0.0465567151375501,0.950772541774514,0.737902760148893,0.00991051778453652
"IPMANSICS",0.117,2.37278829887649,0.27761623096855,0.775975771149384,0.821737031301465,-0.0127040685677918
"IPB51222S",0.118,-1.38617030719052,-0.163568096248481,0.793353162082244,0.838672908731334,0.00741286468185508
"IPFUELS",0.129,-0.22138305741323,-0.0285584144063067,0.746995556502705,0.835599754117919,0.00253039539363357
"CUMFNS",0.111,0.912137571834781,0.101247270473661,0.799011842502972,0.871133605476426,-0.00730213164281046
"CLF16OV",0.091,-0.666644646326723,-0.0606646628157318,0.678509573100361,0.826440028536397,0.00897415119920476
"CE16OV",0.114,0.380227187898874,0.0433458994204717,0.549722892046467,0.718400412838127,-0.00731147885072984
"UNRATE",0.119,0.564004579636392,0.0671165449767307,1.70077855582744,0.901510264154687,0.0536441262465292
"UEMPMEAN",0.105,-0.459489312260844,-0.0482463777873886,1.01879514996257,0.805228235795146,-0.0103038300238083
"UEMPLT5",0.121,0.262218488052218,0.0317284370543184,0.526977752083191,0.882211319552376,-0.011271005885027
"UEMP5TO14",0.116,0.368664798528654,0.0427651166293238,1.41191952980879,0.886349484840078,0.022476064269966
"UEMP15OV",0.113,0.59922287584951,0.0677121849709946,1.59113802380082,0.870578378576693,0.0487906679800504
"UEMP15T26",0.111,0.643993890025422,0.0714833217928219,1.71238470515886,0.876945113151744,0.0597199971939088
"UEMP27OV",0.123,-0.0291530815723018,-0.00358582903339312,1.17432749443871,0.849845836909052,-0.00116353574837337
"CLAIMSx",0.122,0.167245747866976,0.0204039812397711,0.947778958593437,0.879759985818234,0.00138785784445375
"PAYEMS",0.113,0.923428672854993,0.104347440032614,0.8758126473833,0.625751140916035,0.0260932780505582
"USGOOD",0.13,0.622911031354127,0.0809784340760365,1.00960600913353,0.736574981229805,0.0221096250938146
"CES1021000001",0.12,0.0977400207162658,0.0117288024859519,0.845372784677156,0.854551236177823,-0.00010765224477821
"USCONS",0.102,0.0972070685715343,0.0099151209942965,0.930701879549689,0.837661096848095,0.000922510617890353
"MANEMP",0.106,1.07826069390123,0.114295633553531,0.89855856142731,0.671049241258438,0.0260033218880343
"DMANEMP",0.089,1.3365756982593,0.118955237145078,0.958832686431221,0.730834862178003,0.0271215352526034
"NDMANEMP",0.128,0.431584344069744,0.0552427960409273,0.675654716971796,0.570499592508191,0.00580906309340126
"SRVPRD",0.124,0.403274904469043,0.0500060881541613,0.73827837511955,0.501845465281739,0.0118230849318945
"USTPU",0.091,0.333144568530412,0.0303161557362675,0.956655424993613,0.615296616304648,0.0103486868061614
"USWTRADE",0.102,0.343460738465669,0.0350329953234982,0.960096420678691,0.66832648638271,0.0102215747437285
"USTRADE",0.099,0.0917244482102439,0.00908072037281414,0.821142431291144,0.590049309444232,0.00209849201957248
"USFIRE",0.124,0.211528928852412,0.026229587177699,0.562399547374692,0.619446453468384,-0.0014963167966025
"USGOVT",0.11,-0.170746234259346,-0.0187820857685281,0.6559925027398,0.726528816920924,0.00132481910274572
"CES0600000007",0.137,-0.129804812694472,-0.0177832593391427,1.27159222117272,1.08371819895827,-0.00334101246012743
"AWOTMAN",0.113,0.432468272152487,0.048868914753231,1.0876467295122,0.858957150080542,0.0111758115621981
"AWHMAN",0.124,0.6792747476486,0.0842300687084264,1.22758837325228,1.11783026321257,0.00924493314995159
"HOUST",0.132,0.228746013173619,0.0301944737389177,0.456800003108992,0.668009081676018,-0.00637734697621307
"HOUSTNE",0.126,0.178974718685582,0.0225508145543833,0.44781293297449,0.474889169109632,-0.000610591179914298
"HOUSTMW",0.116,0.354479847078779,0.0411196622611383,0.465413028478379,0.622155894430234,-0.00644521370978318
"HOUSTS",0.103,0.155700704948558,0.0160371726097015,0.608352128245682,0.819435856086906,-0.00338518617848896
"HOUSTW",0.112,-0.329525159671236,-0.0369068178831784,0.477273486919416,0.719438921044243,0.00893755557484583
"PERMIT",0.116,0.203127965290197,0.0235628439736629,0.535179598437785,0.816152351812415,-0.00662051714861687
