"k","Q_subset_mc","Q_bag_inf_mc","Q_bag_G_mc","Q_opt","Q_ave","R_weight_exact_mc","R_bag_inf_mc","R_weight_identity_gap","w_l2_mc","w_max_abs_mc","L_pop_bag_inf","L_pop_opt"
2,0.573276035859101,0.164490397433329,NA,0.155172413793103,0.164000228359631,0.00931798364022592,0.00931798364022599,6.59194920871187e-17,0.0980155179844246,0.0669568965517243,1.17088869632033,1.57758620689655
5,0.300448496754493,0.162248641493701,NA,0.155172413793103,0.164000228359631,0.00707622770059739,0.00707622770059746,6.93889390390723e-17,0.0921549511322566,0.0649357368960718,1.18822067817512,1.57758620689655
8,0.2328307568346,0.160634955091568,NA,0.155172413793103,0.164000228359631,0.00546254129846468,0.00546254129846471,3.29597460435593e-17,0.0875511078032797,0.0609205504762834,1.20679657262362,1.57758620689655
11,0.203961388223072,0.159239745184026,NA,0.155172413793103,0.164000228359631,0.00406733139092297,0.004067331390923,2.08166817117217e-17,0.0805874234793266,0.0554159000636116,1.22624782294033,1.57758620689655
14,0.188347653506464,0.158411203014471,NA,0.155172413793103,0.164000228359631,0.00323878922136757,0.00323878922136761,3.68628738645072e-17,0.0770936119957052,0.0527748469133201,1.24699558912734,1.57758620689655
17,0.178671066500837,0.157571439119201,NA,0.155172413793103,0.164000228359631,0.00239902532609745,0.00239902532609759,1.40946282423116e-16,0.0717654016453926,0.0481478090058136,1.26847648717853,1.57758620689655
20,0.172393788608198,0.157192250107493,NA,0.155172413793103,0.164000228359631,0.0020198363143895,0.00201983631438954,3.72965547335014e-17,0.0687445034326397,0.0455755387445261,1.29125720591263,1.57758620689655
23,0.168174495939234,0.156654533861523,NA,0.155172413793103,0.164000228359631,0.00148212006841952,0.00148212006841952,-1.30104260698261e-18,0.0608421280916603,0.0399795092434757,1.31470670619043,1.57758620689655
26,0.165010565273463,0.156360613709875,NA,0.155172413793103,0.164000228359631,0.00118819991677101,0.0011881999167711,9.43255890062389e-17,0.0568065118355831,0.036905222093543,1.33932906524625,1.57758620689655
29,0.162505591857231,0.155952387327258,NA,0.155172413793103,0.164000228359631,0.000779973534154776,0.000779973534154627,-1.49294639151254e-16,0.0471520764759019,0.0301829309213485,1.36476959277992,1.57758620689655
32,0.160817762757217,0.155778401592588,NA,0.155172413793103,0.164000228359631,0.000605987799484874,0.000605987799484814,-6.04984812246911e-17,0.0437630582484344,0.0277269069399193,1.39149636507529,1.57758620689655
35,0.159259661164202,0.1555871459202,NA,0.155172413793103,0.164000228359631,0.000414732127096105,0.000414732127096556,4.51515994731588e-16,0.0379539968076307,0.0228847482072561,1.41927817250602,1.57758620689655
38,0.158048699378939,0.155406000153828,NA,0.155172413793103,0.164000228359631,0.000233586360724358,0.000233586360724902,5.44703171456717e-16,0.0290909143890088,0.0174648614035024,1.44821437005583,1.57758620689655
41,0.157118350994473,0.155307083977831,NA,0.155172413793103,0.164000228359631,0.000134670184728735,0.00013467018472757,-1.16456865852099e-15,0.022903536512341,0.0135626128257823,1.47846990467093,1.57758620689655
44,0.15635516846056,0.155231670228094,NA,0.155172413793103,0.164000228359631,5.92564349939639e-05,5.92564349909397e-05,-3.0242328823496e-15,0.0156916754097539,0.00945367027972956,1.51005282608387,1.57758620689655
47,0.15570298852938,0.155185982111667,NA,0.155172413793103,0.164000228359631,1.35683185674761e-05,1.35683185634172e-05,-4.05886838082768e-15,0.0078009335525525,0.00438398913691057,1.54305864763821,1.57758620689655
50,0.155172413793104,0.155172413793104,NA,0.155172413793103,0.164000228359631,1.814057017023e-30,5.27355936696949e-16,5.27355936696948e-16,1.23840303974105e-15,8.04911692853238e-16,1.57758620689655,1.57758620689655
