"sigma_type","T_len","z","rmsfe_base","rmsfe_rs","rel_rmsfe","Q_rs_bag","L_rs_bag"
"factor",150,2,1.08505580573502,1.07586248276045,0.991527327049936,1.14922261386422,1.15762425983757
"factor",150,6,1.08505580573502,1.04937993939907,0.967120708310685,1.00626861238173,1.04415605246003
"factor",150,10,1.08505580573502,1.03786103361452,0.956504751303069,0.913972655016747,0.977836669680558
"factor",150,14,1.08505580573502,1.03723017690007,0.955923346447097,0.852874197734456,0.941713857770872
"factor",150,18,1.08505580573502,1.04369426408532,0.961880724077894,0.807925570630344,0.921621417158388
"factor",150,22,1.08505580573502,1.05440292664023,0.971749951539112,0.7717692853011,0.910527638395154
"factor",150,26,1.08505580573502,1.06904962677773,0.985248520055198,0.741053266290835,0.905292356028835
"factor",150,30,1.08505580573502,1.08869018785034,1.00334948865866,0.714761112606922,0.905276787288356
"factor",150,34,1.08505580573502,1.11168970231989,1.02454610762331,0.69166830299029,0.909468065503937
"factor",150,38,1.08505580573502,1.14494905324072,1.05519831071282,0.672328324226113,0.919125600754148
"factor",150,42,1.08505580573502,1.18332176011864,1.09056304188618,0.656903693067173,0.935160107760521
"factor",150,46,1.08505580573502,1.2321329499515,1.13554799987164,0.646353057712597,0.959829092255663
"factor",150,50,1.08505580573502,1.29648444303881,1.19485508135738,0.642195170100356,0.996666101181578
