"k","Q_subset_mc","Q_bag_inf_mc","Q_bag_G_mc","Q_opt","Q_ave","R_weight_exact_mc","R_bag_inf_mc","R_weight_identity_gap","w_l2_mc","w_max_abs_mc","L_pop_bag_inf","L_pop_opt"
2,0.493397182976398,0.0130490307637944,NA,0.00450235535820994,0.012690418147514,0.00854667540558443,0.00854667540558444,3.46944695195361e-18,0.100793713514654,0.0607225244117982,1.01861523422953,1.37182038082502
5,0.116115452887208,0.00678390289963893,NA,0.00450235535820994,0.012690418147514,0.00228154754142899,0.00228154754142899,0,0.0831967269595257,0.053828720613987,1.02928186721025,1.37182038082502
8,0.0494306276301062,0.00522219292868111,NA,0.00450235535820994,0.012690418147514,0.00071983757047117,0.000719837570471172,1.95156391047391e-18,0.0593708311753103,0.0431953175482863,1.04520262105653,1.37182038082502
11,0.02923399590012,0.0048338401858349,NA,0.00450235535820994,0.012690418147514,0.000331484827624954,0.000331484827624958,3.74049749507499e-18,0.0455602613130336,0.0344032068357088,1.06291672112143,1.37182038082502
14,0.020811647775521,0.00469261854524785,NA,0.00450235535820994,0.012690418147514,0.00019026318703791,0.000190263187037916,5.85469173142172e-18,0.0361732778332948,0.0289811222249896,1.08152205408106,1.37182038082502
17,0.0160584289553861,0.00462086246091266,NA,0.00450235535820994,0.012690418147514,0.000118507102702723,0.000118507102702727,3.90312782094782e-18,0.0292583649421427,0.0235251973734754,1.10087196305597,1.37182038082502
20,0.012966671305561,0.00457369537235357,NA,0.00450235535820994,0.012690418147514,7.1340014143624e-05,7.13400141436286e-05,4.62141176021946e-18,0.0250742922934868,0.0217715559788608,1.12095723325086,1.37182038082502
23,0.0109515437627548,0.00454897549494414,NA,0.00450235535820994,0.012690418147514,4.66201367341906e-05,4.66201367342002e-05,9.56130790860654e-18,0.0205805902878567,0.018132443806284,1.14181653736382,1.37182038082502
26,0.00942451550006596,0.0045317755034944,NA,0.00450235535820994,0.012690418147514,2.94201452844603e-05,2.94201452844612e-05,8.63973606199386e-19,0.0163664853405737,0.014183768359296,1.16347667669076,1.37182038082502
29,0.00832468201330833,0.00452586933473993,NA,0.00450235535820994,0.012690418147514,2.3513976529982e-05,2.35139765299881e-05,6.15623546064425e-18,0.0148863146059126,0.0122974105938101,1.18598860702102,1.37182038082502
32,0.00741305421023686,0.00451729590214117,NA,0.00450235535820994,0.012690418147514,1.49405439312232e-05,1.49405439312288e-05,5.60566404492896e-18,0.0120689751526202,0.0102078453349174,1.20938595493481,1.37182038082502
35,0.00669715786967257,0.00450936047560896,NA,0.00450235535820994,0.012690418147514,7.0051173990149e-06,7.00511739901849e-06,3.59226672930549e-18,0.0078657848479324,0.00652245677436923,1.23372626152373,1.37182038082502
38,0.00609728144617708,0.0045058384073502,NA,0.00450235535820994,0.012690418147514,3.48304914025886e-06,3.48304914026421e-06,5.3473189960164e-18,0.00538734465966611,0.00416812270043075,1.25907238649688,1.37182038082502
41,0.00560030924394165,0.00450461218967558,NA,0.00450235535820994,0.012690418147514,2.25683146564372e-06,2.25683146564369e-06,-3.34578014165449e-20,0.00461281490872501,0.00386096649568426,1.28548492329168,1.37182038082502
44,0.00518407823883996,0.00450347627563133,NA,0.00450235535820994,0.012690418147514,1.12091742139536e-06,1.12091742139435e-06,-1.01368667962658e-18,0.00313566411631698,0.00248888658718985,1.31302954398886,1.37182038082502
47,0.0048238192530411,0.00450290852204776,NA,0.00450235535820994,0.012690418147514,5.53163837813636e-07,5.53163837817804e-07,4.16740210049116e-18,0.00228602413472235,0.0019519519021598,1.34178125736887,1.37182038082502
50,0.00450235535820994,0.00450235535820992,NA,0.00450235535820994,0.012690418147514,1.26836492082843e-29,-1.82145964977565e-17,-1.82145964977692e-17,3.29381782001112e-15,1.33226762955019e-15,1.37182038082502,1.37182038082502
