"sigma_type","T_len","z","rmsfe_base","rmsfe_rs","rel_rmsfe","Q_rs_bag","L_rs_bag"
"toeplitz",100,2,1.13809605069884,1.10569855438663,0.971533600971268,1.15672527894321,1.1700709290477
"toeplitz",100,6,1.13809605069884,1.03418071843644,0.908693706301333,0.944275277154474,1.00138663068363
"toeplitz",100,10,1.13809605069884,1.02073023233233,0.896875295987151,0.85297141771699,0.950553583977167
"toeplitz",100,14,1.13809605069884,1.02555951654269,0.901118597075309,0.791269847363281,0.929026418051625
"toeplitz",100,18,1.13809605069884,1.03972871314048,0.913568509882838,0.738953950598448,0.916702262383481
"toeplitz",100,22,1.13809605069884,1.06058490611676,0.931894022007644,0.690636150070022,0.908144830687325
"toeplitz",100,26,1.13809605069884,1.08767846398787,0.955700060043252,0.645150478389436,0.902437107323626
"toeplitz",100,30,1.13809605069884,1.12706388431356,0.990306471603599,0.602069689104371,0.899529976648456
"toeplitz",100,34,1.13809605069884,1.17533436958923,1.03271983842446,0.562140074134583,0.901246071745166
"toeplitz",100,38,1.13809605069884,1.24162612749994,1.09096778495763,0.526362063175392,0.910428997519808
"toeplitz",100,42,1.13809605069884,1.32954944810526,1.16822253032937,0.496411930959127,0.93220408767748
"toeplitz",100,46,1.13809605069884,1.44972953989137,1.27382002512105,0.474556852261182,0.974892997678171
"toeplitz",100,50,1.13809605069884,1.62479304280249,1.42764140320564,0.465199251081328,1.05533932125142
