"sigma_type","T_len","z","rmsfe_base","rmsfe_rs","rel_rmsfe","Q_rs_bag","L_rs_bag"
"factor",800,2,1.09450377725418,1.08632426804206,0.992526741906139,1.19146491551839,1.19297892047233
"factor",800,6,1.09450377725418,1.06521935087679,0.973244106611617,1.13801685228015,1.14528423448826
"factor",800,10,1.09450377725418,1.05364809637873,0.962671959910495,1.10167402459176,1.11440258516595
"factor",800,14,1.09450377725418,1.04472328116864,0.954517748481028,1.07192544480848,1.08990701593782
"factor",800,18,1.09450377725418,1.03745097598904,0.94787336284186,1.04814396518418,1.07125591948413
"factor",800,22,1.09450377725418,1.03309660573829,0.94389496610971,1.02908281054222,1.05725986612496
"factor",800,26,1.09450377725418,1.02974626092232,0.940833903292392,1.0138638975569,1.04708519742127
"factor",800,30,1.09450377725418,1.0301825201766,0.941232494200299,1.00199654829282,1.04028292315352
"factor",800,34,1.09450377725418,1.03028740266413,0.941328320719772,0.992936004933727,1.03633804292804
"factor",800,38,1.09450377725418,1.03269989990418,0.943532513423526,0.986223102363196,1.03481445752009
"factor",800,42,1.09450377725418,1.03485814303591,0.94550440532247,0.981597529620226,1.03547645899718
"factor",800,46,1.09450377725418,1.03931952092799,0.949580570233719,0.978873259839784,1.03816205463713
"factor",800,50,1.09450377725418,1.0444885425669,0.954303278136915,0.977929656339263,1.04277547143835
