T_len,rho,R2_target,phi_f,phi_eta,phi_u,z,rmsfe_base,rmsfe_rs,rel_rmsfe,rmse_pooled_base,rmse_pooled_rs,bias_base,var_base,bias_rs,var_rs,Q_ols,Q_rs_bag,Q_rs_subavg,L_ols,L_rs_bag,L_rs_subavg
500,0.000000,0.300000,0.7,0.3,0.0,47,1.009314,1.031820,1.022298,1.023402,1.046259,0.000121,1.047231,0.000124,1.094533,0.901106,0.901546,0.909039,1.001586,0.995281,1.003553
500,0.000000,0.300000,0.7,0.3,0.0,48,1.009314,1.033784,1.024244,1.023402,1.048261,0.000121,1.047231,0.000124,1.098726,0.901106,0.901303,0.906370,1.001586,0.997266,1.002872
500,0.000000,0.300000,0.7,0.3,0.0,49,1.009314,1.035793,1.026235,1.023402,1.050303,0.000121,1.047231,0.000124,1.103012,0.901106,0.901156,0.903725,1.001586,0.999368,1.002216
500,0.000000,0.300000,0.7,0.3,0.0,50,1.009314,1.037858,1.028280,1.023402,1.052406,0.000121,1.047231,0.000125,1.107435,0.901106,0.901106,0.901106,1.001586,1.001586,1.001586
500,0.000000,0.500000,0.3,0.7,0.0,2,1.187884,1.182363,0.995353,1.204864,1.199284,0.000052,1.451645,0.000051,1.438233,0.976403,1.433801,1.549233,1.085279,1.436743,1.552412
500,0.000000,0.500000,0.3,0.7,0.0,3,1.187884,1.174980,0.989137,1.204864,1.191819,0.000052,1.451645,0.000055,1.420378,0.976403,1.407873,1.501766,1.085279,1.413662,1.507940
500,0.000000,0.500000,0.3,0.7,0.0,4,1.187884,1.167707,0.983014,1.204864,1.184480,0.000052,1.451645,0.000052,1.402940,0.976403,1.381796,1.470656,1.085279,1.390336,1.479745
500,0.000000,0.500000,0.3,0.7,0.0,5,1.187884,1.160548,0.976988,1.204864,1.177253,0.000052,1.451645,0.000057,1.385867,0.976403,1.356580,1.446202,1.085279,1.367781,1.458144
500,0.000000,0.500000,0.3,0.7,0.0,6,1.187884,1.153751,0.971266,1.204864,1.170385,0.000052,1.451645,0.000056,1.369746,0.976403,1.332598,1.425265,1.085279,1.346381,1.440006
500,0.000000,0.500000,0.3,0.7,0.0,7,1.187884,1.147332,0.965863,1.204864,1.163945,0.000052,1.451645,0.000059,1.354708,0.976403,1.309829,1.406438,1.085279,1.326119,1.423930
500,0.000000,0.500000,0.3,0.7,0.0,8,1.187884,1.141183,0.960686,1.204864,1.157735,0.000052,1.451645,0.000060,1.340291,0.976403,1.288386,1.389119,1.085279,1.307118,1.409316
500,0.000000,0.500000,0.3,0.7,0.0,9,1.187884,1.135319,0.955749,1.204864,1.151841,0.000052,1.451645,0.000057,1.326680,0.976403,1.267986,1.372753,1.085279,1.289100,1.395612
500,0.000000,0.500000,0.3,0.7,0.0,10,1.187884,1.130154,0.951401,1.204864,1.146680,0.000052,1.451645,0.000062,1.314813,0.976403,1.248844,1.357308,1.085279,1.272287,1.382788
500,0.000000,0.500000,0.3,0.7,0.0,11,1.187884,1.124940,0.947012,1.204864,1.141454,0.000052,1.451645,0.000064,1.302854,0.976403,1.230747,1.342507,1.085279,1.256471,1.370567
500,0.000000,0.500000,0.3,0.7,0.0,12,1.187884,1.120512,0.943285,1.204864,1.137040,0.000052,1.451645,0.000064,1.292795,0.976403,1.213706,1.328300,1.085279,1.241670,1.358903
500,0.000000,0.500000,0.3,0.7,0.0,13,1.187884,1.115996,0.939483,1.204864,1.132450,0.000052,1.451645,0.000070,1.282373,0.976403,1.197585,1.314564,1.085279,1.227748,1.347674
500,0.000000,0.500000,0.3,0.7,0.0,14,1.187884,1.112067,0.936175,1.204864,1.128504,0.000052,1.451645,0.000065,1.273455,0.976403,1.182412,1.301297,1.085279,1.214743,1.336879
500,0.000000,0.500000,0.3,0.7,0.0,15,1.187884,1.108070,0.932810,1.204864,1.124571,0.000052,1.451645,0.000064,1.264595,0.976403,1.168047,1.288392,1.085279,1.202515,1.326411
500,0.000000,0.500000,0.3,0.7,0.0,16,1.187884,1.104569,0.929863,1.204864,1.121062,0.000052,1.451645,0.000068,1.256713,0.976403,1.154570,1.275928,1.085279,1.191150,1.316354
500,0.000000,0.500000,0.3,0.7,0.0,17,1.187884,1.101227,0.927049,1.204864,1.117677,0.000052,1.451645,0.000069,1.249133,0.976403,1.141782,1.263727,1.085279,1.180451,1.306526
500,0.000000,0.500000,0.3,0.7,0.0,18,1.187884,1.098482,0.924739,1.204864,1.114943,0.000052,1.451645,0.000074,1.243025,0.976403,1.129733,1.251859,1.085279,1.170471,1.297002
500,0.000000,0.500000,0.3,0.7,0.0,19,1.187884,1.095595,0.922308,1.204864,1.112137,0.000052,1.451645,0.000069,1.236780,0.976403,1.118340,1.240270,1.085279,1.161130,1.287725
