"rep","design","m","sigma_f2","require_positive_weights","Q_ave","Q_opt","L_ave","L_opt_oracle","avg_corr","min_eigen","rejection_tries","fallback_used"
1,"el_random_unrestricted",6,0.75,FALSE,0.372839115191406,0.300868201606866,1.37283911519141,1.30086820160687,0.39654258430625,0.0441923948147004,97,FALSE
2,"el_random_unrestricted",6,0.75,FALSE,0.512929127454602,0.409272941422535,1.5129291274546,1.40927294142254,0.620686603927364,0.00368137021589328,34,FALSE
3,"el_random_unrestricted",6,0.75,FALSE,0.300670476348993,0.285724005137443,1.30067047634899,1.28572400513744,0.281072762158389,0.144197670214134,20,FALSE
4,"el_random_unrestricted",6,0.75,FALSE,0.294349749262134,0.241039803231542,1.29434974926213,1.24103980323154,0.270959598819415,0.14139263333896,3,FALSE
5,"el_random_unrestricted",6,0.75,FALSE,0.329612111730967,0.30676016149589,1.32961211173097,1.30676016149589,0.327379378769547,0.157688976666506,26,FALSE
6,"el_random_unrestricted",6,0.75,FALSE,0.46152853690243,0.420434659435727,1.46152853690243,1.42043465943573,0.538445659043888,0.085677418415389,254,FALSE
7,"el_random_unrestricted",6,0.75,FALSE,0.350660929630976,0.30878377414698,1.35066092963098,1.30878377414698,0.361057487409562,0.0878285125869482,47,FALSE
8,"el_random_unrestricted",6,0.75,FALSE,0.410144232708262,0.33063254609205,1.41014423270826,1.33063254609205,0.45623077233322,0.0462308253992677,21,FALSE
