"k","rsm_bagged","rsm_subset_avg","equal_weight","full_estimated","oracle_optimal","design","m","sigma_f2","require_positive_weights"
2,1.43032227694492,1.66423068640663,1.41972964288152,1.45421116230758,1.40246678145537,"el_random_posw",6,1,TRUE
3,1.42561527973886,1.54962653165773,1.41972964288152,1.45421116230758,1.40246678145537,"el_random_posw",6,1,TRUE
4,1.42936337802463,1.49346748725979,1.41972964288152,1.45421116230758,1.40246678145537,"el_random_posw",6,1,TRUE
5,1.44473420165686,1.46957258449822,1.41972964288152,1.45421116230758,1.40246678145537,"el_random_posw",6,1,TRUE
