"rep","design","m","sigma_f2","require_positive_weights","Q_ave","Q_opt","L_ave","L_opt_oracle","avg_corr","min_eigen","rejection_tries","fallback_used"
1,"el_random_unrestricted",5,0.75,FALSE,0.35303559252061,0.339578542410042,1.35303559252061,1.33957854241004,0.338392654201016,0.242239669153205,5,FALSE
2,"el_random_unrestricted",5,0.75,FALSE,0.384224358173087,0.359594313624066,1.38422435817309,1.35959431362407,0.390373930288479,0.18535113997999,12,FALSE
3,"el_random_unrestricted",5,0.75,FALSE,0.336792276087217,0.306333386281261,1.33679227608722,1.30633338628126,0.311320460145362,0.113636929035096,13,FALSE
4,"el_random_unrestricted",5,0.75,FALSE,0.429350155368447,0.266770092915872,1.42935015536845,1.26677009291587,0.465583592280745,0.0116323701741807,6,FALSE
5,"el_random_unrestricted",5,0.75,FALSE,0.381073991940357,0.342101613879252,1.38107399194036,1.34210161387925,0.385123319900595,0.154848726216555,12,FALSE
6,"el_random_unrestricted",5,0.75,FALSE,0.381538369827904,0.34228732197695,1.3815383698279,1.34228732197695,0.385897283046506,0.033009372566838,3,FALSE
7,"el_random_unrestricted",5,0.75,FALSE,0.413607450840063,0.33191872841166,1.41360745084006,1.33191872841166,0.439345751400106,0.0584775207449919,6,FALSE
8,"el_random_unrestricted",5,0.75,FALSE,0.331302250209264,0.283967731696823,1.33130225020926,1.28396773169682,0.302170417015441,0.0501895775441385,12,FALSE
