"m","T_train","s","q","B_actual","H_actual","D_bag","kstar_subset_theory_cont","kstar_subset_theory_int","kstar_bagged_interp_theory_cont","kstar_bagged_interp_theory_int","kstar_bagged_interp_loss_grid","kstar_bagged_mc_loss_grid","kstar_empirical_bagged","kstar_empirical_subset_avg","dominance_k_min","dominance_k_max","equal_weight_mspe","full_estimated_mspe","oracle_optimal_mspe","min_rsm_bagged_mspe","min_rsm_subset_avg_mspe","min_theory_L_bagged_interp","min_theory_L_bagged_mc"
60,420,1,0.2,2,5.89256521407252,0.165849668273645,24.8432895343114,25,7.39008833274961,7,8,5,5,23,13,47,1.42889280222867,1.48941957427921,1.24206761263242,1.25309020728073,1.37886060572389,1.27256033865466,1.24756126485616
