"k","rsm_bagged","rsm_subset_avg","equal_weight","full_estimated","oracle_optimal","design","m","sigma_f2","require_positive_weights"
2,1.50508121986093,1.68967590952601,1.50405008647442,1.5177640330401,1.48509891273931,"el_random_posw",5,1,TRUE
3,1.51070067134558,1.58755200575572,1.50405008647442,1.5177640330401,1.48509891273931,"el_random_posw",5,1,TRUE
4,1.50931325998004,1.54078531222786,1.50405008647442,1.5177640330401,1.48509891273931,"el_random_posw",5,1,TRUE
