"k","rsm_bagged","rsm_subset_avg","equal_weight","full_estimated","oracle_optimal","design","m","sigma_f2","require_positive_weights"
2,1.49143193097255,1.69090104914263,1.48379121611826,1.39603139062533,1.34957755810582,"el_random_unrestricted",6,1,FALSE
3,1.46312809504582,1.57591486071805,1.48379121611826,1.39603139062533,1.34957755810582,"el_random_unrestricted",6,1,FALSE
4,1.42536593313753,1.50115543551453,1.48379121611826,1.39603139062533,1.34957755810582,"el_random_unrestricted",6,1,FALSE
5,1.39456813496823,1.44776305285049,1.48379121611826,1.39603139062533,1.34957755810582,"el_random_unrestricted",6,1,FALSE
