"k","rsm_bagged","rsm_subset_avg","equal_weight","full_estimated","oracle_optimal","design","m","sigma_f2","require_positive_weights"
2,1.51992742749123,1.69216841714442,1.50769474185242,1.4658137797475,1.41565204554417,"el_random_unrestricted",5,1,FALSE
3,1.48882942057032,1.57928853976786,1.50769474185242,1.4658137797475,1.41565204554417,"el_random_unrestricted",5,1,FALSE
4,1.46079953541459,1.5115187213559,1.50769474185242,1.4658137797475,1.41565204554417,"el_random_unrestricted",5,1,FALSE
