"rep","design","m","sigma_f2","require_positive_weights","Q_ave","Q_opt","L_ave","L_opt_oracle","avg_corr","min_eigen","rejection_tries","fallback_used"
1,"el_random_posw",5,1,TRUE,0.427134825866669,0.423813248544547,1.42713482586667,1.42381324854455,0.283918532333337,0.347963634016957,76,FALSE
2,"el_random_posw",5,1,TRUE,0.701118629071862,0.670898528902685,1.70111862907186,1.67089852890268,0.626398286339827,0.0947593463205763,15,FALSE
3,"el_random_posw",5,1,TRUE,0.594734268337488,0.58802182709385,1.59473426833749,1.58802182709385,0.49341783542186,0.0803741806356109,70,FALSE
4,"el_random_posw",5,1,TRUE,0.388297125417739,0.368520170141166,1.38829712541774,1.36852017014117,0.235371406772174,0.408735712972193,1,FALSE
5,"el_random_posw",5,1,TRUE,0.639840778037906,0.626665609226657,1.63984077803791,1.62666560922666,0.549800972547382,0.0687661143831211,27,FALSE
6,"el_random_posw",5,1,TRUE,0.483340510949492,0.469207611536498,1.48334051094949,1.4692076115365,0.354175638686866,0.318078236685781,96,FALSE
7,"el_random_posw",5,1,TRUE,0.537884735446423,0.500519072758782,1.53788473544642,1.50051907275878,0.422355919308029,0.0921314863642787,4,FALSE
8,"el_random_posw",5,1,TRUE,0.406244381982833,0.396807717205328,1.40624438198283,1.39680771720533,0.257805477478541,0.205249831134669,55,FALSE
