"k","rsm_bagged","rsm_subset_avg","equal_weight","full_estimated","oracle_optimal","design","m","sigma_f2","require_positive_weights"
2,1.411991506955,1.56398208875454,1.40213992723857,1.43708808285075,1.35509660812593,"el_random_unrestricted",6,0.75,FALSE
3,1.399154712517,1.49163100311915,1.40213992723857,1.43708808285075,1.35509660812593,"el_random_unrestricted",6,0.75,FALSE
4,1.40064486943523,1.46375319357291,1.40213992723857,1.43708808285075,1.35509660812593,"el_random_unrestricted",6,0.75,FALSE
5,1.4105765220852,1.44290627583017,1.40213992723857,1.43708808285075,1.35509660812593,"el_random_unrestricted",6,0.75,FALSE
