"k","rsm_bagged","rsm_subset_avg","equal_weight","full_estimated","oracle_optimal","design","m","sigma_f2","require_positive_weights"
2,1.60494671879638,1.86898813632935,1.5930978251487,1.55335692042816,1.49806345227248,"el_random_unrestricted",6,1.25,FALSE
3,1.5787870078465,1.71471666071028,1.5930978251487,1.55335692042816,1.49806345227248,"el_random_unrestricted",6,1.25,FALSE
4,1.55503494096364,1.63382305796931,1.5930978251487,1.55335692042816,1.49806345227248,"el_random_unrestricted",6,1.25,FALSE
5,1.55065678196241,1.59119726319226,1.5930978251487,1.55335692042816,1.49806345227248,"el_random_unrestricted",6,1.25,FALSE
