"rep","design","m","sigma_f2","require_positive_weights","Q_ave","Q_opt","L_ave","L_opt_oracle","avg_corr","min_eigen","rejection_tries","fallback_used"
1,"el_random_unrestricted",5,1.25,FALSE,0.780813237465918,0.67108213393511,1.78081323746592,1.67108213393511,0.530813237465918,0.120191753143835,9,FALSE
2,"el_random_unrestricted",5,1.25,FALSE,0.754043639404699,0.68161700907856,1.7540436394047,1.68161700907856,0.504043639404699,0.116242049108788,2,FALSE
3,"el_random_unrestricted",5,1.25,FALSE,0.645502469944768,0.452538002130775,1.64550246994477,1.45253800213077,0.395502469944768,0.042741196388247,1,FALSE
4,"el_random_unrestricted",5,1.25,FALSE,0.829564435523935,0.579976342715867,1.82956443552393,1.57997634271587,0.579564435523935,0.059897205268754,11,FALSE
5,"el_random_unrestricted",5,1.25,FALSE,0.625195957324468,0.614316618803718,1.62519595732447,1.61431661880372,0.375195957324468,0.189920084371491,2,FALSE
6,"el_random_unrestricted",5,1.25,FALSE,0.63176217363216,0.477966689741193,1.63176217363216,1.47796668974119,0.38176217363216,0.0311257316137821,5,FALSE
7,"el_random_unrestricted",5,1.25,FALSE,0.632142243441194,0.576475135357521,1.63214224344119,1.57647513535752,0.382142243441194,0.00994411165462726,1,FALSE
8,"el_random_unrestricted",5,1.25,FALSE,0.59959387104027,0.559900383041744,1.59959387104027,1.55990038304174,0.34959387104027,0.423533641899583,22,FALSE
