"design","rho","k","Q_exact_mc","Q_ave","Q_opt","avg_corr","min_eigen"
"sekkel_toeplitz",0.9,2,1.64551675771309,1.30837107181493,1.27941176470588,0.647128097864759,0.0526833052402209
"sekkel_toeplitz",0.9,5,1.40705516294591,1.30837107181493,1.27941176470588,0.647128097864759,0.0526833052402209
"sekkel_toeplitz",0.9,8,1.34743313672298,1.30837107181493,1.27941176470588,0.647128097864759,0.0526833052402209
"sekkel_toeplitz",0.9,11,1.32233096135554,1.30837107181493,1.27941176470588,0.647128097864759,0.0526833052402209
"sekkel_toeplitz",0.9,14,1.30915532630233,1.30837107181493,1.27941176470588,0.647128097864759,0.0526833052402209
"sekkel_toeplitz",0.9,17,1.30180908898457,1.30837107181493,1.27941176470588,0.647128097864759,0.0526833052402209
"sekkel_toeplitz",0.9,20,1.29572152481226,1.30837107181493,1.27941176470588,0.647128097864759,0.0526833052402209
"sekkel_toeplitz",0.9,23,1.29152465598032,1.30837107181493,1.27941176470588,0.647128097864759,0.0526833052402209
"sekkel_toeplitz",0.9,26,1.28880800385924,1.30837107181493,1.27941176470588,0.647128097864759,0.0526833052402209
"sekkel_toeplitz",0.9,29,1.28654754426567,1.30837107181493,1.27941176470588,0.647128097864759,0.0526833052402209
"sekkel_toeplitz",0.9,32,1.28503887856494,1.30837107181493,1.27941176470588,0.647128097864759,0.0526833052402209
"sekkel_toeplitz",0.9,35,1.28337898748564,1.30837107181493,1.27941176470588,0.647128097864759,0.0526833052402209
"sekkel_toeplitz",0.9,38,1.28245334514449,1.30837107181493,1.27941176470588,0.647128097864759,0.0526833052402209
"sekkel_toeplitz",0.9,41,1.28152015202006,1.30837107181493,1.27941176470588,0.647128097864759,0.0526833052402209
"sekkel_toeplitz",0.9,44,1.28062083991144,1.30837107181493,1.27941176470588,0.647128097864759,0.0526833052402209
"sekkel_toeplitz",0.9,47,1.28000242776853,1.30837107181493,1.27941176470588,0.647128097864759,0.0526833052402209
