"design","rho","k","Q_exact_mc","Q_ave","Q_opt","avg_corr","min_eigen"
"sekkel_toeplitz",0.1,2,1.50250769421696,1.02434567901235,1.02433628318584,0.502217183169564,0.818440236509736
"sekkel_toeplitz",0.1,5,1.20339446289458,1.02434567901235,1.02433628318584,0.502217183169564,0.818440236509736
"sekkel_toeplitz",0.1,8,1.12859941530384,1.02434567901235,1.02433628318584,0.502217183169564,0.818440236509736
"sekkel_toeplitz",0.1,11,1.09470019212477,1.02434567901235,1.02433628318584,0.502217183169564,0.818440236509736
"sekkel_toeplitz",0.1,14,1.07532685787225,1.02434567901235,1.02433628318584,0.502217183169564,0.818440236509736
"sekkel_toeplitz",0.1,17,1.06277671969377,1.02434567901235,1.02433628318584,0.502217183169564,0.818440236509736
"sekkel_toeplitz",0.1,20,1.05400680264722,1.02434567901235,1.02433628318584,0.502217183169564,0.818440236509736
"sekkel_toeplitz",0.1,23,1.04752430480192,1.02434567901235,1.02433628318584,0.502217183169564,0.818440236509736
"sekkel_toeplitz",0.1,26,1.04253498196301,1.02434567901235,1.02433628318584,0.502217183169564,0.818440236509736
"sekkel_toeplitz",0.1,29,1.03861632639945,1.02434567901235,1.02433628318584,0.502217183169564,0.818440236509736
"sekkel_toeplitz",0.1,32,1.03540580874503,1.02434567901235,1.02433628318584,0.502217183169564,0.818440236509736
"sekkel_toeplitz",0.1,35,1.0327624772837,1.02434567901235,1.02433628318584,0.502217183169564,0.818440236509736
"sekkel_toeplitz",0.1,38,1.03052941698389,1.02434567901235,1.02433628318584,0.502217183169564,0.818440236509736
"sekkel_toeplitz",0.1,41,1.02864053288571,1.02434567901235,1.02433628318584,0.502217183169564,0.818440236509736
"sekkel_toeplitz",0.1,44,1.02700924347037,1.02434567901235,1.02433628318584,0.502217183169564,0.818440236509736
"sekkel_toeplitz",0.1,47,1.02558474170927,1.02434567901235,1.02433628318584,0.502217183169564,0.818440236509736
