"k","rsm_bagged","rsm_subset_avg","equal_weight","full_estimated","oracle_optimal","design","m","sigma_f2","require_positive_weights"
2,1.61314516905992,1.86012047246718,1.59890997484845,1.62034367043578,1.55397079224107,"el_random_posw",5,1.25,TRUE
3,1.59900210060751,1.71261347070443,1.59890997484845,1.62034367043578,1.55397079224107,"el_random_posw",5,1.25,TRUE
4,1.59583682934349,1.63995462934221,1.59890997484845,1.62034367043578,1.55397079224107,"el_random_posw",5,1.25,TRUE
