"k","rsm_bagged","rsm_subset_avg","equal_weight","full_estimated","oracle_optimal","design","m","sigma_f2","require_positive_weights"
2,1.33240568871194,1.49864151284678,1.32491478519774,1.35131477707387,1.30569171167426,"el_random_posw",6,0.75,TRUE
3,1.32956904898359,1.4155720548024,1.32491478519774,1.35131477707387,1.30569171167426,"el_random_posw",6,0.75,TRUE
4,1.32945051987229,1.37639980478318,1.32491478519774,1.35131477707387,1.30569171167426,"el_random_posw",6,0.75,TRUE
5,1.3372113599234,1.3582996285647,1.32491478519774,1.35131477707387,1.30569171167426,"el_random_posw",6,0.75,TRUE
