"Model","k","n_eval","MAFE","RMSFE","comparable_mean_MAFE","comparable_mean_RMSFE","rmsfe_gain_vs_comparable_mean_pct","coverage","success_rate"
"Mean",NA,165,0.682129348133039,0.974058509819092,0.682129348133039,0.974058509819092,NA,1,NA
"OLS-RSM(k*=4)",4,161,0.673192935087361,0.949593327428918,0.692791567148516,0.984885103248993,3.58333938686374,0.975757575757576,0.207490683229814
"OLS-RSM(k=sqrtN=6)",6,141,0.712002024559173,1.00980332359814,0.697579036718072,0.993771204148746,-1.61326061597072,0.854545454545454,0.0833900709219858
"OLS-RSM(k=sqrtT=13)",13,7,1.076678435856,1.22514941192278,1.42389076552206,1.93518451004511,36.6908216987425,0.0424242424242424,0.00257142857142857
