"k","Q_subset_mc","Q_bag_inf_mc","Q_bag_G_mc","R_bag_inf_mc","R_weight_exact_mc","R_weight_identity_gap","R_bag_inf_smallhet","R_bag_excess_smallhet.x","Q_bag_inf_smallhet_level","R_smallhet_abs_error","R_smallhet_rel_error","R_ratio_mc_to_smallhet","w_l2_mc","w_l2_smallhet","w_max_abs_mc","w_max_abs_smallhet","w_rmse_approx_error","w_max_approx_error","w_corr_with_approx","Q_bag_inf_smallhet","Q_bag_G_smallhet","R_bag_excess_smallhet.y","R_bag_G_excess_smallhet","Q_subset_leading","Q_subset_delta","L_bag_inf_smallhet","L_bag_G_smallhet","L_subset_leading","L_subset_delta","L_equal","L_oracle_optimal","L_full_estimated_theory"
1,9.36240773523941,1.17138527146744,1.18162404954716,0.0113852714674403,0.0113852714674403,1.04083408558608e-17,0.00659791548558127,0.00659791548558127,1.16659791548558,0.00478735598185901,0.420486766218086,1.72558613282044,0.0391383162043876,0.0287182770321908,0.019394350299105,0.011394350299105,0.00310045158001218,0.0112,0.834489436592508,1.16659791548558,1.17638966809122,0.00659791548558131,0.0163896680912243,9,9.32989577427906,2.16659791548558,2.17638966809122,10,10.3298957742791,2.16651456182473,2.16,2.71705263157895
2,5.07795019531241,1.16296078733239,1.16785452409236,0.00296078733238803,0.00296078733238809,-6.59194920871187e-17,0.00158284019978959,0.00158284019978959,1.16158284019979,0.00137794713259843,0.465398888169063,1.87055353584121,0.0199233938282044,0.0140660948729098,0.0074057479821541,0.00558090626894937,0.00191878709699056,0.00431732121079456,0.732770265814783,1.16158284019979,1.16638086164954,0.00158284019978949,0.00638086164953977,5,5.08079080186426,2.17066512104096,2.17548330224471,6.02521008403361,6.10634034304856,2.16651456182473,2.16,2.71705263157895
3,3.71291457144002,1.1621463155918,1.16533477591161,0.00214631559179512,0.00214631559179494,1.83013326715553e-16,0.000674478009516823,0.000674478009516823,1.16067447800952,0.0014718375822783,0.685750775843404,3.18218764957613,0.0167660969712143,0.00918203415314945,0.0068694335149876,0.00364309159223084,0.00164105969055376,0.00359568445113555,0.74947254834725,1.16067447800952,1.16380696824534,0.000674478009516921,0.00380696824533833,3.66666666666667,3.70182562673722,2.17890801790833,2.18206694266091,4.70604781997187,4.74150348012741,2.16651456182473,2.16,2.71705263157895
4,3.01849168470107,1.16093748721366,1.16325942996052,0.000937487213663601,0.000937487213663532,6.96057794735694e-17,0.000363421209066274,0.000363421209066274,1.16036342120907,0.000574066004597328,0.612345423202028,2.57961613212464,0.0108982488952177,0.00674000379326928,0.0038075874630845,0.00267418425387157,0.00120805333717659,0.00257143081192894,0.620997768244343,1.16036342120907,1.16266296693255,0.000363421209066184,0.00266296693255486,3,3.01935612961331,2.18782566808884,2.19015444532576,4.05084745762712,4.07044963973552,2.16651456182473,2.16,2.71705263157895
5,2.61221964285861,1.16073265870472,1.16254701743491,0.000732658704716727,0.000732658704716712,1.46367293285543e-17,0.000222586903095412,0.000222586903095412,1.1602225869031,0.000510071801621315,0.696192918118031,3.29156250672428,0.00967156481773982,0.00527478557734117,0.00407341218636515,0.00209283985085601,0.00112556282187689,0.00226224764388562,0.568631342677136,1.1602225869031,1.16202230866947,0.000222586903095401,0.00202230866946662,2.6,2.61211862027964,2.19699233306315,2.1988226883915,3.66127659574468,3.67360149041206,2.16651456182473,2.16,2.71705263157895
6,2.33841901742892,1.16047030423213,1.16194274012363,0.000470304232131014,0.000470304232130887,1.26689023854931e-16,0.000147780605072948,0.000147780605072948,1.16014778060507,0.000322523627058065,0.68577657827289,3.18244895464368,0.00805938023824309,0.0042979734333891,0.00413333006097102,0.00170527691551231,0.00105238718859822,0.00278775955616308,0.404893963141245,1.16014778060507,1.16161426254598,0.000147780605072922,0.0016142625459834,2.33333333333333,2.3415620261158,2.20630478446416,2.20780260148927,3.4045584045584,3.41296292410973,2.16651456182473,2.16,2.71705263157895
7,2.14922140944222,1.16060638574865,1.16184215452827,0.000606385748654681,0.000606385748654646,3.53449908230274e-17,0.00010369442777108,0.00010369442777108,1.16010369442777,0.000502691320883601,0.828995935341266,5.84781421421567,0.00841317300241163,0.00360025047342334,0.00325538559685462,0.00142844624740966,0.00105816645455144,0.00305154350877152,0.458202406659479,1.16010369442777,1.16133213623831,0.000103694427771028,0.00133213623830764,2.14285714285714,2.14876531374177,2.21572868226711,2.21698875777234,3.22378908645003,3.22984939907418,2.16651456182473,2.16,2.71705263157895
8,2.00231889999074,1.16031848166204,1.16137098218495,0.000318481662040293,0.000318481662040233,6.00105902470727e-17,7.57413767477442e-05,7.57413767477442e-05,1.16007574137675,0.000242740285292549,0.76217978685956,4.20485705060515,0.00634390800904309,0.00307695825344902,0.00200750860316508,0.00122082324633267,0.000922698278904702,0.00256265107836474,0.182998390021241,1.16007574137675,1.16112564670003,7.57413767478177e-05,0.00112564670002691,2,2.00441824697695,2.22525044047001,2.22633202397115,3.09051724137931,3.09506879753229,2.16651456182473,2.16,2.71705263157895
9,1.89152259335468,1.16022758598989,1.16114170474909,0.000227585989887702,0.000227585989887595,1.06929439261383e-16,5.7029200442522e-05,5.7029200442522e-05,1.16005702920044,0.00017055678944518,0.749416910633814,3.9906922790734,0.00543581042663579,0.00266995319346899,0.00191224992400608,0.00105933868993946,0.000717779600617253,0.00161455042375917,0.376077894506688,1.16005702920044,1.16096806902505,5.70292004424822e-05,0.000968069025053087,1.88888888888889,1.89229673135436,2.23486419904288,2.23580679003025,2.98893698893699,2.99246285192074,2.16651456182473,2.16,2.71705263157895
10,1.80273080878981,1.16032055055822,1.16112356338101,0.000320550558221999,0.00032055055822191,8.88503680351871e-17,4.39677833274887e-05,4.39677833274887e-05,1.16004396778333,0.00027658277489451,0.862836665855879,7.29057809975129,0.00666628438854014,0.00234434914548497,0.00301968601914979,0.000930151044824895,0.000858298664484671,0.00235699774615069,0.419164587397159,1.16004396778333,1.1608439128236,4.39677833274921e-05,0.000843912823598192,1.8,1.80269302672881,2.24456742739224,2.24539867462974,2.9095652173913,2.91236362342689,2.16651456182473,2.16,2.71705263157895
