"k","rsm_bagged","rsm_subset_avg","equal_weight","oracle_optimal","full_estimated"
1,2.38700628815393,20.578127171855,2.37136493977314,2.06250879038171,2.58220544224094
2,2.10458456558597,5.60555657117503,2.37136493977314,2.06250879038171,2.58220544224094
3,2.08155352180239,3.79939907996737,2.37136493977314,2.06250879038171,2.58220544224094
4,2.0746289566068,3.18293804993842,2.37136493977314,2.06250879038171,2.58220544224094
5,2.07070656066542,2.88156301897581,2.37136493977314,2.06250879038171,2.58220544224094
6,2.06972759154195,2.7116456391615,2.37136493977314,2.06250879038171,2.58220544224094
7,2.07067877089473,2.6013744664256,2.37136493977314,2.06250879038171,2.58220544224094
8,2.07222125646136,2.52954497901471,2.37136493977314,2.06250879038171,2.58220544224094
9,2.07349744334626,2.47592282421529,2.37136493977314,2.06250879038171,2.58220544224094
10,2.07658761067342,2.43950555676143,2.37136493977314,2.06250879038171,2.58220544224094
11,2.07835959335468,2.41033853363464,2.37136493977314,2.06250879038171,2.58220544224094
12,2.08196770949742,2.38971140097768,2.37136493977314,2.06250879038171,2.58220544224094
13,2.08554246132505,2.37378410500888,2.37136493977314,2.06250879038171,2.58220544224094
14,2.08977116751534,2.36220680671766,2.37136493977314,2.06250879038171,2.58220544224094
15,2.09431369965338,2.3538060794546,2.37136493977314,2.06250879038171,2.58220544224094
16,2.0993404624031,2.34809768135635,2.37136493977314,2.06250879038171,2.58220544224094
17,2.10434897965411,2.34399729208208,2.37136493977314,2.06250879038171,2.58220544224094
18,2.11036217492452,2.34191670181148,2.37136493977314,2.06250879038171,2.58220544224094
19,2.11613156255045,2.34078427701759,2.37136493977314,2.06250879038171,2.58220544224094
20,2.12247407697675,2.34106976012613,2.37136493977314,2.06250879038171,2.58220544224094
21,2.1299276931019,2.34292311661039,2.37136493977314,2.06250879038171,2.58220544224094
22,2.13702816530605,2.34503925088213,2.37136493977314,2.06250879038171,2.58220544224094
23,2.14547394182016,2.34884215219558,2.37136493977314,2.06250879038171,2.58220544224094
24,2.15376401804262,2.35246835942355,2.37136493977314,2.06250879038171,2.58220544224094
25,2.16198212564718,2.35650808751088,2.37136493977314,2.06250879038171,2.58220544224094
26,2.17200033491125,2.36224392303412,2.37136493977314,2.06250879038171,2.58220544224094
27,2.18162253127603,2.36782317748924,2.37136493977314,2.06250879038171,2.58220544224094
28,2.19194930081946,2.37382122965993,2.37136493977314,2.06250879038171,2.58220544224094
29,2.20244382459608,2.3800055998854,2.37136493977314,2.06250879038171,2.58220544224094
30,2.21380574718831,2.38686111556791,2.37136493977314,2.06250879038171,2.58220544224094
31,2.22577940328411,2.39428673588356,2.37136493977314,2.06250879038171,2.58220544224094
32,2.23831789857904,2.40183135698485,2.37136493977314,2.06250879038171,2.58220544224094
33,2.25108734502744,2.40971414250868,2.37136493977314,2.06250879038171,2.58220544224094
34,2.26490461518242,2.41806321421532,2.37136493977314,2.06250879038171,2.58220544224094
35,2.27925552263614,2.42665929516902,2.37136493977314,2.06250879038171,2.58220544224094
36,2.29370643014865,2.4350509753429,2.37136493977314,2.06250879038171,2.58220544224094
37,2.30914219520813,2.44398142099809,2.37136493977314,2.06250879038171,2.58220544224094
38,2.32531027309575,2.45322584284014,2.37136493977314,2.06250879038171,2.58220544224094
39,2.34211641727867,2.46288996460172,2.37136493977314,2.06250879038171,2.58220544224094
40,2.35941444568826,2.47240592817257,2.37136493977314,2.06250879038171,2.58220544224094
41,2.37761066837311,2.48220615110569,2.37136493977314,2.06250879038171,2.58220544224094
42,2.39697178620599,2.49267842979915,2.37136493977314,2.06250879038171,2.58220544224094
43,2.41703750824617,2.50327262431922,2.37136493977314,2.06250879038171,2.58220544224094
44,2.43728223018883,2.51343746677478,2.37136493977314,2.06250879038171,2.58220544224094
45,2.4593993961835,2.52473652459219,2.37136493977314,2.06250879038171,2.58220544224094
46,2.48184161985874,2.53570378604839,2.37136493977314,2.06250879038171,2.58220544224094
47,2.50578422725852,2.54732806471188,2.37136493977314,2.06250879038171,2.58220544224094
48,2.53005318453295,2.558689302928,2.37136493977314,2.06250879038171,2.58220544224094
49,2.55556233334803,2.57029066801187,2.37136493977314,2.06250879038171,2.58220544224094
50,2.58220544224118,2.58220544224118,2.37136493977314,2.06250879038171,2.58220544224094
