"scenario_id","B_target","H_target","B_actual","H_actual","V_delta","k","Q_subset_mc","Q_bag_inf_mc","Q_bag_G_mc","R_bag_inf_mc","R_weight_exact_mc","R_weight_identity_gap","R_bag_inf_smallhet","R_bag_excess_smallhet","Q_bag_inf_smallhet_level","R_smallhet_abs_error","R_smallhet_rel_error","R_ratio_mc_to_smallhet","w_l2_mc","w_l2_smallhet","w_max_abs_mc","w_max_abs_smallhet","w_rmse_approx_error","w_max_approx_error","w_corr_with_approx"
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,18,1.16702498755982,1.06005285612461,1.0601865712889,5.28561246107007e-05,5.2856124610708e-05,-7.31158840069912e-18,3.67445088269759e-06,3.67445088269759e-06,1.06000367445088,4.91816737280031e-05,0.930482022475903,14.3847683090804,0.00420053200272395,0.00110671448933282,0.00136051876753032,0.000429792992009744,0.000569343212984407,0.00163755493494359,0.286278963977688
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,19,1.15827448671941,1.06003385169075,1.06015665248453,3.38516907472108e-05,3.38516907472064e-05,4.47233396150271e-18,3.09495034582824e-06,3.09495034582824e-06,1.06000309495035,3.07567404013826e-05,0.908573241763907,10.9377169145348,0.00335221057704858,0.00101570178461795,0.0012510009624637,0.00039444817358789,0.000419249937363144,0.000977648952296494,0.511100956957224
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,20,1.15020750142401,1.06005162024978,1.06016431510125,5.16202497846674e-05,5.16202497846845e-05,-1.7130394325271e-17,2.61589325535795e-06,2.61589325535795e-06,1.06000261589326,4.90043565293094e-05,0.949324281337846,19.7333165942216,0.00419112335061748,0.000933790350374563,0.00160467010296153,0.000362637837008221,0.000582334582626078,0.00144771418311865,0.189312843472749
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,21,1.14300821677153,1.06003775606973,1.06014146914561,3.77560697295554e-05,3.77560697295155e-05,3.98715348931544e-17,2.21714913354098e-06,2.21714913354098e-06,1.06000221714913,3.55389205960144e-05,0.94127701454568,17.0291069546845,0.00355507996326069,0.000859680005106741,0.00127737590773562,0.000333857056293283,0.000497518037368583,0.00107662226897618,0.16383469185712
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,22,1.13653491571346,1.06003394740051,1.0601295736109,3.39474005099927e-05,3.39474005099392e-05,5.35121534757377e-17,1.88325097539085e-06,1.88325097539085e-06,1.06000188325098,3.20641495346018e-05,0.944524442310789,18.0259566853256,0.00340609170157029,0.000792306963954175,0.00139094573603015,0.000307692710188794,0.000467561965700189,0.00108325302584136,0.240581718393041
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,23,1.13061469755825,1.06002843676847,1.06011666959446,2.84367684721953e-05,2.84367684722986e-05,-1.03246540006721e-16,1.60217280668426e-06,1.60217280668426e-06,1.06000160217281,2.68345956655111e-05,0.943658408013174,17.7488772456736,0.00328859140121276,0.000730792448119223,0.00174801381697231,0.00028380352461513,0.00044063734813778,0.00146421029235718,0.341372812647973
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,24,1.12515991648871,1.06002748271965,1.06010889826186,2.74827196502514e-05,2.74827196502886e-05,-3.71813582526748e-17,1.36446283998609e-06,1.36446283998609e-06,1.06000136446284,2.61182568102653e-05,0.950351971808088,20.141786822521,0.0031114128475993,0.000674404141937185,0.00112855938305876,0.000261905104505938,0.000424940108483671,0.000971071614721616,0.263780164667295
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,25,1.12018167218454,1.06002889417239,1.06010408514491,2.88941723931568e-05,2.88941723932687e-05,-1.11832065960091e-16,1.16261922460353e-06,1.16261922460353e-06,1.06000116261922,2.77315531685533e-05,0.959762847373373,24.8526532003719,0.00324417300078265,0.000622526900249709,0.00164149400339423,0.000241758558005481,0.000434165399469,0.00139973544538875,0.368199041803976
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,26,1.11553811689392,1.0600206900362,1.06009008681977,2.06900361954254e-05,2.06900361954735e-05,-4.80504850318419e-17,9.90634132206561e-07,9.90634132206561e-07,1.06000099063413,1.96994020632189e-05,0.952120232035863,20.8856484172819,0.00277722831697422,0.000574640215615116,0.00123299320975607,0.000223161745851213,0.000373405802190442,0.00136718397094275,0.335738170697364
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,27,1.11120175975323,1.0600191142163,1.06008309252322,1.91142162959679e-05,1.91142162958897e-05,7.8201469822306e-17,8.43656474369368e-07,8.43656474369368e-07,1.06000084365647,1.82705598215985e-05,0.955862355991685,22.6563973331156,0.00256820412525686,0.000530300692805308,0.00100291785530275,0.000205942475338002,0.000352554630666565,0.000979308734481074,0.243095286802733
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,28,1.10709794066409,1.06001113125936,1.06006998977111,1.11312593567003e-05,1.113125935665e-05,5.03882959662638e-17,7.17739419270548e-07,7.17739419270548e-07,1.06000071773942,1.04135199374298e-05,0.93552037588285,15.5087752711329,0.00200852898493829,0.000489128278767628,0.000978064079447446,0.000189953152718592,0.000302524385990991,0.00109425523607545,-0.154013805258751
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,29,1.10360768949853,1.06002171748962,1.06007619995464,2.17174896248729e-05,2.17174896249121e-05,-3.92718355664984e-17,6.09649319916954e-07,6.09649319916954e-07,1.06000060964932,2.11078403049559e-05,0.971928186431883,35.622921104597,0.00279850161056552,0.000450795341560134,0.00102134779619777,0.000175066542003969,0.000373659351036759,0.00103071461013657,0.417645328910781
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,30,1.10010792285883,1.06001531943014,1.06006543518442,1.5319430135996e-05,1.53194301360335e-05,-3.75133951679985e-17,5.16719655379348e-07,5.16719655379348e-07,1.06000051671966,1.48027104806167e-05,0.966270308308322,29.6474693317972,0.00230568721890029,0.000415017933499806,0.000959533470209471,0.000161172372003654,0.000309736570683302,0.000896381008460911,0.361372744819408
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,31,1.09679574290777,1.06001301395412,1.06005899236532,1.30139541241192e-05,1.3013954124132e-05,-1.27918915694344e-17,4.36738335152836e-07,4.36738335152836e-07,1.06000043673834,1.25772157889664e-05,0.966440765735956,29.7980577307577,0.00207632219461753,0.000381548745314338,0.00065073988575521,0.000148174600067875,0.000298989660147373,0.000647443369846491,-0.00823481713868578
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,32,1.09379931945926,1.06001928799552,1.06006151303485,1.92879955207559e-05,1.92879955207437e-05,1.21769456497278e-17,3.67859989034712e-07,3.67859989034712e-07,1.06000036785999,1.89201355317212e-05,0.980928034297869,52.4329801981695,0.00265830065668265,0.000350171381390461,0.00126297612705879,0.000135989188878083,0.00037087176265101,0.00112698693818071,0.167527280491965
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,33,1.09094449685796,1.06001779338159,1.06005645176093,1.77933815879161e-05,1.77933815880571e-05,-1.4096661121385e-16,3.08537149596346e-07,3.08537149596346e-07,1.06000030853715,1.74848444383198e-05,0.982660004897221,57.6701431616739,0.00255914789918103,0.000320695675886214,0.00102199928954281,0.000124542287457369,0.000360159630904981,0.000977876665110002,0.101336752892075
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,34,1.08826671381546,1.06001042982123,1.06004575017622,1.04298212313392e-05,1.04298212314239e-05,-8.47253175820586e-17,2.57465849047149e-07,2.57465849047149e-07,1.06000025746585,1.0172355382292e-05,0.975314452344253,40.509532700895,0.00191705577236729,0.000292953835411628,0.000687248745204518,0.00011376873317905,0.000270420069310139,0.000727554533613729,0.0931022466974164
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,35,1.08578422994973,1.06000814328231,1.06004036339064,8.14328230869243e-06,8.14328230872701e-06,-3.45724967751315e-17,2.13542306559833e-07,2.13542306559833e-07,1.06000021354231,7.9297400021326e-06,0.973776875409085,38.1342809295298,0.00167308284890435,0.000266797242964161,0.000556169182442275,0.000103610810573778,0.000226961763141893,0.000512034350990037,0.330221925439525
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,36,1.08338400151037,1.06001269107593,1.06004190521397,1.26910759306043e-05,1.26910759305542e-05,5.00630353145182e-17,1.75828216066584e-07,1.75828216066584e-07,1.06000017582822,1.25152477145377e-05,0.986145523277299,72.1788357666003,0.00209413799552495,0.000242093794541553,0.0008425100717066,9.40172170021315e-05,0.000291702929944293,0.000875818327405879,0.186885281424495
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,37,1.08106582501191,1.06000891626919,1.06003523740512,8.91626919052868e-06,8.91626919057779e-06,-4.91092762159098e-17,1.43522753073774e-07,1.43522753073774e-07,1.06000014352275,8.77274643745491e-06,0.983903272769486,62.1244297477034,0.00173365301877867,0.000218725667655303,0.000521784143859609,8.49421960559798e-05,0.000248212571661162,0.000512432413694687,-0.0357077112951268
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,38,1.07899855664247,1.06000619450644,1.06002993495911,6.19450643668529e-06,6.19450643660825e-06,7.70351054539369e-17,1.15939867273482e-07,1.15939867273482e-07,1.06000011593987,6.0785665694118e-06,0.981283437436297,53.4286141804311,0.00145042133298143,0.000196587442184119,0.000513536277207984,7.63448077912045e-05,0.000199127742999391,0.000501757375720785,0.280176016549838
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,39,1.07691216039036,1.06000647738995,1.0600276094937,6.47738995263047e-06,6.47738995263982e-06,-9.34785560589846e-18,9.24897608001495e-08,9.24897608001495e-08,1.06000009248976,6.38490019183033e-06,0.985721137452503,70.0335896275775,0.00152939373173871,0.000175584510326841,0.000608393033361503,6.81883112323151e-05,0.000217788848977389,0.000578847854175154,-0.00321003165797273
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,40,1.07495589116704,1.06000722725099,1.06002591308088,7.22725098567523e-06,7.22725098583084e-06,-1.55613504937771e-16,7.26637015377208e-08,7.26637015377208e-08,1.0600000726637,7.15458728413751e-06,0.989945872686344,99.4616408568651,0.00162194578853855,0.000155631725062427,0.0008277080865337,6.04396395013702e-05,0.000236824102236565,0.000864678000006246,-0.295835738846086
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,41,1.07318639974361,1.06000381679474,1.06002029502343,3.81679474292795e-06,3.81679474296964e-06,-4.16824913343841e-17,5.60215093354469e-08,5.60215093354469e-08,1.06000005602151,3.76077323359251e-06,0.985322367822046,68.1308802316207,0.0011084861334868,0.000136652246396278,0.000441287426719752,5.30689517573007e-05,0.000155876423615765,0.000433099653734747,0.107416791935373
"joint_BH_m50_T240_B3_H1p05",3,1.05,3,1.04693768516818,0.046524145971218,42,1.07146672555791,1.06000572898046,1.06002005522619,5.72898046380388e-06,5.72898046398875e-06,-1.84871717001829e-16,4.21811963574978e-08,4.21811963574978e-08,1.0600000421812,5.68679926744638e-06,0.992637224611953,135.818349371818,0.00139885043632282,0.000118576552428516,0.000628130516586587,4.60492491439011e-05,0.000194174830224948,0.000610021289159629,0.258181896013774
