"k","rsm_bagged","rsm_subset_avg","equal_weight","oracle_optimal","full_estimated","Q_bag_inf_smallhet","Q_bag_G_smallhet","R_bag_excess_smallhet","R_bag_G_excess_smallhet","Q_subset_leading","Q_subset_delta","L_bag_inf_smallhet","L_bag_G_smallhet","L_subset_leading","L_subset_delta","L_equal","L_oracle_optimal","L_full_estimated_theory"
1,2.6537011485734,32.6042167141044,2.61763842460737,2.16443842808118,2.71741093400946,1.66186995449014,1.67104261704703,0.501869954490142,0.51104261704703,9,34.0934977245071,2.66186995449014,2.67104261704703,10,35.0934977245071,2.61085751615205,2.16,2.71705263157895
2,2.31807962182986,11.7266256128858,2.61763842460737,2.16443842808118,2.71741093400946,1.28039862298472,1.28504812470599,0.120398622984724,0.125048124705993,5,11.1453463815119,2.28998012980399,2.29464916724677,6.02521008403361,12.1963772486612,2.61085751615205,2.16,2.71705263157895
3,2.2544535871109,7.24507720687543,2.61763842460737,2.16443842808118,2.71741093400946,1.21130412001799,1.2143733232013,0.0513041200179889,0.0543733232013,3.66666666666667,6.34103036973205,2.22996491427974,2.23306001791186,4.70604781997187,7.40297999310532,2.61085751615205,2.16,2.71705263157895
4,2.22534959930291,5.48774591613953,2.61763842460737,2.16443842808118,2.71741093400946,1.18764360744745,1.18990905293814,0.0276436074474475,0.0299090529381381,3,4.47232257057057,2.21545263635568,2.21774687988227,4.05084745762712,5.54188599307782,2.61085751615205,2.16,2.71705263157895
5,2.2134651631559,4.58477321030399,2.61763842460737,2.16443842808118,2.71741093400946,1.17693105635723,1.17870989253678,0.0169310563572267,0.0187098925367803,2.6,3.52180195722679,2.21398520199735,2.21579431623953,3.66127659574468,4.59876879905193,2.61085751615205,2.16,2.71705263157895
6,2.20380237046718,4.04450101176896,2.61763842460737,2.16443842808118,2.71741093400946,1.17124092081879,1.17269353633443,0.0112409208187898,0.0126935363344332,2.33333333333333,2.9592482425614,2.21763495758842,2.21911861189713,3.4045584045584,4.04384756398365,2.61085751615205,2.16,2.71705263157895
7,2.20013595689954,3.69928285298379,2.61763842460737,2.16443842808118,2.71741093400946,1.16788750899585,1.16910622103817,0.00788750899584589,0.00910622103817249,2.14285714285714,2.59226172517859,2.22371293841205,2.2249630335971,3.22378908645003,3.68476631896002,2.61085751615205,2.16,2.71705263157895
8,2.19856702237589,3.45241236371521,2.61763842460737,2.16443842808118,2.71741093400946,1.16576126223267,1.16680406065488,0.00576126223266749,0.00680406065487671,2,2.33607363023893,2.23110750721383,2.23218176938153,3.09051724137931,3.43673102425476,2.61085751615205,2.16,2.71705263157895
9,2.19672902148006,3.27363063643707,2.61763842460737,2.16443842808118,2.71741093400946,1.16433792192295,1.16524361063166,0.00433792192295357,0.0052436106316609,1.88888888888889,2.1481061745288,2.23929334779042,2.24023040234185,2.98893698893699,3.2571314965904,2.61085751615205,2.16,2.71705263157895
10,2.19705136225152,3.14026675538829,2.61763842460737,2.16443842808118,2.71741093400946,1.16334440619402,1.16414022568628,0.00334440619402021,0.00414022568627748,1.8,2.00484487938373,2.24799701339292,2.24882397364791,2.9095652173913,3.12242576596831,2.61085751615205,2.16,2.71705263157895
11,2.19784706379015,3.03768237956333,2.61763842460737,2.16443842808118,2.71741093400946,1.16262750094065,1.16333330747357,0.00262750094065312,0.00333330747356841,1.72727272727273,1.89233368380094,2.2570653830778,2.25780201085669,2.84636760619293,3.01863646475295,2.61085751615205,2.16,2.71705263157895
