"k","rsm_bagged","rsm_subset_avg","equal_weight","oracle_optimal","full_estimated","Q_bag_inf_smallhet","Q_bag_G_smallhet","R_bag_excess_smallhet","R_bag_G_excess_smallhet","Q_subset_leading","Q_subset_delta","L_bag_inf_smallhet","L_bag_G_smallhet","L_subset_leading","L_subset_delta","L_equal","L_oracle_optimal","L_full_estimated_theory"
11,2.08753209442447,2.38198817706453,2.0706852845526,2.06829318707799,2.6109472538869,1.0600108591973,1.06027675471421,1.08591973013716e-05,0.000276754714213956,1.27272727272727,1.27340945307056,2.14996766527579,2.15024517195064,2.37197300516078,2.37268497503871,2.06212871843815,2.06,2.59126315789474
12,2.09099088039312,2.36809394347888,2.0706852845526,2.06829318707799,2.6109472538869,1.06000866280585,1.06024615197735,8.66280585354318e-06,0.000246151977346232,1.25,1.25055852300898,2.15939504566052,2.15964399264292,2.35855263157895,2.35913810087345,2.06212871843815,2.06,2.59126315789474
13,2.09499355717613,2.35808311940053,2.0706852845526,2.06829318707799,2.6109472538869,1.06000699794659,1.06022045073762,6.99794659286823e-06,0.000220450737621114,1.23076923076923,1.2312326083139,2.16890604629619,2.1691307829352,2.34869535750593,2.34918323077983,2.06212871843815,2.06,2.59126315789474
14,2.09963753297075,2.35090881296145,2.0706852845526,2.06829318707799,2.6109472538869,1.06000571219218,1.0601985621948,5.71219218015173e-06,0.000198562194797081,1.21428571428571,1.21467446069798,2.17850161599085,2.17870555913521,2.34165613147914,2.3420672394107,2.06212871843815,2.06,2.59126315789474
15,2.10509169453191,2.34680395805349,2.0706852845526,2.06829318707799,2.6109472538869,1.06000470335165,1.06017969747247,4.70335165458913e-06,0.000179697472465046,1.2,1.20032923461582,2.18818277378242,2.18836865642631,2.33688888888889,2.33723860921414,2.06212871843815,2.06,2.59126315789474
16,2.11079502436251,2.34427442093101,2.0706852845526,2.06829318707799,2.6109472538869,1.06000390096226,1.06016327108606,3.90096226188241e-06,0.000163271086059069,1.1875,1.18778109875123,2.19795059075884,2.19812063298914,2.333984375,2.33428429732832,2.06212871843815,2.06,2.59126315789474
17,2.11590713337801,2.34227636571698,2.0706852845526,2.06829318707799,2.6109472538869,1.06000325524677,1.06014883941301,3.25524677391442e-06,0.000148839413009583,1.17647058823529,1.1767122656473,2.20780617939004,2.20796220905699,2.33262991295173,2.33288893044711,2.06212871843815,2.06,2.59126315789474
18,2.12241550527194,2.34265506639003,2.0706852845526,2.06829318707799,2.6109472538869,1.0600027302903,1.06013606021077,2.73029030295469e-06,0.000136060210773392,1.16666666666667,1.16687570451798,2.21775068711434,2.21789422698367,2.33258258258258,2.33280762783693,2.06212871843815,2.06,2.59126315789474
19,2.12873149014215,2.34352766644315,2.0706852845526,2.06829318707799,2.6109472538869,1.06000229969407,1.06012466524051,2.29969407317121e-06,0.000124665240508248,1.15789473684211,1.15807648685757,2.22778529242934,2.22791762440037,2.33365086925458,2.33384742243873,2.06212871843815,2.06,2.59126315789474
20,2.13631675377764,2.34617857476502,2.0706852845526,2.06829318707799,2.6109472538869,1.06000194373206,1.0601144413024,1.94373206130471e-06,0.000114441302396129,1.15,1.15015873811834,2.23791120250892,2.23803341577851,2.33568181818182,2.33585426550129,2.06212871843815,2.06,2.59126315789474
21,2.1435217265223,2.34893497698627,2.0706852845526,2.06829318707799,2.6109472538869,1.06000164744637,1.06010521681564,1.64744637287662e-06,0.000105216815636577,1.14285714285714,1.14299632367141,2.24812965177937,2.24824267953853,2.3385518590998,2.33870375049072,2.06212871843815,2.06,2.59126315789474
22,2.15110313800695,2.35238246757979,2.0706852845526,2.06829318707799,2.6109472538869,1.06000139934429,1.06009685214057,1.39934429399524e-06,9.68521405682043e-05,1.13636363636364,1.13648607898935,2.25844190111599,2.2585465489064,2.34216013344454,2.34229437100209,2.06212871843815,2.06,2.59126315789474
23,2.15954618714594,2.35692974056023,2.0706852845526,2.06829318707799,2.6109472538869,1.06000119048996,1.06008923248011,1.19048995816939e-06,8.92324801065048e-05,1.1304347826087,1.13054280854934,2.26884923745207,2.26894620535827,2.34642356241234,2.34654254029167,2.06212871843815,2.06,2.59126315789474
24,2.16844307656488,2.36203792075408,2.0706852845526,2.06829318707799,2.6109472538869,1.06000101386024,1.06008226259292,1.01386024176087e-06,8.22625929166598e-05,1.125,1.12509553683048,2.27935297366943,2.27944287388753,2.35127314814815,2.35137885788188,2.06212871843815,2.06,2.59126315789474
25,2.17801288389296,2.36791440598025,2.0706852845526,2.06829318707799,2.6109472538869,1.06000086388092,1.06007586280107,8.63880916135429e-07,7.58628010650853e-05,1.12,1.12008466032978,2.28995444868623,2.29003781957886,2.3566511627907,2.3567452735759,2.06212871843815,2.06,2.59126315789474
26,2.18787303211882,2.37405712577161,2.0706852845526,2.06829318707799,2.6109472538869,1.06000073608788,1.060069965937,7.36087881314518e-07,6.99659370020367e-05,1.11538461538462,1.11545975768916,2.30065502768693,2.30073234513525,2.36250898634076,2.36259290695191,2.06212871843815,2.06,2.59126315789474
27,2.1977962187357,2.38024179104937,2.0706852845526,2.06829318707799,2.6109472538869,1.06000062687655,1.06006451498184,6.2687654955873e-07,6.45149818427893e-05,1.11111111111111,1.11117788709139,2.31145610245772,2.31152778911108,2.36880542514345,2.36888035218236,2.06212871843815,2.06,2.59126315789474
28,2.20814928546185,2.38664584704857,2.0706852845526,2.06829318707799,2.6109472538869,1.06000053331424,1.06005946121902,5.33314238992944e-07,5.94612190247812e-05,1.10714285714286,1.10720224895584,2.32235909180237,2.32242552467616,2.37550539083558,2.37557234670022,2.06212871843815,2.06,2.59126315789474
29,2.219771363494,2.39435899911376,2.0706852845526,2.06829318707799,2.6109472538869,1.0600004529982,1.06005476277678,4.52998197397747e-07,5.47627767772951e-05,1.10344827586207,1.10350112565177,2.33336544202166,2.33342695878507,2.38257885275372,2.38263871578565,2.06212871843815,2.06,2.59126315789474
30,2.23125460149923,2.4018401331381,2.0706852845526,2.06829318707799,2.6109472538869,1.06000038394707,1.06005038346714,3.83947073911983e-07,5.03834671401471e-05,1.1,1.10004703351655,2.34447662744453,2.34453353166022,2.39,2.39005352862121,2.06212871843815,2.06,2.59126315789474
31,2.24385352757428,2.41009733704607,2.0706852845526,2.06829318707799,2.6109472538869,1.06000032451718,1.06004629185347,3.24517180683159e-07,4.62918534698264e-05,1.09677419354839,1.09681603918486,2.3556941510029,2.35574671652143,2.39774656582806,2.39779441801522,2.06212871843815,2.06,2.59126315789474
32,2.25671045228686,2.41825020687085,2.0706852845526,2.06829318707799,2.6109472538869,1.06000027333732,1.06004246049565,2.7333732122159e-07,4.24604956494878e-05,1.09375,1.09378720424649,2.36701954484433,2.36706801951183,2.40579927884615,2.4058420279563,2.06212871843815,2.06,2.59126315789474
33,2.27015470042286,2.42688832021811,2.0706852845526,2.06829318707799,2.6109472538869,1.06000022925765,1.06003886533472,2.29257653527881e-07,3.88653347178636e-05,1.09090909090909,1.0909421309827,2.37845437097864,2.3784989797826,2.41414141414141,2.41417956185925,2.06212871843815,2.06,2.59126315789474
34,2.28456290868151,2.43617377618569,2.0706852845526,2.06829318707799,2.6109472538869,1.06000019130927,1.06003548518778,1.91309268648965e-07,3.54851877790718e-05,1.08823529411765,1.08826458834941,2.3900002219559,2.39004116970815,2.42275842375785,2.42279241075489,2.06212871843815,2.06,2.59126315789474
35,2.29844120206173,2.4445004399595,2.0706852845526,2.06829318707799,2.6109472538869,1.06000015867201,1.06003230133081,1.58672005090565e-07,3.23013308078934e-05,1.08571428571429,1.08574020214177,2.4016587215737,2.40169619521006,2.43163763066202,2.43166784542382,2.06212871843815,2.06,2.59126315789474
36,2.31383815765884,2.45404336431122,2.0706852845526,2.06829318707799,2.6109472538869,1.06000013064866,1.06002929715201,1.30648657004073e-07,2.92971520130525e-05,1.08333333333333,1.08335619684832,2.41343152561289,2.41346569617319,2.44076797385621,2.44079476003308,2.06212871843815,2.06,2.59126315789474
37,2.33037770599308,2.46424291117032,2.0706852845526,2.06829318707799,2.6109472538869,1.06000010664417,1.06002645786222,1.06644174380222e-07,2.64578622206635e-05,1.08108108108108,1.08110117940627,2.42532032260078,2.42535134694124,2.45013979496738,2.45016345752758,2.06212871843815,2.06,2.59126315789474
38,2.34717829261797,2.47435517098936,2.0706852845526,2.06829318707799,2.6109472538869,1.06000008614879,1.06002377025163,8.61487894354696e-08,2.37702516296956e-05,1.07894736842105,1.07896495713223,2.43732683460179,2.43735485688188,2.45974465867639,2.45976546908219,2.06212871843815,2.06,2.59126315789474
39,2.36410669275581,2.48406417933559,2.0706852845526,2.06829318707799,2.6109472538869,1.06000006872425,1.0600212224845,6.87242542873889e-08,2.12224845028697e-05,1.07692307692308,1.07693838368882,2.44945281803531,2.44947797101391,2.46957520091848,2.46959340150063,2.06212871843815,2.06,2.59126315789474
40,2.38267648445534,2.49503527456897,2.0706852845526,2.06829318707799,2.6109472538869,1.06000005399256,1.06001880392507,5.39925573139755e-08,1.88039250665906e-05,1.075,1.07501322817653,2.46170006452111,2.46172247069045,2.479625,2.47964080767095,2.06212871843815,2.06,2.59126315789474
41,2.40121952222505,2.50524789537891,2.0706852845526,2.06829318707799,2.6109472538869,1.06000004162662,1.06001650498922,4.16266234815055e-08,1.65049892244529e-05,1.07317073170732,1.07318206339929,2.47407040175258,2.47409017433379,2.48988846672386,2.48990207614286,2.06212871843815,2.06,2.59126315789474
42,2.42085240427244,2.51610977074567,2.0706852845526,2.06829318707799,2.6109472538869,1.06000003134262,1.06001431701773,3.13426182785292e-08,1.43170177258067e-05,1.07142857142857,1.07143817010542,2.48656569439841,2.48658293821837,2.50036075036075,2.5003723366424,2.06212871843815,2.06,2.59126315789474
43,2.44129630667907,2.52726576873628,2.0706852845526,2.06829318707799,2.6109472538869,1.06000002289355,1.06001223216725,2.28935450596879e-08,1.22321672537673e-05,1.06976744186047,1.06977545460125,2.49918784503329,2.49920265729936,2.51103765789163,2.51104737893248,2.06212871843815,2.06,2.59126315789474
44,2.4628221667824,2.5386857041271,2.0706852845526,2.06829318707799,2.6109472538869,1.0600000160639,1.06001024331655,1.60639013202513e-08,1.02433165487525e-05,1.06818181818182,1.0681883776082,2.51193879509833,2.51195126608498,2.52191558441558,2.52192358289979,2.06212871843815,2.06,2.59126315789474
45,2.48499429936648,2.55017126218406,2.0706852845526,2.06829318707799,2.6109472538869,1.0600000106652,1.0600083439852,1.0665196503723e-08,8.34398519833357e-06,1.06666666666667,1.06667189261295,2.52482052589222,2.52483073955109,2.53299145299145,2.53299785812561,2.06212871843815,2.06,2.59126315789474
46,2.50823531378305,2.56197114802811,2.0706852845526,2.06829318707799,2.6109472538869,1.06000000653218,1.06000652826315,6.53218079627038e-09,6.52826314606614e-06,1.06521739130435,1.06522139226511,2.53783505959377,2.53784309409738,2.54426266248319,2.54426759150187,2.06212871843815,2.06,2.59126315789474
47,2.53218613971914,2.57374302970036,2.0706852845526,2.06829318707799,2.6109472538869,1.06000000351966,1.0600047907493,3.51965967482215e-09,4.79074930259671e-06,1.06382978723404,1.06383266162279,2.55098446031709,2.55099038854447,2.55572704222247,2.55573060169868,2.06212871843815,2.06,2.59126315789474
48,2.55740528719129,2.58600412322534,2.0706852845526,2.06829318707799,2.6109472538869,1.06000000149979,1.06000312649792,1.49979317853877e-09,3.12649791855968e-06,1.0625,1.06250183724674,2.56427083520026,2.56427472517189,2.5673828125,2.56738509948943,2.06212871843815,2.06,2.59126315789474
49,2.58358514084658,2.5983615525844,2.0706852845526,2.06829318707799,2.6109472538869,1.0600000003598,1.0600015309716,3.59800411686706e-10,1.53097159572013e-06,1.06122448979592,1.06122537130706,2.57769633552876,2.57769825079692,2.57922855005877,2.5792296531015,2.06212871843815,2.06,2.59126315789474
50,2.61094725388689,2.61094725388689,2.0706852845526,2.06829318707799,2.6109472538869,1.06,1.06,0,0,1.06,1.06,2.59126315789474,2.59126315789474,2.59126315789474,2.59126315789474,2.06212871843815,2.06,2.59126315789474
