"scenario_id","B_target","H_target","m","T_train","s","q","B_scale","H","V_delta","C_delta","Q_ave","Q_opt","L_equal","L_oracle_optimal","L_full_estimated_theory","kstar_subset_sqrt_cont","kstar_subset_sqrt_int","kstar_bag_cube_local_cont","kstar_bag_cube_local_int","kstar_bag_inf_grid","kstar_bag_G_grid","kstar_subset_grid","n_rep","G_bag","N_subsets_pop","kstar_empirical_bagged","kstar_empirical_subset_avg","min_bagged_mspe","min_subset_avg_mspe","equal_weight_mspe","oracle_optimal_mspe","full_estimated_mspe","bagged_gain_vs_equal","bagged_gap_vs_oracle","min_weight_R_mc","max_abs_weight_identity_gap","mean_weight_R_ratio","mean_smallhet_rel_error","median_weight_corr_with_approx"
"baseline_m50_T240_B3_H1p05",3,1.05,50,240,1,1,3,1.03547864063579,0.0345696346612731,0.00215970229037525,1.06212871843815,1.06,2.06212871843815,2.06,2.59126315789474,17.5328663106743,18,0.795406804519895,1,1,1,18,500,800,2500,3,17,2.07024206230482,2.34227636571698,2.0706852845526,2.06829318707799,2.6109472538869,0.000443222247789699,0.00194887522682929,6.87066076738422e-29,8.88178419700057e-16,105.033961252139,0.914332499862031,0.156079709373609
"baseline_m50_T240_B8_H1p05",8,1.05,50,240,1,1,8,1.04071601140455,0.041236971784883,0.00686996614492011,1.16651456182473,1.16,2.16651456182473,2.16,2.71705263157895,27.2409987036266,27,1.15145603681906,1,1,2,27,500,800,2500,3,28,2.13296124762067,2.54123582497648,2.13395379080315,2.12843829921348,2.67711323992955,0.000992543182479988,0.00452294840718181,1.50318365260736e-28,1.55431223447507e-15,90.018551034133,0.901805790459882,0.246170354156785
"baseline_m50_T240_B3_H6",3,6,50,240,1,1,3,2.95135097680283,1.70267724218725,0.106373005551057,1.17708105860817,1.06,2.17708105860817,2.06,2.59126315789474,17.5328663106743,18,2.91564838773028,3,3,3,18,500,800,2500,6,19,2.04710248966977,2.31578373236027,2.1508815161528,2.03791467630539,2.55099053890449,0.103779026483029,0.00918781336437346,9.71968435204359e-29,6.66133814774997e-16,5.57865887624084,0.722375729967368,0.79891223369833
"baseline_m50_T240_B8_H6",8,6,50,240,1,1,8,3.81785947595028,3.13668721556339,0.522563467815642,1.61085751615205,1.16,2.61085751615205,2.16,2.71705263157895,27.2409987036266,27,4.87875313972289,5,5,5,27,500,800,2500,9,30,2.19672902148006,2.59755107335371,2.61763842460737,2.16443842808118,2.71741093400946,0.420909403127306,0.0322905933988809,1.84973315783666e-28,1.11022302462534e-15,7.18565673535293,0.783069319479518,0.84388888494253
