"k","Q_subset_mc","Q_bag_inf_mc","Q_bag_G_mc","R_bag_inf_mc","R_weight_exact_mc","R_weight_identity_gap","R_bag_inf_smallhet","R_bag_excess_smallhet","Q_bag_inf_smallhet_level","R_smallhet_abs_error","R_smallhet_rel_error","R_ratio_mc_to_smallhet","w_l2_mc","w_l2_smallhet","w_max_abs_mc","w_max_abs_smallhet","w_rmse_approx_error","w_max_approx_error","w_corr_with_approx"
1,28.5044665618492,1.54849915323414,1.58219411249491,0.38849915323414,0.388499153234141,-3.33066907387547e-16,0.295655134730437,0.295655134730437,1.45565513473044,0.0928440185037033,0.23898126348746,1.31402809421306,0.189987376023835,0.192241753636677,0.125572013120285,0.127172013120285,0.0025947639584363,0.008,0.995461035715852
2,9.48776090094611,1.27252701065218,1.28279605301505,0.11252701065218,0.11252701065218,-1.38777878078145e-16,0.070927679135665,0.070927679135665,1.23092767913567,0.041599331516515,0.369683076760105,1.58650349233826,0.156153160955918,0.0941592262710252,0.116342684693526,0.0622883329568744,0.00984958379461193,0.0540543517366511,0.965740010964603
3,5.56122787798291,1.21336267728243,1.2187975087833,0.0533626772824276,0.0533626772824277,-9.71445146547012e-17,0.0302236194465054,0.0302236194465054,1.19022361944651,0.0231390578359222,0.433618757796883,1.76559519540263,0.123443308518023,0.0614650504824748,0.0971589416208951,0.0406604395690708,0.00978032261446641,0.0564985020518244,0.937961294403211
4,3.99527943514992,1.19163854909815,1.19514310020571,0.0316385490981457,0.0316385490981457,-4.85722573273506e-17,0.0162850443848814,0.0162850443848814,1.17628504438488,0.0153535047132642,0.485278407225194,1.94279784263394,0.106385664394212,0.0451179625881996,0.0850367360277484,0.029846492875169,0.00963522293232208,0.0551902431525794,0.907483078374952
5,3.25779547357301,1.18303104336229,1.18562449890005,0.0230310433622869,0.0230310433622869,-4.85722573273506e-17,0.0099742048784529,0.0099742048784529,1.16997420487845,0.013056838483834,0.566923446690845,2.30906058607644,0.0916945952627032,0.0353097098516345,0.0746971479926584,0.0233581248588279,0.00870428021438967,0.0513390231338305,0.905956758996874
6,2.75059452360976,1.17726112502191,1.17922779177015,0.0172611250219126,0.0172611250219127,-1.76941794549634e-16,0.00662210584522799,0.00662210584522799,1.16662210584523,0.0106390191766846,0.616357228348593,2.60659153226179,0.0886329694657313,0.0287708746939244,0.0773712700494403,0.0190325461812672,0.00928728938450715,0.0583387238681732,0.857019005435746
7,2.45644834136295,1.17246931597162,1.17407428975336,0.0124693159716216,0.0124693159716217,-1.35308431126191e-16,0.00464658725630119,0.00464658725630119,1.1646465872563,0.00782272871532041,0.627358287585609,2.68354284205297,0.0720959400882727,0.0241002781527029,0.0604904321197892,0.0159428471258667,0.00740981536844154,0.0445475849939226,0.872898866969801
8,2.22568792017627,1.16973730372061,1.17105724199118,0.00973730372060788,0.00973730372060808,-1.97758476261356e-16,0.00339400027114022,0.00339400027114022,1.16339400027114,0.00634330344946766,0.651443523944189,2.86897552820071,0.0722537971448549,0.0205973307467868,0.0665462096009725,0.0136255728343163,0.00804459659305115,0.0529206367666562,0.809376187156501
9,2.07516801073033,1.16856371441177,1.16969696978217,0.00856371441177206,0.00856371441177224,-1.75207071073658e-16,0.00255550044210933,0.00255550044210933,1.16255550044211,0.00600821396966273,0.701589716887753,3.35109095293425,0.0633134672651833,0.0178728160977409,0.0543073500876721,0.0118232483853326,0.00693915308739348,0.0424841017023395,0.848558438553364
10,1.95323616180744,1.16739758600923,1.16837988422897,0.00739758600922569,0.00739758600922588,-1.96891114523368e-16,0.00197021330932403,0.00197021330932403,1.16197021330932,0.00542737269990166,0.733668076739232,3.75471324562504,0.0625267127437261,0.0156932043785042,0.0569278698329912,0.0103813888261457,0.00714625018807754,0.0465464810068454,0.81652529605767
11,1.84567932271115,1.16511396901482,1.16596467570694,0.00511396901481986,0.00511396901482014,-2.77555756156289e-16,0.00154787936130261,0.00154787936130261,1.1615478793613,0.00356608965351726,0.697323281228928,3.30385503074105,0.0512106827068625,0.0139098856991287,0.0465275135661438,0.00920168555044736,0.00573455473343989,0.0373258280156964,0.822480621221634
12,1.75417753555733,1.16358967565715,1.16432791048203,0.0035896756571534,0.00358967565715345,-5.24753851482984e-17,0.00123480382754509,0.00123480382754509,1.16123480382755,0.00235487182960831,0.656012424107339,2.90708173806848,0.0415294592360537,0.0124237867996492,0.0367106073642973,0.00821859948736537,0.00452351624870683,0.028492007876932,0.829471149164437
13,1.69272580395281,1.16301991815728,1.16368205051453,0.00301991815728209,0.00301991815728211,-1.99493199737333e-17,0.000997493350763534,0.000997493350763534,1.16099749335076,0.00202242480651855,0.669695237151303,3.02750705553123,0.038132143880818,0.0111663185000895,0.0334103646427509,0.00738675743398831,0.00416501939877557,0.0260236072087626,0.835351081387019
14,1.63909455518783,1.16310955293984,1.16370453419265,0.00310955293983994,0.0031095529398401,-1.59594559789866e-16,0.000814220806404318,0.000814220806404318,1.1608142208064,0.00229533213343563,0.738155026733126,3.81905364660484,0.0419257566943835,0.0100884885290384,0.0397319552025172,0.00667374995966511,0.00490994714727886,0.033058205242852,0.773307171116062
15,1.59242044233964,1.16287240741652,1.16340934246017,0.00287240741651851,0.00287240741651862,-1.10588621593521e-16,0.000670419806644982,0.000670419806644982,1.16067041980665,0.00220198760987353,0.766600029372727,4.28449068486364,0.0389119541206648,0.00915436922079412,0.0338394169701118,0.00605581014858501,0.00451756268368161,0.0277836068215268,0.810641045359811
16,1.54236913500425,1.16163616371663,1.16211207993074,0.00163616371662667,0.0016361637166268,-1.29887420263763e-16,0.00055604652968227,0.00055604652968227,1.16055604652968,0.0010801171869444,0.66015226714067,2.94249425054696,0.0301435040388293,0.00833701482608036,0.0284515867661187,0.00551511281388992,0.00341731517292753,0.0229364739522288,0.784368826302035
17,1.50811438247937,1.16148751053062,1.16192079412056,0.00148751053062113,0.00148751053062118,-5.61616725347491e-17,0.000464005686387082,0.000464005686387082,1.16046400568639,0.00102350484423405,0.688065612420686,3.20580237324984,0.0282945536464648,0.00761581977192116,0.0247506490491684,0.00503802693033543,0.00320155247055663,0.019712622118833,0.803034096566694
18,1.48095165634968,1.16181888710146,1.16221780306302,0.00181888710145506,0.00181888710145518,-1.22731685925359e-16,0.000389177937644253,0.000389177937644253,1.16038917793764,0.0014297091638108,0.786035132508817,4.67366447457179,0.0326083706485197,0.00697475750155743,0.0290836293927168,0.0046139505893981,0.00390401655069888,0.0244696788033187,0.7691979732965
19,1.44942479860539,1.16119323217239,1.16155352163043,0.00119323217238532,0.00119323217238542,-1.047339298621e-16,0.000327800379200206,0.000327800379200206,1.1603278003792,0.00086543179318511,0.725283656620722,3.64011834060919,0.0260082731476236,0.00640117547017935,0.0234214577617836,0.00423451386329629,0.00302607676267262,0.0191869438984873,0.779501450639257
20,1.42439244911153,1.16091744444599,1.16124678820182,0.000917444445989402,0.000917444445989462,-6.0281640790194e-17,0.000277061246623692,0.000277061246623692,1.16027706124662,0.00064038319936571,0.698007603801122,3.31134165160055,0.0219398636958705,0.00588495164193908,0.0189307813640951,0.00389302080980465,0.00248959611386458,0.0150377605542904,0.798070617068811
21,1.40649577483632,1.16143943658709,1.1617457570099,0.00143943658708778,0.00143943658708788,-1.00613961606655e-16,0.000234828428733207,0.000234828428733207,1.16023482842873,0.00120460815835458,0.836860872622181,6.12973733569182,0.0296657892950789,0.00541789198781693,0.0273306207122842,0.0035840509042646,0.00365400279495156,0.0237465698080196,0.752291861371961
22,1.38121770158604,1.1606163018044,1.16089205355413,0.000616301804398756,0.00061630180439883,-7.49183701187484e-17,0.00019946374412578,0.00019946374412578,1.16019946374413,0.000416838060272976,0.676353788513778,3.08979362189312,0.0181237386640737,0.00499329230225134,0.0160614393862452,0.00330316917195546,0.00205774607659325,0.0127582702142898,0.782825563626555
23,1.36597666138192,1.16082868390319,1.16108511887503,0.000828683903185023,0.000828683903185183,-1.59811400224363e-16,0.000169693466741165,0.000169693466741165,1.16016969346674,0.000658990436443859,0.795225337322286,4.88341666358331,0.0222803668802302,0.00460561432847406,0.0204302512171865,0.00304671193810799,0.00268375219746369,0.0173835392790785,0.767434006467289
24,1.34998489509742,1.16067067681407,1.16090731958692,0.000670676814068738,0.000670676814068754,-1.58293517182884e-17,0.000144516514442605,0.000144516514442605,1.16014451651444,0.000526160299626133,0.784521379879113,4.64083164927909,0.0190467306961653,0.00425024285251156,0.0169861580450306,0.00281162614041447,0.00225072195666888,0.0141745319046162,0.787831730879163
25,1.3301418800821,1.16038021315992,1.16059241524358,0.000380213159922649,0.000380213159922625,2.39066579033054e-17,0.000123138331832752,0.000123138331832752,1.16012313833183,0.000257074828089897,0.676133430368893,3.08769133269614,0.0152964426264864,0.00392330109462605,0.0140181006885581,0.00259534720653643,0.00179595813512779,0.0114227534820216,0.734014528632281
26,1.31955171304589,1.1603992327926,1.16059817339291,0.000399232792597459,0.000399232792597651,-1.91578523878189e-16,0.000104922602271694,0.000104922602271694,1.16010492260227,0.000294310190325765,0.737189418762286,3.80502183470115,0.0141231879312839,0.00362150870273174,0.0109532006022353,0.00239570511372594,0.00162069126115715,0.00855749548850935,0.794253431008352
27,1.30535940362175,1.16027031107393,1.16045167243961,0.00027031107392661,0.000270311073926759,-1.4886095828226e-16,8.93555247455771e-05,8.93555247455771e-05,1.16008935552475,0.000180955549181033,0.669434465086557,3.0251187567447,0.0115826145601314,0.0033420713028296,0.00858436130823606,0.00221085132408659,0.00130743488082633,0.00637350998414947,0.773149317915522
28,1.29649351742733,1.16042745451802,1.16059753709665,0.00042745451801629,0.000427454518016376,-8.6085652495349e-17,7.60190722028723e-05,7.60190722028723e-05,1.1600760190722,0.000351435445813418,0.822158688237388,5.62299046317668,0.0147388012138895,0.00308259371720618,0.0121441967100227,0.00203920137656434,0.00176847130416574,0.0101049953334584,0.77431567076469
29,1.28539828696618,1.16042990212049,1.16058611260155,0.000429902120493653,0.00042990212049363,2.24971950790742e-17,6.45707542666392e-05,6.45707542666392e-05,1.16006457075427,0.000365331366227013,0.849801265942831,6.65784572870885,0.0159791282647285,0.00284101113748783,0.0140953857824462,0.00187938935645742,0.0019792082091315,0.0122159964259888,0.74389061092798
30,1.273136106558,1.16018149124004,1.16032268450918,0.000181491240037301,0.000181491240037274,2.78911008871896e-17,5.4728147481223e-05,5.4728147481223e-05,1.16005472814748,0.000126763092556078,0.698452953046247,3.31623211071725,0.00985741753339975,0.00261553406308403,0.0087783735270078,0.00173023147102429,0.0011545605428929,0.00704814205598352,0.724509356798677
31,1.263590606221,1.16017385279129,1.16030312373307,0.000173852791285567,0.000173852791285506,6.06882166048761e-17,4.62569592004406e-05,4.62569592004406e-05,1.1600462569592,0.000127595832085126,0.733930304722805,3.75841374553455,0.00927696937533545,0.00240460389670629,0.00797333111303183,0.00159069667497394,0.00106775895580302,0.00638263443805789,0.78087907991608
32,1.25656819347336,1.16025129792186,1.1603716940413,0.000251297921857185,0.000251297921857392,-2.06486303749864e-16,3.89617378064566e-05,3.89617378064566e-05,1.16003896173781,0.000212336184050729,0.844957978488183,6.44986430290953,0.0124468104059491,0.00220685686572715,0.0114293871364548,0.00145988280367674,0.00155051685658079,0.00996950433277806,0.720615010459439
33,1.24810939219718,1.16020258339311,1.16031246690411,0.000202583393104971,0.000202583393105011,-3.98715348931544e-17,3.26785839299038e-05,3.26785839299038e-05,1.16003267858393,0.000169904809175068,0.838690706927932,6.19927086006898,0.0114496405164273,0.00202109450329221,0.0109719283614357,0.0013369970457915,0.00145447413335509,0.00963493131564418,0.635335289018209
34,1.23948700958214,1.16009092392292,1.16019016902999,9.09239229178738e-05,9.09239229179446e-05,-7.08526119719277e-17,2.72693883643464e-05,2.72693883643464e-05,1.16002726938836,6.36545345535273e-05,0.700085659645622,3.33428537901323,0.00652179243337782,0.00184625933864755,0.00546976808059257,0.0012213398618995,0.000730506801350364,0.00424842821869308,0.79979106467679
35,1.2332317281068,1.16015088182809,1.16024223288594,0.000150881828090865,0.000150881828091068,-2.02962646689286e-16,2.26172446223422e-05,2.26172446223422e-05,1.16002261724462,0.000128264583468523,0.850099611672776,6.67109679407272,0.0094812276765581,0.00168141475483974,0.00863910943411819,0.00111229165994419,0.00117627206257501,0.00752681777417401,0.738308195701644
36,1.22459391350945,1.16004409856637,1.16012478583505,4.40985663692217e-05,4.40985663694997e-05,-2.78016542079595e-16,1.86227724068051e-05,1.86227724068051e-05,1.16001862277241,2.54757939624167e-05,0.577701183052457,2.3679914787074,0.00462649857379021,0.00152572820346569,0.00405444864027846,0.00100930169143084,0.000534726277924928,0.00304514694884762,0.668368106673345
37,1.21911913307208,1.16006868676724,1.16014249982513,6.86867672448077e-05,6.86867672448725e-05,-6.47810798060089e-17,1.5201152724423e-05,1.5201152724423e-05,1.16001520115272,5.34856145203847e-05,0.778688773192014,4.51852359423058,0.00607543681597138,0.0013784571413551,0.005714043194333,0.000911878748242531,0.00074106898676944,0.00480216444609047,0.67774814429882
38,1.2135018032103,1.16008347121289,1.16015024412789,8.34712128900961e-05,8.34712128900683e-05,2.77962331970971e-17,1.22797228420473e-05,1.22797228420473e-05,1.16001227972284,7.11914900480488e-05,0.852886732840272,6.79748345819992,0.00629830810474061,0.00123893718777665,0.00484502546502677,0.000819583328379926,0.000779511255943558,0.00402544213664684,0.693417389914105
39,1.20719060408528,1.16004677737549,1.16010570715888,4.6777375493523e-05,4.67773754936771e-05,-1.5409901002808e-16,9.79601456394672e-06,9.79601456394672e-06,1.16000979601456,3.69813609295763e-05,0.79058221072486,4.77514352272225,0.00462120175625438,0.00110657210361248,0.00405311132614164,0.000732021006971815,0.000559687944880329,0.00332109031916983,0.676368113979999
40,1.20191696580986,1.16003459544194,1.1600869484049,3.45954419416206e-05,3.45954419418557e-05,-2.35177003739262e-16,7.69614573954699e-06,7.69614573954699e-06,1.16000769614574,2.68992962020736e-05,0.777538736098988,4.49516460737617,0.00422877491795943,0.000980825273656513,0.00356054046357043,0.000648836801634108,0.000507178470702946,0.00291170366193632,0.721251642896222
