"k","Q_subset_mc","Q_bag_inf_mc","Q_bag_G_mc","R_bag_inf_mc","R_weight_exact_mc","R_weight_identity_gap","R_bag_inf_smallhet","R_bag_excess_smallhet","Q_bag_inf_smallhet_level","R_smallhet_abs_error","R_smallhet_rel_error","R_ratio_mc_to_smallhet","w_l2_mc","w_l2_smallhet","w_max_abs_mc","w_max_abs_smallhet","w_rmse_approx_error","w_max_approx_error","w_corr_with_approx"
1,9.36326617605762,1.17278751425261,1.18302561257986,0.0127875142526066,0.0127875142526065,6.41847686111419e-17,0.00716082393404903,0.00716082393404903,1.16716082393405,0.00562669031855757,0.440014392743346,1.78576018212139,0.0404242474064635,0.0299182718711514,0.013000877883642,0.010200877883642,0.00337235822533728,0.0084,0.810544267152464
2,5.09090108517017,1.1639114577999,1.16882019483412,0.00391145779990332,0.00391145779990319,1.27502175484295e-16,0.00171788196002176,0.00171788196002176,1.16171788196002,0.00219357583988156,0.560807747928606,2.27690719789256,0.0226632841988729,0.0146538474470946,0.0105009016412228,0.00499634835117158,0.00221952505303571,0.00610154455605661,0.725743552747565
3,3.70856365620723,1.16213148560921,1.16531452582246,0.0021314856092125,0.00213148560921246,4.38017677684144e-17,0.000732021846004642,0.000732021846004642,1.160732021846,0.00139946376320786,0.656567305525889,2.91177868645055,0.0165248743138178,0.00956570597240895,0.00561080041430229,0.00326150517368145,0.00172449776009651,0.00431738424645887,0.682851656760614
4,3.01663518954211,1.16088643355984,1.16320611950481,0.000886433559837085,0.000886433559837081,4.77048955893622e-18,0.000394426890994579,0.000394426890994579,1.16039442689099,0.000492006668842506,0.555040660839748,2.24739636185016,0.0109642897668752,0.00702163523506614,0.0062557133564107,0.00239408358493638,0.00129174025331586,0.00386162977147431,0.559114494904138
5,2.61667858570429,1.16094758835675,1.16276725210344,0.000947588356752904,0.000947588356752922,-1.81061762805079e-17,0.00024157715062806,0.00024157715062806,1.16024157715063,0.000706011206124844,0.745061081738202,3.92250821027293,0.0114253357911122,0.00549519279266046,0.00413503945142822,0.00187363063168934,0.00122460939431127,0.00328854927066931,0.682908509667178
6,2.34038588176511,1.16043768245659,1.16191261770573,0.000437682456592592,0.000437682456592491,1.0131869301877e-16,0.00016038867065018,0.00016038867065018,1.16016038867065,0.000277293785942412,0.63355014980764,2.72888636596541,0.00742829007035463,0.00447756449772334,0.002576613249276,0.00152666199619132,0.000891462365610834,0.00172171625938562,0.533555747991227
7,2.14843652225117,1.16051156991019,1.16174647610062,0.000511569910189413,0.000511569910189348,6.51605505663788e-17,0.000112541232429146,0.000112541232429146,1.16011254123243,0.000399028677760267,0.780008108007218,4.54562207243898,0.0082185132581384,0.00375068714419682,0.00261088565855703,0.00127882725654987,0.00105156055559865,0.00272420712733371,0.426967925731903
8,2.00355699330142,1.16030775699018,1.16136181853557,0.000307756990184593,0.000307756990184603,-1.00288700954909e-17,8.22033359776037e-05,8.22033359776037e-05,1.16008220333598,0.00022555365420699,0.732895308313556,3.74385037449626,0.00629846155177908,0.00320552912905194,0.00211561528072732,0.00109295120181878,0.000811704900395969,0.0021779313621373,0.421071698944019
9,1.89295465406247,1.16038663858236,1.16130234860171,0.000386638582357657,0.000386638582357672,-1.54498809579184e-17,6.18947096792819e-05,6.18947096792819e-05,1.16006189470968,0.000324743872678375,0.83991584776186,6.24671453119485,0.00729489829964127,0.0027815173394948,0.00256022202899083,0.00094838093702794,0.00091756315317903,0.00217522408551218,0.464648828196128
10,1.80344375432354,1.16030512530884,1.16110904859511,0.000305125308838194,0.00030512530883821,-1.57751416096641e-17,4.77189433339377e-05,4.77189433339377e-05,1.16004771894333,0.000257406365504257,0.843608701239389,6.3942176318307,0.00629968415653762,0.00244230790784909,0.00183706448019421,0.000832724725195264,0.000772487754283646,0.00162682839585731,0.513917193423915
11,1.72990765693853,1.16023497037209,1.1609470612303,0.000234970372094523,0.000234970372094536,-1.27122704723925e-17,3.74899343031608e-05,3.74899343031608e-05,1.1600374899343,0.000197480437791362,0.840448248989964,6.26755891846715,0.00549435451482827,0.00216477291832079,0.00203734743305606,0.000738096915513984,0.00069379120402204,0.00155355932922521,0.454297732274048
12,1.66889610321598,1.16031669732027,1.16095242157764,0.000316697320267068,0.00031669732026706,7.4267848815257e-18,2.99071849714436e-05,2.99071849714436e-05,1.16002990718497,0.000286790135295624,0.905565399333903,10.5893390022986,0.0064109350034346,0.00193349376038053,0.00224376134507045,0.000659240407446251,0.000838965204037956,0.00170217002383096,0.389066712126117
13,1.61597538339271,1.16016937739654,1.16073913490404,0.000169377396540549,0.000169377396540368,1.81143077968016e-16,2.41594798166275e-05,2.41594798166275e-05,1.16002415947982,0.000145217916723921,0.857363022988467,7.01080477833701,0.00467408475458332,0.00173779601135416,0.00132970320634593,0.000592515669850476,0.000665248410287383,0.00154901577996932,0.168617741244319
