"sigma_type","T_len","z","rmsfe_base","rmsfe_rs","rel_rmsfe","Q_rs_bag","L_rs_bag"
"toeplitz",100,2,1.13112311588325,1.09946838757272,0.972014780826206,1.17560583424153,1.18917072337784
"toeplitz",100,3,1.13112311588325,1.07231692127627,0.948010792299068,1.09759364563781,1.12321831810483
"toeplitz",100,4,1.13112311588325,1.0534410241964,0.931323044683603,1.03881058494752,1.07561814521077
"toeplitz",100,5,1.13112311588325,1.04084960647444,0.920191261109257,0.994215315442488,1.04174622156089
"toeplitz",100,6,1.13112311588325,1.03300017412251,0.913251758024481,0.959109688936007,1.01711830761671
"toeplitz",100,7,1.13112311588325,1.02865004555994,0.909405909149604,0.930285233707893,0.998630219266204
"toeplitz",100,8,1.13112311588325,1.02545125921191,0.906577935516038,0.90605211368549,0.984672610216078
"toeplitz",100,9,1.13112311588325,1.02500516372244,0.906183552726754,0.884900539733489,0.973755853922764
"toeplitz",100,10,1.13112311588325,1.02488071070849,0.906073526671939,0.865929590147903,0.964991279596865
"toeplitz",100,11,1.13112311588325,1.02606905591092,0.907124115406043,0.848652932896119,0.957913006963273
"toeplitz",100,12,1.13112311588325,1.02782471593496,0.908676254160334,0.832455694334571,0.951884051177906
"toeplitz",100,13,1.13112311588325,1.03079193968988,0.911299508617126,0.817254977651957,0.946849946110101
"toeplitz",100,14,1.13112311588325,1.0342396423015,0.91434754340945,0.802782698663435,0.942535342567382
"toeplitz",100,15,1.13112311588325,1.03776382467142,0.917463192201731,0.788758888302353,0.938636623567533
"toeplitz",100,16,1.13112311588325,1.04221900872135,0.921401918223127,0.77521765275306,0.935212996798902
"toeplitz",100,17,1.13112311588325,1.04667137667217,0.925338154595894,0.762081813349921,0.932188005655157
"toeplitz",100,18,1.13112311588325,1.05210972542174,0.930146073975493,0.749115481170305,0.92928888639721
"toeplitz",100,19,1.13112311588325,1.05745744590354,0.934873870982475,0.736466582275046,0.92670375815702
"toeplitz",100,20,1.13112311588325,1.06358529652488,0.94029136315048,0.723996459976582,0.924270834993532
"toeplitz",100,21,1.13112311588325,1.06995950108637,0.94592665118587,0.711748064345044,0.922053222001564
"toeplitz",100,22,1.13112311588325,1.07700299622257,0.952153643665548,0.69964972240998,0.919964600297771
"toeplitz",100,23,1.13112311588325,1.08403493293473,0.958370417607676,0.687720133815922,0.918037293265065
"toeplitz",100,24,1.13112311588325,1.09175803925926,0.965198238749408,0.675953030468304,0.916267923375853
"toeplitz",100,25,1.13112311588325,1.09991567863475,0.972410220593777,0.664343738244225,0.914663903351553
"toeplitz",100,26,1.13112311588325,1.10840641808947,0.979916688577223,0.652912098646813,0.913253042608673
"toeplitz",100,27,1.13112311588325,1.1185778230474,0.988908994379402,0.641597939799615,0.911962702603723
"toeplitz",100,28,1.13112311588325,1.12785921247225,0.997114457864779,0.630464471734896,0.910889943333819
"toeplitz",100,29,1.13112311588325,1.13860536235198,1.00661488246828,0.619496029311112,0.910027344160118
"toeplitz",100,30,1.13112311588325,1.14982115974921,1.0165305116688,0.608806066326109,0.909545482372984
"toeplitz",100,31,1.13112311588325,1.16151715027679,1.02687066860074,0.598198607250664,0.909173238970085
"toeplitz",100,32,1.13112311588325,1.17427729542686,1.03815162022386,0.587852080654047,0.90919305235141
"toeplitz",100,33,1.13112311588325,1.18816841937377,1.05043244425782,0.577769719875902,0.909627652922814
"toeplitz",100,34,1.13112311588325,1.20250773086623,1.06310950061987,0.567864316320968,0.910361389903947
"toeplitz",100,35,1.13112311588325,1.21693612674937,1.07586531444821,0.558234765539412,0.911577508849393
"toeplitz",100,36,1.13112311588325,1.23420593633293,1.0911331569501,0.548922827423387,0.913368059801115
"toeplitz",100,37,1.13112311588325,1.251347932906,1.10628800290131,0.539884045595745,0.915693603310639
"toeplitz",100,38,1.13112311588325,1.27055484283885,1.12326839138701,0.531154703761914,0.918647500017736
"toeplitz",100,39,1.13112311588325,1.29013431234762,1.14057815124766,0.522780579589173,0.922351233507164
"toeplitz",100,40,1.13112311588325,1.31212539945292,1.16001996690549,0.514786139229498,0.926895046156723
"toeplitz",100,41,1.13112311588325,1.33512513202289,1.18035350288137,0.507218955502821,0.932423089774574
"toeplitz",100,42,1.13112311588325,1.36082605906715,1.20307510292947,0.500115680404878,0.939065927250015
"toeplitz",100,43,1.13112311588325,1.38742201200085,1.22658797483549,0.493486029982284,0.946919581589636
"toeplitz",100,44,1.13112311588325,1.41782873644453,1.25346986241847,0.487387816865393,0.956179258138184
"toeplitz",100,45,1.13112311588325,1.44945202485521,1.28142728629799,0.481936498619014,0.967179346176342
"toeplitz",100,46,1.13112311588325,1.48461128700054,1.31251078344488,0.477166614752257,0.980118490742084
"toeplitz",100,47,1.13112311588325,1.52307111939458,1.3465122390371,0.473191566030666,0.995381357234834
"toeplitz",100,48,1.13112311588325,1.56543717781017,1.38396709945034,0.470118017893794,1.01337910346496
"toeplitz",100,49,1.13112311588325,1.61263047690143,1.4256896126132,0.46810980343849,1.03469393575547
"toeplitz",100,50,1.13112311588325,1.66522545970894,1.47218763044076,0.467368159796786,1.06005934837842
