"sigma_type","T_len","z","rmsfe_base","rmsfe_rs","rel_rmsfe","Q_rs_bag","L_rs_bag"
"factor",150,2,1.10391218747228,1.09418148889868,0.991185260309625,1.16584547860205,1.17436868207047
"factor",150,3,1.10391218747228,1.08355850727721,0.981562228929021,1.12621634357484,1.14280428812388
"factor",150,4,1.10391218747228,1.07482446730127,0.973650331519917,1.08923687362408,1.11347985631853
"factor",150,5,1.10391218747228,1.06689621550379,0.966468372766814,1.05549043428201,1.08704651249809
"factor",150,6,1.10391218747228,1.06018899233595,0.960392506186154,1.02512593106625,1.06372414106193
"factor",150,7,1.10391218747228,1.05451464057604,0.955252285954596,0.997953737630317,1.04338543590167
"factor",150,8,1.10391218747228,1.05002199425201,0.951182536227211,0.973614793111427,1.02572066316168
"factor",150,9,1.10391218747228,1.04660126220333,0.948083800578215,0.951832582755923,1.01049819169898
"factor",150,10,1.10391218747228,1.0437523389427,0.945503048872628,0.932231403727843,0.99737291619494
"factor",150,11,1.10391218747228,1.04169272496161,0.94363730809681,0.914472700750294,0.986028814238815
"factor",150,12,1.10391218747228,1.04038017312646,0.94244830787556,0.898347284135788,0.976280838033755
"factor",150,13,1.10391218747228,1.03989387994231,0.942007789879955,0.88350712423205,0.967785744806247
"factor",150,14,1.10391218747228,1.03957061156188,0.941714951025468,0.869856165775306,0.960467894281108
"factor",150,15,1.10391218747228,1.04017066830073,0.942258523916193,0.857141287521766,0.954073720899011
"factor",150,16,1.10391218747228,1.04041509530451,0.942479942799468,0.845284266846119,0.9485380246745
"factor",150,17,1.10391218747228,1.04164584530975,0.943594841266217,0.834134615788169,0.943711739477292
"factor",150,18,1.10391218747228,1.0425403342377,0.944405131195162,0.823624241854775,0.939534747033461
"factor",150,19,1.10391218747228,1.04464689319197,0.946313397974148,0.813660095541731,0.935916192414816
"factor",150,20,1.10391218747228,1.0470357062286,0.948477350020095,0.804185069535636,0.932804264634805
"factor",150,21,1.10391218747228,1.04935741386194,0.950580513351104,0.795089909277422,0.930083714180418
"factor",150,22,1.10391218747228,1.05187963858242,0.952865318926312,0.786459029151806,0.927865039810224
"factor",150,23,1.10391218747228,1.05516950197777,0.955845504698956,0.778122884679504,0.92595801733825
"factor",150,24,1.10391218747228,1.05823474594216,0.958622214657564,0.770116039994392,0.924413251406015
"factor",150,25,1.10391218747228,1.06189333236896,0.96193641525098,0.762425052168681,0.923224093552441
"factor",150,26,1.10391218747228,1.06547530426289,0.965181213102282,0.754994757132069,0.922331622534348
"factor",150,27,1.10391218747228,1.06989232083168,0.969182452167228,0.747801660060691,0.92171638100074
"factor",150,28,1.10391218747228,1.07465336897673,0.97349533882532,0.740887689128519,0.92143691501037
"factor",150,29,1.10391218747228,1.07912699309092,0.977547856919562,0.734191155407777,0.921425333333013
"factor",150,30,1.10391218747228,1.08448889927378,0.982405042340388,0.727716571651388,0.921694648933501
"factor",150,31,1.10391218747228,1.08998668707389,0.98738531872695,0.721507251372357,0.922308263034371
"factor",150,32,1.10391218747228,1.09593967387148,0.99277794584453,0.715472140579332,0.923158001521042
"factor",150,33,1.10391218747228,1.10178688210881,0.99807475142716,0.709701854717398,0.924369003189574
"factor",150,34,1.10391218747228,1.10867777046737,1.00431699463885,0.70415690321556,0.925899631985699
"factor",150,35,1.10391218747228,1.11564136729925,1.01062510221381,0.698815941694835,0.927730332135005
"factor",150,36,1.10391218747228,1.12281836288909,1.01712652114123,0.693693579037946,0.929890625196282
"factor",150,37,1.10391218747228,1.13068363591234,1.02425142936537,0.688826094011685,0.932438470046804
"factor",150,38,1.10391218747228,1.13850262871761,1.03133441376758,0.684204324698908,0.935372923308167
"factor",150,39,1.10391218747228,1.14784026762955,1.03979309283454,0.679842998851562,0.938726056795056
"factor",150,40,1.10391218747228,1.15712306688411,1.04820209434744,0.675732343677223,0.942497410005833
"factor",150,41,1.10391218747228,1.16688442436842,1.05704460699934,0.671903135099284,0.94674326940453
"factor",150,42,1.10391218747228,1.17768618066307,1.06682958484199,0.668353928576675,0.951475699499171
"factor",150,43,1.10391218747228,1.18903668297362,1.07711165477415,0.66513728591599,0.956786214692919
"factor",150,44,1.10391218747228,1.20071854599539,1.08769389415364,0.662237422662148,0.962670185860187
"factor",150,45,1.10391218747228,1.21354302681062,1.0993111957477,0.6596923214233,0.969202266960976
"factor",150,46,1.10391218747228,1.22706542295475,1.11156071731073,0.657522605126557,0.976433345269942
"factor",150,47,1.10391218747228,1.24147029351959,1.12460964523119,0.655763645486237,0.984440160656546
"factor",150,48,1.10391218747228,1.25686398297536,1.13855431368441,0.65445172458178,0.993303937612745
"factor",150,49,1.10391218747228,1.27349283626157,1.15361787895248,0.653620905262237,1.00310553107318
"factor",150,50,1.10391218747228,1.29111834619797,1.16958428473767,0.653323150722126,1.01395776211208
