"sigma_type","T_len","z","rmsfe_base","rmsfe_rs","rel_rmsfe","Q_rs_bag","L_rs_bag"
"factor",300,2,1.09218317165686,1.08413390916411,0.992630116722509,1.18339905955244,1.18752391251649
"factor",300,3,1.09218317165686,1.07639303994969,0.985542597508425,1.15701853077173,1.1651125225309
"factor",300,4,1.09218317165686,1.07026003202319,0.979927231802695,1.13389869759816,1.14583881652561
"factor",300,5,1.09218317165686,1.06544891880184,0.975522189364574,1.11299348712157,1.12867512999049
"factor",300,6,1.09218317165686,1.06095292853973,0.971405672667755,1.09358853164514,1.11291684757
"factor",300,7,1.09218317165686,1.05691089525925,0.96770479777298,1.07561576592308,1.09850941274885
"factor",300,8,1.09218317165686,1.05358643059507,0.964660926790114,1.05898324993849,1.0853730580419
"factor",300,9,1.09218317165686,1.05041139758467,0.961753875031033,1.0435013095693,1.07332628927025
"factor",300,10,1.09218317165686,1.04773511975313,0.959303482183942,1.02916928185243,1.06238013952576
"factor",300,11,1.09218317165686,1.04562327940238,0.957369886789364,1.0160019516431,1.05256181640712
"factor",300,12,1.09218317165686,1.04354031097696,0.955462726452642,1.00376779679957,1.04364282460392
"factor",300,13,1.09218317165686,1.04188558190157,0.953947660923041,0.992467648317429,1.03563386309755
"factor",300,14,1.09218317165686,1.04078839668109,0.952943081060479,0.981914871918295,1.02834930085966
"factor",300,15,1.09218317165686,1.03984549950723,0.952079766922035,0.97220430989141,1.02189681985173
"factor",300,16,1.09218317165686,1.03874886310241,0.951075689553618,0.963045973048635,1.01597960956052
"factor",300,17,1.09218317165686,1.03820744942041,0.950579972629898,0.9545646225323,1.01073572456496
"factor",300,18,1.09218317165686,1.03838109544823,0.950738962469995,0.946629363670397,1.00603348432783
"factor",300,19,1.09218317165686,1.03829244825279,0.950657797334196,0.939191851430325,1.00182737226323
"factor",300,20,1.09218317165686,1.03855456695373,0.950897792517923,0.932238886119726,0.998108770829309
"factor",300,21,1.09218317165686,1.03888370327806,0.951199148858937,0.92564996359611,0.994753626097717
"factor",300,22,1.09218317165686,1.0393206766312,0.951599240496019,0.919496433885999,0.991842971820386
"factor",300,23,1.09218317165686,1.0402515497951,0.952451545482995,0.913690691556233,0.989287017763564
"factor",300,24,1.09218317165686,1.04142306199418,0.953524178929006,0.908193234315968,0.987046784578704
"factor",300,25,1.09218317165686,1.04253561635753,0.954542830737798,0.90303523711763,0.985159916463177
"factor",300,26,1.09218317165686,1.04367666718866,0.955587573836529,0.898164322557589,0.983573068042257
"factor",300,27,1.09218317165686,1.04511536133089,0.956904838357321,0.893552547618896,0.982259033086198
"factor",300,28,1.09218317165686,1.04712384487783,0.958743800537895,0.889192056347834,0.981212127987315
"factor",300,29,1.09218317165686,1.04866513864096,0.960155004998033,0.885077816893361,0.980430097760943
"factor",300,30,1.09218317165686,1.05082363431077,0.962131317878353,0.881172253618005,0.979873914121234
"factor",300,31,1.09218317165686,1.05262754887814,0.963782977246653,0.877478529632995,0.979550039772062
"factor",300,32,1.09218317165686,1.05477849742744,0.965752380003549,0.874013984797157,0.979480417436138
"factor",300,33,1.09218317165686,1.05733695691154,0.968094898685856,0.870743893895897,0.979629078470139
"factor",300,34,1.09218317165686,1.05974650508387,0.970301074568125,0.867665619340547,0.979995517386216
"factor",300,35,1.09218317165686,1.06227472880321,0.972615909464819,0.864776063514946,0.980578861945112
"factor",300,36,1.09218317165686,1.06525904054035,0.9753483373346,0.862063706086315,0.981368552646367
"factor",300,37,1.09218317165686,1.0679810828004,0.97784063197042,0.859529430013585,0.982368053091461
"factor",300,38,1.09218317165686,1.07125312458537,0.98083650470485,0.857159747234865,0.983564382208694
"factor",300,39,1.09218317165686,1.07450834424549,0.983816975146618,0.854989515000355,0.985000113803781
"factor",300,40,1.09218317165686,1.0778795163546,0.986903611341524,0.85297907508819,0.9866322074809
"factor",300,41,1.09218317165686,1.08146103195181,0.99018283747333,0.851152069514195,0.988490531374115
"factor",300,42,1.09218317165686,1.08525880246489,0.993660066029519,0.849493210355779,0.990559969255358
"factor",300,43,1.09218317165686,1.08923221104722,0.997298108333642,0.848016709122306,0.992859794201397
"factor",300,44,1.09218317165686,1.0933878383099,1.00110298957565,0.846711925972119,0.995380282065357
"factor",300,45,1.09218317165686,1.09761514303518,1.00497349851132,0.845596152087197,0.998144555556386
"factor",300,46,1.09218317165686,1.1021099735013,1.00908895330202,0.844670127947783,1.00115652433062
"factor",300,47,1.09218317165686,1.10685832530097,1.01343653154978,0.843935106825058,1.00442076934125
"factor",300,48,1.09218317165686,1.11188828145128,1.01804194599018,0.843397310504419,1.00794785381822
"factor",300,49,1.09218317165686,1.11703341735828,1.02275281870872,0.843065803977155,1.01175193655852
"factor",300,50,1.09218317165686,1.12240699039049,1.02767284785004,0.842947514408445,1.01584486194806
