"","Var","Selected","Mean_OLS","Prediction","Hist_mean","Shapley"
"1","AAA",0.011,0.545846238497901,0.606022393543015,0.828990342618831,-0.00133876837939488
"2","ACOGNO",0.003,0.31066177010069,0.746823949244013,0.861105121481725,-0.000106508373769649
"3","AMBSL",0.036,-0.0179742798797034,0.782655801745813,0.870008486874685,5.65236579869981e-05
"4","AMDMNOx",0.082,0.365878833858245,0.630027098549935,0.817693423612963,-0.00563037716581892
"5","AMDMUOx",0.001,0.0357442864845148,0.645601727983913,0.783044932168571,-4.91280926572608e-06
"6","ANDENOx",0.007,-0.338542531726072,0.640002257041594,0.762330537362107,0.000289893280049821
"7","AWHMAN",0.049,-0.151905537020482,1.04689734580337,1.10754361576064,0.000451412706101295
"8","AWOTMAN",0.003,-0.0318367252957212,0.775471486710799,0.859968498026789,8.07032441272987e-06
"9","BAA",0.007,1.17745493472283,0.711478074096505,0.83711102940011,-0.00103549000230229
"10","BAAFFM",0.001,0.00671864985453393,0.788236058376413,0.906346236889982,-7.93540933689168e-07
"11","BUSINVx",0.056,-0.0399453684491388,0.976906817226442,0.793661033611632,-0.000409909939221705
"12","BUSLOANS",0.002,-0.711444727071389,0.827256881535998,0.845655808423555,2.61796390358485e-05
"13","CE16OV",0.045,-0.198276629682608,0.614349534874359,0.717438368250142,0.000919804789784798
"14","CES0600000007",0.049,-0.0878754401065526,0.945923624182665,1.05886964474513,0.000486333881995325
"15","CES0600000008",0.001,-0.0870921678914833,0.716795342419929,0.845446757963686,1.12045306820138e-05
"16","CES1021000001",0.004,-0.161316635253949,0.946200567136701,0.857311381005516,-5.73572176685788e-05
"17","CES2000000008",0.001,-3.5149892558066,0.787939111155844,0.845805333833787,0.000203399150987079
"18","CLAIMSx",0.024,0.152540298339524,0.551585792388631,0.876409310157517,-0.00118916823139583
"19","CLF16OV",0.005,-0.802352021547,0.784217358286532,0.843450710385198,0.00023762999899685
"20","COMPAPFFx",0.019,0.0692140709699563,0.795536234464378,0.857193918572654,-8.10840071505534e-05
"21","CONSPI",0.001,0.0820596496771072,0.753084449181896,0.883953364802148,-1.07390573694208e-05
"22","CP3Mx",0.324,1.80575995355524,0.727837430526668,0.839461728761491,-0.0653076067811529
"23","CPIAPPSL",0.002,2.99300279732601,0.663759057549429,0.846451074591795,-0.00109359543611386
"24","CPIAUCSL",0.001,1.13090121971734,0.986498716797879,0.851204041835873,0.000153004912935794
"25","CPIMEDSL",0.005,0.419501769639982,0.76650709957029,0.844816011844523,-0.000164253636388114
"26","CPITRNSL",0.001,1.13015240130602,1.0088118983171,0.856929646983669,0.000171650091060238
"27","CPIULFSL",0.002,0.957223619455097,0.980036115921568,0.851433219984258,0.000246203459043037
"28","CUMFNS",0.07,-0.17986331713436,1.14778175882682,0.857046798607772,-0.00366047880463463
"29","CUSR0000SA0L2",0.001,1.07691291628751,1.00572630032087,0.852741671765132,0.000164751122485127
"30","CUSR0000SA0L5",0.003,1.93202184079369,0.933511442478641,0.850264340928155,0.000482505655134926
"31","CUSR0000SAC",0.002,0.643381636806063,0.994291029707006,0.85408315495258,0.000180414343905204
"32","CUSR0000SAD",0.011,1.01197701940106,0.633841188685969,0.843694595747547,-0.00233603507928265
"33","CUSR0000SAS",0.006,2.11449762903053,0.793357417842966,0.845710535188368,-0.000664203254995264
"34","DDURRG3M086SBEA",0.002,1.86063535375962,0.76748578758683,0.845988642146449,-0.000292130373129352
"35","DMANEMP",0.302,0.100358287617406,0.900733102523632,0.682002324942823,0.00662933677874455
"36","DNDGRG3M086SBEA",0.005,0.485291344592939,1.32852916378772,0.854783781341159,0.00114952266821093
"37","DPCERA3M086SBEA",0.074,0.403126197614985,0.659581591422254,0.804723360458762,-0.00432977326054318
"38","DSERRG3M086SBEA",0.005,0.955306917980234,0.971632071613504,0.849392624991379,0.000583880945040959
"39","DTCOLNVHFNM",0.002,0.672216643109574,0.843483733246164,0.846154136679433,-3.59017926332054e-06
"40","DTCTHFNM",0.007,0.954726804283041,0.786544068653305,0.844518265104646,-0.000387446635162061
"41","EXCAUSx",0.002,-0.433304076554776,0.777668371258189,0.853158667366142,6.5420506087806e-05
"42","EXJPUSx",0.002,0.618067341238052,0.848425101622041,0.843618745523695,5.94130346949589e-06
"43","EXSZUSx",0.004,-0.0695484465740841,0.646509696399011,0.849121576702922,5.6365366130365e-05
"44","FEDFUNDS",0.027,-1.15458503463049,0.792851715729737,0.841896248716169,0.00152890426304755
"45","GS1",0.051,0.438796984189608,0.76753875570168,0.835132386167784,-0.00151265394114661
"46","GS10",0.009,0.649168457516978,0.528169649022803,0.82999048944407,-0.00176339312480477
"47","GS5",0.013,0.647646594676802,0.541944482259282,0.829882320144648,-0.00242426548240575
"48","HOUST",0.025,0.174655313768051,-0.461456785725267,0.806656019213837,-0.00553706599599806
"49","HOUSTMW",0.055,0.245723213217619,-0.314039652597908,0.759999314625949,-0.0145153968380948
"50","HOUSTNE",0.014,0.132804917624348,-0.11738244221875,0.544308513347844,-0.00123026137985517
"51","HOUSTS",0.011,0.144545716976766,-0.0442578210803846,0.931760291924,-0.00155187161719182
"52","HOUSTW",0.021,0.0944627150849934,-0.146633533369078,0.832233163759148,-0.00194179452425726
"53","INDPRO",0.475,0.207816570012408,0.940821597134445,0.816551645132362,0.0122670437108227
"54","INVEST",0.006,0.0184997801453518,0.133337067796035,0.851470748393799,-7.97118912361854e-05
"55","IPB51222S",0.001,-1.09477113396432,0.816860777244033,0.85133686162993,3.77434219977984e-05
"56","IPBUSEQ",0.214,-0.0739483111382954,1.05509493100286,0.816175752612011,-0.00378088132447829
"57","IPCONGD",0.155,0.276282324162986,0.757758297407296,0.788302503879401,-0.00130801777484322
"58","IPDCONGD",0.06,0.196542307036836,0.971761300094198,0.839538776347456,0.00155923919156505
"59","IPDMAT",0.543,0.272094304984152,0.915475411528899,0.906628946415429,0.00130704051770258
"60","IPFINAL",0.455,-0.346793171882873,0.924280384173026,0.769091100018249,-0.0244874557628917
"61","IPFPNSS",0.697,0.804172368770139,0.879799554691663,0.759659781265,0.067339321067479
