"m","T_train","s","q","B_scale","H","V_delta","C_delta","Q_ave","Q_opt","L_equal","L_oracle_optimal","L_full_estimated_theory","kstar_subset_sqrt_cont","kstar_subset_sqrt_int","kstar_bag_cube_local_cont","kstar_bag_cube_local_int","kstar_bag_inf_grid","kstar_bag_G_grid","kstar_subset_grid","target_varied","target_value","n_rep","kstar_empirical_bagged","min_bagged_mspe","equal_weight_mspe","oracle_optimal_mspe","full_estimated_mspe","bagged_gain_vs_equal","bagged_gap_vs_oracle"
80,240,1,0.2,3,1,0,0,0.2375,0.2375,1.2375,1.2375,1.848515625,22.1221445044903,22,1,1,1,1,23,"H_target",1,40,5,1.23020196535122,1.22527635547259,1.22527635547259,1.81071653959514,-0.00492560987862967,0.00492560987862922
80,240,1,0.2,3,1.02140927087856,0.0216104566163556,0.000831038229117983,0.238302847657946,0.2375,1.23830284765795,1.2375,1.848515625,22.1221445044903,22,0.685655047461947,1,1,1,23,"H_target",1.02,40,3,1.22763866340956,1.22442473132743,1.22365791834721,1.87031209361824,-0.00321393208213561,0.00398074506234969
80,240,1,0.2,3,1.03526118257401,0.0334730046865481,0.00128721697240371,0.238822294346525,0.2375,1.23882229434653,1.2375,1.848515625,22.1221445044903,22,0.793321569488913,1,1,1,23,"H_target",1.05,40,5,1.24146792263517,1.239135238795,1.23764523315073,1.81706551701356,-0.00233268384016805,0.00382268948443665
80,240,1,0.2,3,1.11727650957862,0.0982569525066318,0.00377850802781471,0.241897869109198,0.2375,1.2418978691092,1.2375,1.848515625,22.1221445044903,22,1.13589658275349,1,1,3,23,"H_target",1.1,40,5,1.23521561011142,1.23599351919291,1.23170971520522,1.85269265814573,0.000777909081485673,0.00350589490620434
80,240,1,0.2,3,1.21820331979523,0.244043593701534,0.00938478809299282,0.245682624492321,0.2375,1.24568262449232,1.2375,1.848515625,22.1221445044903,22,1.53829690708403,2,1,3,23,"H_target",1.25,40,5,1.22855454358549,1.23173319910599,1.22384407860515,1.84733657263001,0.00317865552050023,0.00471046498033934
80,240,1,0.2,3,1.40521029548156,0.407702392319476,0.0156783486871774,0.252695386080559,0.2375,1.25269538608056,1.2375,1.848515625,22.1221445044903,22,1.82529101605245,2,3,3,23,"H_target",1.5,40,5,1.2545744625126,1.2666987224298,1.24938828547246,1.85221482396094,0.0121242599171953,0.00518617704014468
80,240,1,0.2,3,1.95901641269828,0.603090733816213,0.0231920807748584,0.273463115476185,0.2375,1.27346311547619,1.2375,1.848515625,22.1221445044903,22,2.07975374452581,2,3,3,23,"H_target",2,40,7,1.2455859936076,1.27674227587208,1.24130087198859,1.8663734513033,0.0311562822644862,0.00428512161900541
