"k","rsm_bagged","rsm_subset_avg","equal_weight","oracle_optimal","full_estimated"
1,1.25003667115279,4.37052587965764,1.2373211157169,1.23662124467617,NA
3,1.24085101644287,2.26154916461931,1.2373211157169,1.23662124467617,NA
5,1.23920645452543,1.8679941412714,1.2373211157169,1.23662124467617,NA
7,1.2405973655143,1.71226459059934,1.2373211157169,1.23662124467617,NA
9,1.24161964280748,1.63422900091097,1.2373211157169,1.23662124467617,NA
11,1.24332141696106,1.59116805471175,1.2373211157169,1.23662124467617,NA
13,1.24560866748188,1.56765359798138,1.2373211157169,1.23662124467617,NA
15,1.24794325779212,1.55324178000025,1.2373211157169,1.23662124467617,NA
17,1.25046334346264,1.54838447385045,1.2373211157169,1.23662124467617,NA
19,1.25444290426165,1.5495567022384,1.2373211157169,1.23662124467617,NA
21,1.25909318852467,1.55613590163679,1.2373211157169,1.23662124467617,NA
23,1.26174076326691,1.56114249768958,1.2373211157169,1.23662124467617,NA
25,1.26788999842907,1.57381630858921,1.2373211157169,1.23662124467617,NA
27,1.27214568098399,1.58558467774444,1.2373211157169,1.23662124467617,NA
29,1.27829101239704,1.60061453365314,1.2373211157169,1.23662124467617,NA
31,1.28449728644325,1.6187529390723,1.2373211157169,1.23662124467617,NA
33,1.29103872352022,1.63636807061031,1.2373211157169,1.23662124467617,NA
35,1.2972155263338,1.65432786334373,1.2373211157169,1.23662124467617,NA
37,1.30442601404616,1.67286762840039,1.2373211157169,1.23662124467617,NA
39,1.31257882426067,1.69518611227343,1.2373211157169,1.23662124467617,NA
41,1.3223793176603,1.72021760920621,1.2373211157169,1.23662124467617,NA
43,1.33162478390028,1.74579817335905,1.2373211157169,1.23662124467617,NA
45,1.33972842471798,1.76889889162589,1.2373211157169,1.23662124467617,NA
47,1.3508979192182,1.797384439968,1.2373211157169,1.23662124467617,NA
49,1.3631427566076,1.82662948336522,1.2373211157169,1.23662124467617,NA
51,1.37386316760172,1.85493677954182,1.2373211157169,1.23662124467617,NA
53,1.38642702240439,1.88625279188827,1.2373211157169,1.23662124467617,NA
55,1.39754496183293,1.91523936633913,1.2373211157169,1.23662124467617,NA
57,1.4122771094066,1.95098722863498,1.2373211157169,1.23662124467617,NA
59,1.42834132487533,1.98889920006894,1.2373211157169,1.23662124467617,NA
61,1.44259234343059,2.02340969518055,1.2373211157169,1.23662124467617,NA
63,1.46209900349301,2.06761318972423,1.2373211157169,1.23662124467617,NA
65,1.47569719334056,2.10252863900593,1.2373211157169,1.23662124467617,NA
67,1.49513002906813,2.14812798769962,1.2373211157169,1.23662124467617,NA
69,1.51331606892814,2.18966082298473,1.2373211157169,1.23662124467617,NA
71,1.5335170716326,2.23592478551502,1.2373211157169,1.23662124467617,NA
73,1.55294481875534,2.28123569421689,1.2373211157169,1.23662124467617,NA
75,1.57775579428352,2.33616435279887,1.2373211157169,1.23662124467617,NA
77,1.6030434934827,2.38862054690181,1.2373211157169,1.23662124467617,NA
79,1.62577622150713,2.4414457689978,1.2373211157169,1.23662124467617,NA
81,1.65384659251343,2.50563005295388,1.2373211157169,1.23662124467617,NA
83,1.68331735146576,2.56963691576934,1.2373211157169,1.23662124467617,NA
85,1.71303315822695,2.63079710180649,1.2373211157169,1.23662124467617,NA
87,1.74664019528782,2.70223001372573,1.2373211157169,1.23662124467617,NA
89,1.7710806398877,2.76636654582016,1.2373211157169,1.23662124467617,NA
91,1.81054433206291,2.84466090833226,1.2373211157169,1.23662124467617,NA
93,1.84941792415458,2.92531066232007,1.2373211157169,1.23662124467617,NA
95,1.89196394340439,3.01324283320904,1.2373211157169,1.23662124467617,NA
97,1.94008294608616,3.11002009192808,1.2373211157169,1.23662124467617,NA
99,1.97973964449187,3.20167145835479,1.2373211157169,1.23662124467617,NA
