"m","T_train","s","q","B_scale","H","V_delta","C_delta","Q_ave","Q_opt","L_equal","L_oracle_optimal","L_full_estimated_theory","kstar_subset_sqrt_cont","kstar_subset_sqrt_int","kstar_bag_cube_local_cont","kstar_bag_cube_local_int","kstar_bag_inf_grid","kstar_bag_G_grid","kstar_subset_grid","n_rep","G_bag","N_subsets_pop","kstar_empirical_bagged","kstar_empirical_subset_avg","min_bagged_mspe","min_subset_avg_mspe","equal_weight_mspe","oracle_optimal_mspe","full_estimated_mspe"
80,240,1,0.2,3,1.04266995209171,0.0427903445445774,0.00164551877755145,0.239100123203439,0.2375,1.23910012320344,1.2375,1.848515625,22.1221445044903,22,0.860993006961952,1,1,1,23,80,250,2500,5,21,1.24643575560217,1.47165518006401,1.24320952366383,1.24230435012839,1.86651581905671
