"k","Q_subset_mc","Q_bag_inf_mc","Q_bag_G_mc","R_bag_inf_mc","R_weight_exact_mc","R_weight_identity_gap","R_bag_inf_smallhet","R_bag_excess_smallhet","Q_bag_inf_smallhet_level","R_smallhet_abs_error","R_smallhet_rel_error","R_ratio_mc_to_smallhet","w_l2_mc","w_l2_smallhet","w_max_abs_mc","w_max_abs_smallhet","w_rmse_approx_error","w_max_approx_error","w_corr_with_approx"
1,33.2604263073984,1.70268897744237,1.82891992676219,0.64268897744237,0.64268897744237,2.22044604925031e-16,0.27643125214801,0.27643125214801,1.33643125214801,0.36625772529436,0.569883315490971,2.32495049835484,0.301843019315412,0.303551891306912,0.259219795348044,0.263219795348045,0.00325355190522604,0.0076,0.997127641772873
3,3.86970018622173,1.11379162739009,1.12481526162542,0.053791627390092,0.053791627390092,0,0.0282584402792797,0.0282584402792797,1.08825844027928,0.0255331871108124,0.474668426103713,1.90355967486056,0.244951942402359,0.0970540060641147,0.223171896606155,0.0841587100772659,0.0217411281516378,0.139013186528889,0.962983403590034
5,2.13012342649672,1.082520240392,1.08671065313642,0.022520240392,0.0225202403919999,6.2450045135165e-17,0.00932566906455178,0.00932566906455178,1.06932566906455,0.0131945713274482,0.58589833402202,2.41486591858622,0.215793098816494,0.0557544290155553,0.207839989550396,0.0483464930231102,0.0234853626648142,0.159493496527285,0.918308188966088
7,1.67727250626017,1.07350728943225,1.07592235029956,0.0135072894322492,0.0135072894322493,-9.0205620750794e-17,0.0043444600907927,0.0043444600907927,1.06434446009079,0.00916282934145651,0.678361812517312,3.10908355698225,0.179259827642756,0.0380546102804584,0.173463146709617,0.0329983999999006,0.0206444536320993,0.140464746709716,0.899528905034094
9,1.50083917181728,1.07104818143347,1.072767345395,0.011048181433466,0.011048181433466,-6.2450045135165e-17,0.00238933846936618,0.00238933846936618,1.06238933846937,0.00865884296409979,0.783734682150616,4.62394992384512,0.168845036703569,0.028221377649849,0.164728843964384,0.0244716816536731,0.0204364338818434,0.140257162310711,0.883801803300185
11,1.37600514114714,1.06739209216774,1.06862654436366,0.00739209216773884,0.00739209216773885,-1.04083408558608e-17,0.00144723422581198,0.00144723422581198,1.06144723422581,0.00594485794192686,0.804218590221572,5.107737252131,0.139597828926747,0.0219638659758248,0.135749082536425,0.0190455881606192,0.0170652548435767,0.116703494375805,0.882033362315126
13,1.29362019529783,1.0641234193147,1.06504140641863,0.00412341931469506,0.00412341931469522,-1.56992474575901e-16,0.000932635031731418,0.000932635031731418,1.06093263503173,0.00319078428296365,0.773819987599202,4.42125716320136,0.106409654077649,0.0176317425091927,0.103728088976646,0.0152890618961972,0.0129279094112868,0.0884390270804483,0.873406982462609
15,1.24626109553036,1.06315022744245,1.0638826709148,0.00315022744244775,0.00315022744244782,-7.24247051220317e-17,0.000626828236163288,0.000626828236163288,1.06062682823616,0.00252339920628446,0.801021276204667,5.02566294991714,0.0956272482698362,0.0144548519669958,0.0936750860698793,0.0125342759689545,0.011811558991529,0.0811408101009248,0.860126382706193
17,1.21246180458898,1.06270923456103,1.06330824484114,0.00270923456102712,0.00270923456102716,-3.77302356024956e-17,0.000433835431299794,0.000433835431299794,1.0604338354313,0.00227539912972732,0.839867895699913,6.24484393289434,0.088546527375344,0.0120254650817864,0.0864671904643609,0.0104276749657689,0.0110907260059722,0.076039515498592,0.86160145277207
19,1.18681990481656,1.06232881428779,1.06282677864991,0.00232881428779308,0.00232881428779328,-1.96891114523368e-16,0.00030648637088452,0.00030648637088452,1.06030648637088,0.00202232791690856,0.868393812039446,7.59842690907304,0.0833294534859322,0.0101075280671474,0.0816857045777723,0.00876456891062232,0.0105901552090176,0.07292113566715,0.853892783714073
21,1.16501829931747,1.06185101318541,1.06226368232994,0.00185101318540948,0.00185101318540957,-9.10729824887824e-17,0.000219559577931414,0.000219559577931414,1.06021955957793,0.00163145360747806,0.881384109166762,8.43057361855421,0.0742025578575103,0.00855491238863017,0.0723000334314085,0.00741824496121797,0.00948832889650642,0.0648817884701905,0.84892328280292
23,1.14582453361459,1.06124697737466,1.06158528759962,0.00124697737465818,0.00124697737465813,5.00901403688303e-17,0.000158659776145493,0.000158659776145493,1.06015865977615,0.00108831759851268,0.872764510912649,7.85944241793634,0.0627247201849834,0.00727231682811591,0.0613799326629592,0.0063060643073622,0.00803131985817923,0.055073868355597,0.835432899181793
25,1.13379310632886,1.06104984577573,1.06134081881794,0.0010498457757302,0.0010498457757302,-2.60208521396521e-18,0.000115131716846318,0.000115131716846318,1.06011513171685,0.000934714058883878,0.890334638184127,9.11864953018607,0.0558635267690748,0.00619493655728392,0.0545339248955654,0.00537183255812336,0.00716823178296847,0.0491620923374421,0.852330172348207
27,1.12225662919855,1.06081662006238,1.06106238009892,0.000816620062376483,0.000816620062376699,-2.15973072759112e-16,8.3545511950209e-05,8.3545511950209e-05,1.06008354551195,0.000733074550426274,0.897693534852573,9.77455333403389,0.0496670231795322,0.00527716817842704,0.0485555512566482,0.00457600551247545,0.00640453424409922,0.0439795457441728,0.846540750931559
29,1.11197294881381,1.06063689146014,1.06084223568956,0.000636891460142897,0.000636891460142975,-7.87130777224476e-17,6.03722795829089e-05,6.03722795829089e-05,1.06006037227958,0.000576519180559988,0.905207899051805,10.5494022180868,0.0457104769194893,0.00448598854148146,0.0447581021522002,0.00388994771450312,0.00595830926977535,0.0408681544376971,0.815626520246411
31,1.10266059273696,1.06032487196949,1.06049421485256,0.000324871969486384,0.000324871969486383,1.78893358460108e-18,4.3249271364746e-05,4.3249271364746e-05,1.06004324927136,0.000281622698121638,0.866872874772415,7.51161717261205,0.0314190331704103,0.00379689659962563,0.0307061550307731,0.00329241350336593,0.00400268806128294,0.0274137415274071,0.840340272128881
33,1.09626997186378,1.06036545011958,1.06050906820656,0.000365450119580002,0.000365450119580045,-4.26091453786803e-17,3.05537797691331e-05,3.05537797691331e-05,1.06003055377977,0.000334896339810869,0.916394117467392,11.9608808579944,0.0350347697798309,0.00319133095375232,0.0342145523274474,0.00276730768145749,0.00460127453536683,0.0314472446459899,0.800631651833098
35,1.09011358440745,1.06023814580228,1.0603576475567,0.000238145802283762,0.000238145802283794,-3.18213337624496e-17,2.11466418697319e-05,2.11466418697319e-05,1.06002114664187,0.00021699916041403,0.911202961937852,11.2616368949167,0.0280402252847649,0.00265497281026454,0.0274529207043732,0.00230221395348144,0.00366864725544744,0.0251507067508917,0.808333709289177
37,1.08458889321083,1.06018498299787,1.06028259863872,0.000184982997867289,0.000184982997867322,-3.34205319668657e-17,1.42127539423139e-05,1.42127539423139e-05,1.06001421275394,0.000170770243924975,0.92316724182127,13.0152818108362,0.0244829080961635,0.00217659933093759,0.0239643181281639,0.00188740062852983,0.00321531664828158,0.0220769174996341,0.818522847241002
39,1.07967363864271,1.06011612157243,1.06019435164071,0.00011612157242924,0.000116121572429482,-2.42536025985007e-16,9.15906491676825e-06,9.15906491676825e-06,1.06000915906492,0.000106962507512471,0.921125207615067,12.6783218029874,0.0194065517603212,0.00174728979820829,0.0190498003377142,0.00151513225998351,0.002546102554314,0.0175346680777307,0.818891372072104
41,1.07440529046884,1.06003685329945,1.06009432704813,3.68532994476922e-05,3.68532994478095e-05,-1.1731745132651e-16,5.54769129360606e-06,5.54769129360606e-06,1.06000554769129,3.13056081540862e-05,0.84946554645724,6.64299750964283,0.0110092056341589,0.00135986412233062,0.0105965399878027,0.00117918275666122,0.00141566730332968,0.00941735723114146,0.763012062868887
43,1.07147468970702,1.06006306562297,1.06010871211931,6.30656229707593e-05,6.30656229708016e-05,-4.22432271454665e-17,3.05108389695489e-06,3.05108389695489e-06,1.0600030510839,6.00145390738045e-05,0.951620490637672,20.6699078428166,0.0140952341007737,0.00100847804420901,0.0137277564249167,0.000874484369927058,0.00187784255640812,0.0128532720549897,0.82231643565463
45,1.06767423197455,1.06002726007092,1.06005784795853,2.72600709203541e-05,2.72600709205617e-05,-2.07614551635607e-16,1.42137922032492e-06,1.42137922032492e-06,1.06000142137922,2.58386917000292e-05,0.947858564840944,19.1786052100316,0.00934371400357611,0.000688326284142658,0.00901307210233476,0.000596870284235929,0.0012459466665276,0.00841620181809883,0.789830665096678
47,1.06431732038721,1.06000651096191,1.06002375419961,6.51096191250922e-06,6.51096191256621e-06,-5.69968470207419e-17,4.69074446182373e-07,4.69074446182373e-07,1.06000046907445,6.04188746632684e-06,0.927956198717556,13.8804447044591,0.00401370346695929,0.000395421482379825,0.00379789298126659,0.000342882929241916,0.000521043380860406,0.00345501005202468,0.848042238467692
49,1.06147000087013,1.06000209422144,1.06000796584804,2.09422144403781e-06,2.09422144384489e-06,1.92919800550166e-16,4.79515688656048e-08,4.79515688656048e-08,1.06000004795157,2.04626987517221e-06,0.97710291382885,43.6736793723548,0.00236647511086848,0.000126427276679264,0.00222807619037024,0.000109629235880069,0.000320196794790733,0.00211844695449017,0.818700229366389
