"k","rsm_bagged","rsm_subset_avg","equal_weight","oracle_optimal","full_estimated"
1,2.11630578165322,5.34323027640134,2.10134119806308,2.09667030482225,2.63439077928637
3,2.10206545421078,3.0961852018109,2.10134119806308,2.09667030482225,2.63439077928637
5,2.10191527751393,2.69120433365521,2.10134119806308,2.09667030482225,2.63439077928637
7,2.10431569244557,2.53286464634886,2.10134119806308,2.09667030482225,2.63439077928637
9,2.10932939614488,2.4541352003832,2.10134119806308,2.09667030482225,2.63439077928637
11,2.1181788502201,2.41345080124562,2.10134119806308,2.09667030482225,2.63439077928637
13,2.12463337258936,2.38836660241975,2.10134119806308,2.09667030482225,2.63439077928637
15,2.13462018112122,2.37720267209554,2.10134119806308,2.09667030482225,2.63439077928637
17,2.14341082157262,2.37023681792106,2.10134119806308,2.09667030482225,2.63439077928637
19,2.15840226808282,2.37368154078668,2.10134119806308,2.09667030482225,2.63439077928637
21,2.17357168904036,2.37970613634653,2.10134119806308,2.09667030482225,2.63439077928637
23,2.18835688593654,2.38597505543636,2.10134119806308,2.09667030482225,2.63439077928637
25,2.20695970754574,2.39738433755065,2.10134119806308,2.09667030482225,2.63439077928637
27,2.22847608213346,2.41169287954063,2.10134119806308,2.09667030482225,2.63439077928637
29,2.24813827494958,2.42264885518608,2.10134119806308,2.09667030482225,2.63439077928637
31,2.27313730566492,2.43935710910805,2.10134119806308,2.09667030482225,2.63439077928637
33,2.29987397219608,2.4564575772709,2.10134119806308,2.09667030482225,2.63439077928637
35,2.32770649230246,2.47384039470396,2.10134119806308,2.09667030482225,2.63439077928637
37,2.35785248506596,2.49170250408347,2.10134119806308,2.09667030482225,2.63439077928637
39,2.39362344150294,2.51302588151125,2.10134119806308,2.09667030482225,2.63439077928637
41,2.42900537424534,2.53305600289924,2.10134119806308,2.09667030482225,2.63439077928637
43,2.46873195664998,2.55456432406535,2.10134119806308,2.09667030482225,2.63439077928637
45,2.51314426559666,2.5771865259165,2.10134119806308,2.09667030482225,2.63439077928637
47,2.55809782857295,2.59926551725274,2.10134119806308,2.09667030482225,2.63439077928637
49,2.60829472006036,2.62273627317327,2.10134119806308,2.09667030482225,2.63439077928637
