"k","Q_subset_mc","Q_bag_inf_mc","Q_bag_G_mc","R_bag_inf_mc","R_weight_exact_mc","R_weight_identity_gap","R_bag_inf_smallhet","R_bag_excess_smallhet","Q_bag_inf_smallhet_level","R_smallhet_abs_error","R_smallhet_rel_error","R_ratio_mc_to_smallhet","w_l2_mc","w_l2_smallhet","w_max_abs_mc","w_max_abs_smallhet","w_rmse_approx_error","w_max_approx_error","w_corr_with_approx"
1,9.36856907962768,1.17228468842645,1.18253004391545,0.0122846884264523,0.0122846884264523,-6.93889390390723e-18,0.00716082393404903,0.00716082393404903,1.16716082393405,0.00512386449240322,0.417093565138385,1.71554119185081,0.0399169392973077,0.0299182718711514,0.0125342112169753,0.010200877883642,0.00312267691430143,0.00633333333333333,0.837729305150726
2,5.09351877718566,1.16377386447158,1.16868604561247,0.00377386447157679,0.00377386447157675,4.81385764583564e-17,0.00171788196002176,0.00171788196002176,1.16171788196002,0.00205598251155503,0.544795004441695,2.19681244660663,0.0219087883404713,0.0146538474470946,0.00801864912894429,0.00499634835117158,0.00202350429840583,0.00533175287024045,0.763128418529037
3,3.70430593893032,1.16173418345881,1.16491239815315,0.00173418345881293,0.00173418345881294,-9.97465998686664e-18,0.000732021846004642,0.000732021846004642,1.160732021846,0.00100216161280829,0.577886732638011,2.36903238377115,0.0152300368710123,0.00956570597240895,0.00715576991508655,0.00326150517368145,0.00159180355873419,0.00392894663313933,0.675304255531603
4,3.01932014719852,1.16100293658217,1.16332583309544,0.0010029365821691,0.00100293658216903,6.8738417735581e-17,0.000394426890994579,0.000394426890994579,1.16039442689099,0.000608509691174521,0.60672798459347,2.54276928137459,0.0115911079646658,0.00702163523506614,0.00525838085038037,0.00239408358493638,0.00127742663460691,0.00351704675941063,0.627030628587909
5,2.61522643925401,1.16072197603039,1.16254010660941,0.000721976030385374,0.000721976030385314,6.01732205729455e-17,0.00024157715062806,0.00024157715062806,1.16024157715063,0.000480398879757314,0.66539450000977,2.9885940309684,0.00978340679351116,0.00549519279266046,0.00335854971118582,0.00187363063168934,0.000979105573488551,0.00275689391600948,0.72523559231632
6,2.33899630214328,1.16042655441591,1.16189976660057,0.000426554415908331,0.000426554415908253,7.78457159844592e-17,0.00016038867065018,0.00016038867065018,1.16016038867065,0.000266165745258152,0.623990129586074,2.6595046531602,0.00729425852245368,0.00447756449772334,0.00216897418270724,0.00152666199619132,0.000955072310919001,0.00201209708903407,0.4232425141591
7,2.14757930749365,1.16032235581132,1.16155642700092,0.000322355811316122,0.000322355811316058,6.41305585025176e-17,0.000112541232429146,0.000112541232429146,1.16011254123243,0.000209814578886975,0.650878847290947,2.86433518061098,0.00637789034051925,0.00375068714419682,0.00278029042660653,0.00127882725654987,0.000800595272883561,0.00285320448104541,0.474416882841292
8,2.00485064486129,1.16036123298116,1.16141684474601,0.000361232981157089,0.000361232981157005,8.45135593452451e-17,8.22033359776037e-05,8.22033359776037e-05,1.16008220333598,0.000279029645179485,0.772436792138158,4.39438347435811,0.00697800222747098,0.00320552912905194,0.00224958806820765,0.00109295120181878,0.000842356343223601,0.00209274644113199,0.525069803648328
9,1.89333921467881,1.16034426837673,1.16126051205961,0.000344268376733847,0.000344268376733679,1.68593437821496e-16,6.18947096792819e-05,6.18947096792819e-05,1.16006189470968,0.000282373667054565,0.820213781275843,5.562161588894,0.00656354213535861,0.0027815173394948,0.00199149772293657,0.00094838093702794,0.00078450435027703,0.00168795698352745,0.54896759039129
10,1.80298024008567,1.16027987511494,1.16108325057115,0.000279875114935768,0.000279875114935761,6.83047368665868e-18,4.77189433339377e-05,4.77189433339377e-05,1.16004771894333,0.00023215617160183,0.829499155918563,5.86507360352049,0.0061034240139527,0.00244230790784909,0.00223132600148299,0.000832724725195264,0.000771754051465712,0.0018821678428125,0.450692323295285
