"k","Q_subset_mc","Q_bag_inf_mc","Q_bag_G_mc","R_bag_inf_mc","R_weight_exact_mc","R_weight_identity_gap","R_bag_inf_smallhet","R_bag_excess_smallhet","Q_bag_inf_smallhet_level","R_smallhet_abs_error","R_smallhet_rel_error","R_ratio_mc_to_smallhet","w_l2_mc","w_l2_smallhet","w_max_abs_mc","w_max_abs_smallhet","w_rmse_approx_error","w_max_approx_error","w_corr_with_approx"
1,28.7978063759559,1.56036580104842,1.59441260176706,0.400365801048423,0.400365801048423,-1.66533453693773e-16,0.295655134730437,0.295655134730437,1.45565513473044,0.104710666317985,0.261537489075699,1.35416488339854,0.190075956927283,0.192241753636677,0.125505346453619,0.127172013120285,0.00248908729367926,0.00733333333333333,0.995825360794236
2,9.47341091350943,1.26854129352847,1.27879738055344,0.108541293528468,0.108541293528468,-8.32667268468867e-17,0.070927679135665,0.070927679135665,1.23092767913567,0.0376136143928027,0.346537369972816,1.530309391921,0.154426661587272,0.0941592262710252,0.114975628477821,0.0622883329568744,0.00957468772547333,0.052687295520947,0.967279126123696
3,5.5510684823323,1.21285430444453,1.21827707216689,0.0528543044445295,0.0528543044445297,-1.52655665885959e-16,0.0302236194465054,0.0302236194465054,1.19022361944651,0.0226306849980241,0.428171087215327,1.74877481295976,0.124490071023911,0.0614650504824748,0.0989587912117299,0.0406604395690708,0.00997126582134055,0.0582983516426591,0.934711088150407
4,3.99604668131659,1.19230146165992,1.19580614318449,0.0323014616599167,0.0323014616599168,-1.87350135405495e-16,0.0162850443848814,0.0162850443848814,1.17628504438488,0.0160164172750352,0.495841873772239,1.98350467438114,0.105520463078214,0.0451179625881996,0.0815578226227711,0.029846492875169,0.00944520061816959,0.0517113297476021,0.914707925285679
5,3.26470572536309,1.18353258385657,1.18613405028346,0.0235325838565728,0.023532583856573,-2.32452945780892e-16,0.0099742048784529,0.0099742048784529,1.16997420487845,0.0135583789781199,0.576153433076281,2.35934434306736,0.0946339511047835,0.0353097098516345,0.0808864184089303,0.0233581248588279,0.00917744157909465,0.0575282935501024,0.896467657611867
6,2.75325734620293,1.17654010860494,1.17851100515194,0.0165401086049402,0.0165401086049404,-2.74086309204336e-16,0.00662210584522799,0.00662210584522799,1.16662210584523,0.00991800275971216,0.599633472584931,2.49771130083329,0.0836527047430777,0.0287708746939244,0.0707067752496546,0.0190325461812672,0.00850715131556226,0.0516742290683875,0.873987117276646
7,2.4553369982488,1.17277203092646,1.17437523713561,0.0127720309264561,0.0127720309264563,-2.27248775352962e-16,0.00464658725630119,0.00464658725630119,1.1646465872563,0.00812544367015488,0.636190416147818,2.74869064583605,0.078069265300252,0.0241002781527029,0.0701150716026176,0.0159428471258667,0.00836676046782808,0.054172224476751,0.843878482601002
8,2.24333251953034,1.17041905596994,1.17176019779939,0.01041905596994,0.0104190559699402,-2.0643209364124e-16,0.00339400027114022,0.00339400027114022,1.16339400027114,0.00702505569879975,0.674250692103751,3.06984535579889,0.0691184212508037,0.0205973307467868,0.0584880477820671,0.0136255728343163,0.00743878762959846,0.0448624749477508,0.855132791623563
9,2.08699926740207,1.16940905876326,1.17055604652406,0.0094090587632587,0.00940905876325882,-1.12757025938492e-16,0.00255550044210933,0.00255550044210933,1.16255550044211,0.00685355832114937,0.728399991284116,3.68188500702915,0.0692149407038974,0.0178728160977409,0.0622526171751079,0.0118232483853326,0.00782298267826734,0.0504293687897753,0.82865135238534
10,1.95332242033219,1.16636367095834,1.16734736939506,0.00636367095833901,0.0063636709583392,-1.89084858881472e-16,0.00197021330932403,0.00197021330932403,1.16197021330932,0.00439345764901498,0.690396734491395,3.22994009238642,0.0544326245182161,0.0156932043785042,0.0484063835362671,0.0103813888261457,0.00593257629900202,0.0380249947101214,0.848382321568122
