"k","rsm_bagged","rsm_subset_avg","equal_weight","oracle_optimal","full_estimated"
1,2.58867565252975,30.0826187400192,2.55495389414208,2.15206608969717,2.72441878591572
2,2.2680849820447,10.5601524465112,2.55495389414208,2.15206608969717,2.72441878591572
3,2.21275635577655,6.64240876462644,2.55495389414208,2.15206608969717,2.72441878591572
4,2.19140210892077,5.10089212846245,2.55495389414208,2.15206608969717,2.72441878591572
5,2.18370737791548,4.31995346983622,2.55495389414208,2.15206608969717,2.72441878591572
6,2.17804722639047,3.85052010154241,2.55495389414208,2.15206608969717,2.72441878591572
7,2.1751915286885,3.53713290000849,2.55495389414208,2.15206608969717,2.72441878591572
8,2.17581270671488,3.32442072320181,2.55495389414208,2.15206608969717,2.72441878591572
9,2.17623706777885,3.16835894735372,2.55495389414208,2.15206608969717,2.72441878591572
10,2.17803091897517,3.04948517467128,2.55495389414208,2.15206608969717,2.72441878591572
11,2.18052748137197,2.95856010567189,2.55495389414208,2.15206608969717,2.72441878591572
12,2.18318484518554,2.88649951133423,2.55495389414208,2.15206608969717,2.72441878591572
13,2.18737680260113,2.82896679311758,2.55495389414208,2.15206608969717,2.72441878591572
14,2.19162763767383,2.7830577579187,2.55495389414208,2.15206608969717,2.72441878591572
15,2.19617165677979,2.74317690949802,2.55495389414208,2.15206608969717,2.72441878591572
16,2.20113349517782,2.71173810710115,2.55495389414208,2.15206608969717,2.72441878591572
17,2.20694384581219,2.68582731536471,2.55495389414208,2.15206608969717,2.72441878591572
18,2.21320073366182,2.66484341722818,2.55495389414208,2.15206608969717,2.72441878591572
19,2.21979690071963,2.64628287509238,2.55495389414208,2.15206608969717,2.72441878591572
20,2.22766222635683,2.63206099400284,2.55495389414208,2.15206608969717,2.72441878591572
21,2.23475021662867,2.6198204490522,2.55495389414208,2.15206608969717,2.72441878591572
22,2.24329021452622,2.61038567107162,2.55495389414208,2.15206608969717,2.72441878591572
23,2.2525312369059,2.6035328798711,2.55495389414208,2.15206608969717,2.72441878591572
24,2.26091554405536,2.59672751578715,2.55495389414208,2.15206608969717,2.72441878591572
25,2.2706376718695,2.59208379084731,2.55495389414208,2.15206608969717,2.72441878591572
26,2.28082446849427,2.58940954505724,2.55495389414208,2.15206608969717,2.72441878591572
27,2.29122991981475,2.58655955274015,2.55495389414208,2.15206608969717,2.72441878591572
28,2.30296014707187,2.58664586839926,2.55495389414208,2.15206608969717,2.72441878591572
29,2.31497453844204,2.58700271992797,2.55495389414208,2.15206608969717,2.72441878591572
30,2.32747420468311,2.5880350036869,2.55495389414208,2.15206608969717,2.72441878591572
31,2.34018988446371,2.58954589260866,2.55495389414208,2.15206608969717,2.72441878591572
32,2.35338418314157,2.59205029609113,2.55495389414208,2.15206608969717,2.72441878591572
33,2.36767678289888,2.59582684361928,2.55495389414208,2.15206608969717,2.72441878591572
34,2.3820434047416,2.59954447197557,2.55495389414208,2.15206608969717,2.72441878591572
35,2.39814401955809,2.60471193803142,2.55495389414208,2.15206608969717,2.72441878591572
36,2.41393571351763,2.60942299015426,2.55495389414208,2.15206608969717,2.72441878591572
37,2.43069477443359,2.61497161819149,2.55495389414208,2.15206608969717,2.72441878591572
38,2.44774977763678,2.62091113291968,2.55495389414208,2.15206608969717,2.72441878591572
39,2.46648019612901,2.62788094169172,2.55495389414208,2.15206608969717,2.72441878591572
40,2.48508704712289,2.63436184904831,2.55495389414208,2.15206608969717,2.72441878591572
41,2.50541739240307,2.64253527350819,2.55495389414208,2.15206608969717,2.72441878591572
42,2.52562335364989,2.64986000211833,2.55495389414208,2.15206608969717,2.72441878591572
43,2.54709190133734,2.65802833132311,2.55495389414208,2.15206608969717,2.72441878591572
44,2.56913960772488,2.66625003813872,2.55495389414208,2.15206608969717,2.72441878591572
45,2.59262039698242,2.67544107024001,2.55495389414208,2.15206608969717,2.72441878591572
46,2.61674951861049,2.68446376911393,2.55495389414208,2.15206608969717,2.72441878591572
47,2.64216410678463,2.69404626878942,2.55495389414208,2.15206608969717,2.72441878591572
48,2.66843846224277,2.70385242741815,2.55495389414208,2.15206608969717,2.72441878591572
49,2.69581035409438,2.71395250144071,2.55495389414208,2.15206608969717,2.72441878591572
50,2.72441878591584,2.72441878591584,2.55495389414208,2.15206608969717,2.72441878591572
