"k","i","tau","sigma2","delta","w_opt","w_bag_mc","w_bag_smallhet_approx","diff_mc","diff_smallhet_approx","diff_approx_error"
1,1,0.123773037968469,8.07930399393404,-0.00981569625224865,0.019803686074955,0.02,0.02,0.000196313925044975,0.000196313925044973,1.65340831304039e-18
1,2,0.139901465629183,7.14788794743981,0.119211725033462,0.0223842345006692,0.02,0.02,-0.00238423450066924,-0.00238423450066925,2.16840434497101e-18
1,3,0.104323051640401,9.58560916571899,-0.165415586876795,0.0166916882624641,0.0196666666666667,0.02,0.00297497840420256,0.00330831173753589,-0.00033333333333333
1,4,0.143080872377034,6.98905439550921,0.14464697901627,0.0228929395803254,0.0206666666666667,0.02,-0.00222627291365872,-0.00289293958032539,0.00066666666666667
1,5,0.141536300413489,7.0653252704682,0.132290403307909,0.0226458080661582,0.0196666666666667,0.02,-0.0029791413994915,-0.00264580806615817,-0.00033333333333333
1,6,0.122265972701569,8.17889047871752,-0.0218722183874471,0.0195625556322511,0.0176666666666667,0.02,-0.00189588896558439,0.000437444367748943,-0.00233333333333333
1,7,0.0993672813061099,10.0636747514447,-0.205061749551121,0.0158987650089776,0.021,0.02,0.00510123499102243,0.00410123499102242,0.001
1,8,0.127294196840223,7.855817663512,0.0183535747217864,0.0203670714944357,0.02,0.02,-0.000367071494435725,-0.000367071494435729,3.90312782094782e-18
1,9,0.103920827774863,9.62271010933847,-0.168633377801093,0.0166273324439781,0.0166666666666667,0.02,3.93342226885258e-05,0.00337266755602186,-0.00333333333333333
1,10,0.089264402283214,11.2026740158663,-0.285884781734288,0.0142823043653142,0.0193333333333333,0.02,0.00505102896801909,0.00571769563468576,-0.000666666666666664
1,11,0.102268899536258,9.77814374198348,-0.181848803709935,0.0163630239258013,0.0143333333333333,0.02,-0.00202969059246797,0.00363697607419869,-0.00566666666666666
1,12,0.150838602611151,6.62960265269703,0.206708820889208,0.0241341764177841,0.0213333333333333,0.02,-0.00280084308445082,-0.00413417641778415,0.00133333333333334
1,13,0.118171854457304,8.46225190077982,-0.0546251643415657,0.0189074967131687,0.02,0.02,0.00109250328683132,0.00109250328683131,2.81892564846231e-18
1,14,0.10694761515892,9.35037212857943,-0.144419078728644,0.0171116184254271,0.0176666666666667,0.02,0.000555048241239545,0.00288838157457288,-0.00233333333333333
1,15,0.139009645196158,7.19374543103748,0.112077161569261,0.0222415432313852,0.017,0.02,-0.00524154323138521,-0.00224154323138521,-0.003
1,16,0.123054671486076,8.12646921830315,-0.0155626281113947,0.0196887474377721,0.017,0.02,-0.0026887474377721,0.000311252562227895,-0.003
1,17,0.0841952066437536,11.877160706205,-0.326438346849971,0.0134712330630006,0.0196666666666667,0.02,0.00619543360366609,0.00652876693699942,-0.000333333333333333
1,18,0.138732921942826,7.20809441620583,0.109863375542604,0.0221972675108521,0.0236666666666667,0.02,0.00146939915581458,-0.00219726751085209,0.00366666666666667
1,19,0.120107898211123,8.32584713323534,-0.0391368143110163,0.0192172637137797,0.0213333333333333,0.02,0.00211606961955366,0.000782736286220327,0.00133333333333334
1,20,0.125851879074369,7.94584878155909,0.00681503259495564,0.0201363006518991,0.0233333333333333,0.02,0.00319703268143422,-0.000136300651899113,0.00333333333333334
1,21,0.12695659250975,7.8767079379765,0.015652740078004,0.0203130548015601,0.0163333333333333,0.02,-0.00397972146822674,-0.00031305480156008,-0.00366666666666666
1,22,0.135162476193678,7.39850310649141,0.0812998095494255,0.0216259961909885,0.0243333333333333,0.02,0.00270733714234482,-0.00162599619098851,0.00433333333333333
1,23,0.175737070901494,5.69031903667343,0.405896567211952,0.028117931344239,0.0253333333333333,0.02,-0.0027845980109057,-0.00811793134423903,0.00533333333333334
1,24,0.137139055420671,7.2918688037665,0.0971124433653718,0.0219422488673074,0.02,0.02,-0.00194224886730743,-0.00194224886730744,1.73472347597681e-18
1,25,0.116541342847461,8.58064593702923,-0.0676692572203086,0.0186466148555938,0.02,0.02,0.00135338514440617,0.00135338514440617,1.30104260698261e-18
1,26,0.0950033272599133,10.525947130927,-0.239973381920693,0.0152005323615861,0.0173333333333333,0.02,0.0021328009717472,0.00479946763841387,-0.00266666666666667
1,27,0.196214689369406,5.09645839062201,0.569717514955248,0.031394350299105,0.0196666666666667,0.02,-0.0117276836324383,-0.011394350299105,-0.000333333333333331
1,28,0.106343150777987,9.40352051527704,-0.149254793776104,0.0170149041244779,0.0176666666666667,0.02,0.000651762542188745,0.00298509587552208,-0.00233333333333333
1,29,0.16422757121237,6.0891115457517,0.313820569698959,0.0262764113939792,0.018,0.02,-0.00827641139397917,-0.00627641139397917,-0.002
1,30,0.130300158434749,7.67458775194641,0.0424012674779908,0.0208480253495598,0.0236666666666667,0.02,0.00281864131710685,-0.000848025349559815,0.00366666666666667
1,31,0.153619948571593,6.50957124578101,0.228959588572745,0.0245791917714549,0.0186666666666667,0.02,-0.00591252510478822,-0.00457919177145489,-0.00133333333333333
1,32,0.133986805430921,7.46342146738893,0.0718944434473681,0.0214378888689474,0.0256666666666667,0.02,0.00422877779771931,-0.00143788886894736,0.00566666666666667
1,33,0.169536098483963,5.89844881970429,0.356288787871702,0.027125775757434,0.0233333333333333,0.02,-0.0037924424241007,-0.00712577575743404,0.00333333333333334
1,34,0.0881458833965781,11.3448292928314,-0.294832932827375,0.0141033413434525,0.016,0.02,0.00189665865654751,0.0058966586565475,-0.004
1,35,0.137191225144433,7.28909592393546,0.0975298011554648,0.0219505960231093,0.019,0.02,-0.0029505960231093,-0.0019505960231093,-0.000999999999999999
1,36,0.0984207164875743,10.1604625091939,-0.212634268099406,0.0157473146380119,0.0213333333333333,0.02,0.00558601869532145,0.00425268536198812,0.00133333333333333
1,37,0.121032430264948,8.2622483726959,-0.0317405578804131,0.0193651888423917,0.0193333333333333,0.02,-3.18555090584004e-05,0.000634811157608262,-0.000666666666666662
1,38,0.120935667516607,8.26885914250797,-0.0325146598671443,0.0193497068026571,0.0226666666666667,0.02,0.00331695986400956,0.000650293197342886,0.00266666666666667
1,39,0.119545024428998,8.36504910828751,-0.0436398045680141,0.0191272039086397,0.018,0.02,-0.00112720390863972,0.000872796091360282,-0.002
1,40,0.0934147849680557,10.7049435519438,-0.252681720255554,0.0149463655948889,0.0203333333333333,0.02,0.00538696773844442,0.00505363440511109,0.000333333333333334
