"k","Q_subset_mc","Q_bag_inf_mc","Q_bag_G_mc","R_bag_inf_mc","R_weight_exact_mc","R_weight_identity_gap","R_bag_inf_smallhet","R_bag_excess_smallhet.x","Q_bag_inf_smallhet_level","R_smallhet_abs_error","R_smallhet_rel_error","R_ratio_mc_to_smallhet","w_l2_mc","w_l2_smallhet","w_max_abs_mc","w_max_abs_smallhet","w_rmse_approx_error","w_max_approx_error","w_corr_with_approx","Q_bag_inf_smallhet","Q_bag_G_smallhet","R_bag_excess_smallhet.y","R_bag_G_excess_smallhet","Q_subset_leading","Q_subset_delta","L_bag_inf_smallhet","L_bag_G_smallhet","L_subset_leading","L_subset_delta","L_equal","L_oracle_optimal","L_full_estimated_theory"
1,31.4336810277976,1.6198435686075,1.65711086543149,0.459843568607504,0.459843568607504,1.11022302462516e-16,0.501869954490142,0.501869954490142,1.66186995449014,-0.0420263858826384,-0.0913927882255753,0.916260406691742,0.251815168445827,0.250467052346746,0.207806633401581,0.207139966734915,0.00266082693913001,0.00533333333333334,0.997208064460586,1.66186995449014,1.67104261704703,0.501869954490142,0.51104261704703,9,34.0934977245071,2.66186995449014,2.67104261704703,10,35.0934977245071,2.61085751615205,2.16,2.71705263157895
2,10.6113265060161,1.30207851263498,1.3137150726267,0.142078512634976,0.142078512634976,5.55111512312578e-17,0.120398622984724,0.120398622984724,1.28039862298472,0.0216798896502519,0.152590910815285,1.18006758809029,0.217327766558434,0.122677739924937,0.189929562648517,0.101456310237509,0.0142439595360308,0.088473252411008,0.977760038978166,1.28039862298472,1.28504812470599,0.120398622984724,0.125048124705993,5,11.1453463815119,2.28998012980399,2.29464916724677,6.02521008403361,12.1963772486612,2.61085751615205,2.16,2.71705263157895
3,6.1291547665357,1.23682146362101,1.24293688024965,0.0768214636210116,0.0768214636210114,1.66533453693773e-16,0.051304120017989,0.051304120017989,1.21130412001799,0.0255173436030226,0.332164246816606,1.49737416008842,0.193550644992401,0.0800813024510005,0.176486974549426,0.0662284247383741,0.016956531037149,0.110258549811051,0.95158302910431,1.21130412001799,1.2143733232013,0.0513041200179889,0.0543733232013,3.66666666666667,6.34103036973205,2.22996491427974,2.23306001791186,4.70604781997187,7.40297999310532,2.61085751615205,2.16,2.71705263157895
4,4.33234919431665,1.21052752598615,1.21442980307156,0.0505275259861497,0.0505275259861496,1.80411241501588e-16,0.0276436074474475,0.0276436074474475,1.18764360744745,0.0228839185387023,0.452900039969799,1.82781954497821,0.170856225369088,0.0587830837140323,0.156905929432631,0.0486144819888065,0.0166306560333272,0.108291447443825,0.936847089791419,1.18764360744745,1.18990905293814,0.0276436074474475,0.0299090529381381,3,4.47232257057057,2.21545263635568,2.21774687988227,4.05084745762712,5.54188599307782,2.61085751615205,2.16,2.71705263157895
5,3.47301760699552,1.19717621740604,1.20002101914302,0.0371762174060379,0.0371762174060379,1.38777878078145e-17,0.0169310563572268,0.0169310563572268,1.17693105635723,0.0202451610488111,0.544572914121248,2.19574116473659,0.154106016909162,0.0460041524718514,0.142998316249956,0.038046116339066,0.0159529455292049,0.10495219991089,0.926736158315696,1.17693105635723,1.17870989253678,0.0169310563572267,0.0187098925367803,2.6,3.52180195722679,2.21398520199735,2.21579431623953,3.66127659574468,4.59876879905193,2.61085751615205,2.16,2.71705263157895
6,2.96299721705091,1.19031287387015,1.19252872929912,0.0303128738701457,0.0303128738701455,2.42861286636753e-16,0.0112409208187898,0.0112409208187898,1.17124092081879,0.0190719530513559,0.629170072526159,2.69665398047072,0.14613128572344,0.0374848649770641,0.136045505174764,0.031000539239239,0.0159790622233182,0.105044965935525,0.912146091179849,1.17124092081879,1.17269353633443,0.0112409208187898,0.0126935363344332,2.33333333333333,2.9592482425614,2.21763495758842,2.21911861189713,3.4045584045584,4.04384756398365,2.61085751615205,2.16,2.71705263157895
7,2.5831799943472,1.18118848875321,1.1829409781352,0.0211884887532094,0.0211884887532092,2.22044604925031e-16,0.00788750899584589,0.00788750899584589,1.16788750899585,0.0133009797573636,0.627745560916837,2.6863346544985,0.122513791482815,0.0313996596236446,0.114739508943246,0.0259679841679339,0.0134113139461914,0.0887715247753122,0.910137562970387,1.16788750899585,1.16910622103817,0.00788750899584589,0.00910622103817249,2.14285714285714,2.59226172517859,2.22371293841205,2.2249630335971,3.22378908645003,3.68476631896002,2.61085751615205,2.16,2.71705263157895
8,2.34723595773183,1.18012267888699,1.18158157048554,0.0201226788869875,0.0201226788869875,3.46944695195361e-17,0.00576126223266745,0.00576126223266745,1.16576126223267,0.01436141665432,0.713693079086352,3.49275524604454,0.124896192746952,0.02683575560858,0.117937841666113,0.0221935678644552,0.0143518273618232,0.0957442738016579,0.898126112199716,1.16576126223267,1.16680406065488,0.00576126223266749,0.00680406065487671,2,2.33607363023893,2.23110750721383,2.23218176938153,3.09051724137931,3.43673102425476,2.61085751615205,2.16,2.71705263157895
9,2.14936981719166,1.17518368449367,1.17640141715955,0.0151836844936737,0.0151836844936736,1.07552855510562e-16,0.00433792192295355,0.00433792192295355,1.16433792192295,0.0108457625707201,0.714303736701,3.50022078851424,0.112024393848629,0.0232860524857519,0.107362329906707,0.0192579107395272,0.0130178056026287,0.0881044191671801,0.885250987098039,1.16433792192295,1.16524361063166,0.00433792192295357,0.0052436106316609,1.88888888888889,2.1481061745288,2.23929334779042,2.24023040234185,2.98893698893699,3.2571314965904,2.61085751615205,2.16,2.71705263157895
10,2.01499611764614,1.17405544714532,1.17510662298345,0.0140554471453198,0.0140554471453197,1.00613961606655e-16,0.00334440619402011,0.00334440619402011,1.16334440619402,0.0107110409512997,0.762056222086557,4.20267345828128,0.108195876227542,0.0204462899874895,0.102829996269811,0.0169093850395849,0.0128191402816565,0.0859206112302261,0.88325490509802,1.16334440619402,1.16414022568628,0.00334440619402021,0.00414022568627748,1.8,2.00484487938373,2.24799701339292,2.24882397364791,2.9095652173913,3.12242576596831,2.61085751615205,2.16,2.71705263157895
