"k","Q_subset_mc","Q_bag_inf_mc","Q_bag_G_mc","R_bag_inf_mc","R_weight_exact_mc","R_weight_identity_gap","R_bag_inf_smallhet","R_bag_excess_smallhet","Q_bag_inf_smallhet_level","R_smallhet_abs_error","R_smallhet_rel_error","R_ratio_mc_to_smallhet","w_l2_mc","w_l2_smallhet","w_max_abs_mc","w_max_abs_smallhet","w_rmse_approx_error","w_max_approx_error","w_corr_with_approx"
1,21.2815199957339,1.45292776285797,1.47771350314906,0.392927762857969,0.392927762857969,5.55111512312578e-17,0.164832059767691,0.164832059767691,1.22483205976769,0.228095703090278,0.580502893028526,2.3838066660803,0.238830711291451,0.234401407680423,0.168664113129164,0.164664113129164,0.00280713376952364,0.007,0.996656250538413
2,4.75329528583585,1.11333396516981,1.11788391682064,0.053333965169805,0.0533339651698051,-5.55111512312578e-17,0.0395432180034111,0.0395432180034111,1.09954321800341,0.0137907471663939,0.258573446067376,1.34875126159951,0.203905712583741,0.114808852741432,0.147440293556885,0.0806518105122437,0.0134207292236352,0.0667884830446411,0.977199061079944
3,2.7850899637999,1.08330072546389,1.08542796201181,0.0233007254638886,0.0233007254638887,-6.2450045135165e-17,0.0168501096777653,0.0168501096777653,1.07685010967777,0.00645061578612334,0.276841843234473,1.38282337085528,0.172600993456537,0.0749446677617678,0.129505021240056,0.0526477096399368,0.0147959957976988,0.0768573116001195,0.945525336967636
4,2.20280067055018,1.0763932519217,1.07780126119499,0.0163932519217009,0.0163932519217011,-1.17961196366423e-16,0.00907915031415126,0.00907915031415126,1.06907915031415,0.00731410160754968,0.446165388202659,1.80559318377509,0.152736806433098,0.0550125752719359,0.119651081113549,0.0386456592037834,0.014615535329597,0.0810054219097655,0.93271790030597
5,1.91027039204753,1.07337448713211,1.07442060701325,0.0133744871321106,0.0133744871321107,-8.67361737988404e-18,0.00556076503172969,0.00556076503172969,1.06556076503173,0.00781372210038095,0.584225923820367,2.40515235867653,0.141005892858705,0.0430533197780368,0.106551424539116,0.0302444289420914,0.0144745188392252,0.0763069955970245,0.927449240569769
6,1.70737662751872,1.06935103441928,1.07014856641066,0.00935103441928398,0.00935103441928407,-9.71445146547012e-17,0.0036919208166765,0.0036919208166765,1.06369192081668,0.00565911360260747,0.605185838150385,2.53283720957533,0.121259488341727,0.0350804827821041,0.0957032893433288,0.02464360876763,0.0127407953385296,0.0710596805756988,0.918947108040495
7,1.57194426969281,1.06694069500384,1.0675719494722,0.00694069500383976,0.00694069500383972,4.16333634234434e-17,0.00259054032342358,0.00259054032342358,1.06259054032342,0.00435015468041618,0.626760674256622,2.67924607892887,0.109269135603895,0.0293855992135807,0.0859034580890603,0.020643022928729,0.0118431599157075,0.0652604351603313,0.901642097801094
8,1.48862301077769,1.06624406186443,1.06677203555057,0.00624406186442927,0.00624406186442932,-5.11743425413158e-17,0.00189220476774135,0.00189220476774135,1.06189220476774,0.00435185709668792,0.69695931769659,3.29988697358719,0.104607691588291,0.0251144365371881,0.0818513428877275,0.0176425835495533,0.0117072906592688,0.0642087593381742,0.898397038301667
9,1.43644120115229,1.06640836055051,1.06687090160127,0.00640836055051475,0.00640836055051471,3.64291929955129e-17,0.00142472885510404,0.00142472885510404,1.0614247288551,0.00498363169541071,0.777676545526203,4.49795098032655,0.104167275773738,0.0217924211222162,0.0822587215035603,0.0153089084768611,0.0120050447313201,0.0669498130266992,0.907394782353465
10,1.37228977488974,1.06429859218395,1.06468358116233,0.00429859218394846,0.00429859218394854,-8.67361737988404e-17,0.00109842272231698,0.00109842272231698,1.06109842272232,0.00320016946163148,0.744469194724115,3.91342248900419,0.088022006033669,0.0191348087902386,0.0692415360894652,0.0134419684187073,0.0101089804659269,0.0557995676707579,0.891904125466273
11,1.33159260106582,1.06377033670935,1.06410511453979,0.0037703367093469,0.0037703367093471,-1.99493199737333e-16,0.000862965372233533,0.000862965372233533,1.06086296537223,0.00290737133711337,0.771117160413236,4.36904750834728,0.0829806000534822,0.0169603987004387,0.0680831852472564,0.0119144720074905,0.00967383429096062,0.0561687132397658,0.886141062499362
12,1.296586855213,1.06304080394103,1.06333273650512,0.00304080394102835,0.0030408039410284,-5.160802341031e-17,0.000688421185341021,0.000688421185341021,1.06068842118534,0.00235238275568733,0.773605533703627,4.4170690934243,0.0755660637275711,0.0151483902922722,0.0631817543879128,0.0106415583314766,0.00886395616756293,0.0525401960564362,0.878487963386885
13,1.26917982285828,1.06234404398781,1.0626025887114,0.00234404398780796,0.00234404398780793,3.59955121265187e-17,0.000556117125315067,0.000556117125315067,1.06055611712532,0.0017879268624929,0.762753118880196,4.21501852955877,0.0662970027917121,0.013615152408439,0.052919776363714,0.00956447752869556,0.00774002665396688,0.0433552988350184,0.878122870242359
